step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    4.2s
step   315000 | reward(last100)  0.5811 | sigma 0.0237 | elapsed  873.1s
step   320000 | reward(last100)  0.5916 | sigma 0.0237 | elapsed  887.1s
step   325000 | reward(last100)  0.5633 | sigma 0.0237 | elapsed  901.8s
step   330000 | reward(last100)  0.6917 | sigma 0.0237 | elapsed  918.7s
step   335000 | reward(last100)  0.6413 | sigma 0.0237 | elapsed  936.4s
step   340000 | reward(last100)  0.5883 | sigma 0.0237 | elapsed  952.3s
step   345000 | reward(last100)  0.4816 | sigma 0.0237 | elapsed  966.3s
step   350000 | reward(last100)  0.6006 | sigma 0.0237 | elapsed  981.3s
step   355000 | reward(last100)  0.5869 | sigma 0.0237 | elapsed  995.8s
step   360000 | reward(last100)  0.6058 | sigma 0.0237 | elapsed 1010.2s
step   365000 | reward(last100)  0.5469 | sigma 0.0237 | elapsed 1026.9s
step   370000 | reward(last100)  0.5732 | sigma 0.0237 | elapsed 1043.3s
step   375000 | reward(last100)  0.5208 | sigma 0.0237 | elapsed 1058.0s
step   380000 | reward(last100)  0.5795 | sigma 0.0237 | elapsed 1071.8s
step   385000 | reward(last100)  0.5747 | sigma 0.0237 | elapsed 1086.3s
step   390000 | reward(last100)  0.5848 | sigma 0.0237 | elapsed 1104.1s
step   395000 | reward(last100)  0.5826 | sigma 0.0237 | elapsed 1120.9s
step   400000 | reward(last100)  0.6126 | sigma 0.0237 | elapsed 1140.5s
step   405000 | reward(last100)  0.5448 | sigma 0.0237 | elapsed 1156.6s
step   410000 | reward(last100)  0.4577 | sigma 0.0237 | elapsed 1172.8s
step   415000 | reward(last100)  0.6131 | sigma 0.0237 | elapsed 1188.0s
step   420000 | reward(last100)  0.6115 | sigma 0.0237 | elapsed 1202.2s
step   425000 | reward(last100)  0.6139 | sigma 0.0237 | elapsed 1221.5s
step   430000 | reward(last100)  0.5161 | sigma 0.0237 | elapsed 1241.3s
step   435000 | reward(last100)  0.5396 | sigma 0.0237 | elapsed 1261.2s
step   440000 | reward(last100)  0.5181 | sigma 0.0237 | elapsed 1281.1s
step   445000 | reward(last100)  0.5032 | sigma 0.0237 | elapsed 1301.1s
step   450000 | reward(last100)  0.5229 | sigma 0.0237 | elapsed 1321.3s
step   455000 | reward(last100)  0.4839 | sigma 0.0237 | elapsed 1336.8s
step   460000 | reward(last100)  0.5240 | sigma 0.0237 | elapsed 1355.7s
step   465000 | reward(last100)  0.5128 | sigma 0.0237 | elapsed 1374.5s
step   470000 | reward(last100)  0.3530 | sigma 0.0237 | elapsed 1393.4s
step   475000 | reward(last100)  0.4144 | sigma 0.0237 | elapsed 1412.2s
step   480000 | reward(last100)  0.5538 | sigma 0.0237 | elapsed 1431.1s
step   485000 | reward(last100)  0.4940 | sigma 0.0237 | elapsed 1450.2s
step   490000 | reward(last100)  0.5761 | sigma 0.0237 | elapsed 1465.4s
step   495000 | reward(last100)  0.5856 | sigma 0.0237 | elapsed 1480.2s
step   500000 | reward(last100)  0.5631 | sigma 0.0237 | elapsed 1495.1s
step   505000 | reward(last100)  0.5233 | sigma 0.0237 | elapsed 1511.6s
step   510000 | reward(last100)  0.6823 | sigma 0.0237 | elapsed 1527.2s
step   515000 | reward(last100)  0.4731 | sigma 0.0237 | elapsed 1542.0s
step   520000 | reward(last100)  0.5569 | sigma 0.0237 | elapsed 1556.9s
step   525000 | reward(last100)  0.5573 | sigma 0.0237 | elapsed 1573.3s
step   530000 | reward(last100)  0.5514 | sigma 0.0237 | elapsed 1590.3s
step   535000 | reward(last100)  0.5885 | sigma 0.0237 | elapsed 1607.0s
step   540000 | reward(last100)  0.4898 | sigma 0.0237 | elapsed 1624.9s
step   545000 | reward(last100)  0.4739 | sigma 0.0237 | elapsed 1645.0s
step   550000 | reward(last100)  0.5782 | sigma 0.0237 | elapsed 1665.1s
step   555000 | reward(last100)  0.5762 | sigma 0.0237 | elapsed 1682.8s
step   560000 | reward(last100)  0.5952 | sigma 0.0237 | elapsed 1701.0s
step   565000 | reward(last100)  0.5716 | sigma 0.0237 | elapsed 1720.3s
step   570000 | reward(last100)  0.5794 | sigma 0.0237 | elapsed 1740.3s
step   575000 | reward(last100)  0.5864 | sigma 0.0237 | elapsed 1760.3s
step   580000 | reward(last100)  0.5614 | sigma 0.0237 | elapsed 1777.3s
step   585000 | reward(last100)  0.6241 | sigma 0.0237 | elapsed 1794.4s
step   590000 | reward(last100)  0.5574 | sigma 0.0237 | elapsed 1811.4s
step   595000 | reward(last100)  0.5500 | sigma 0.0237 | elapsed 1827.8s
step   600000 | reward(last100)  0.5927 | sigma 0.0237 | elapsed 1844.6s
step   605000 | reward(last100)  0.5902 | sigma 0.0238 | elapsed 1860.1s
step   610000 | reward(last100)  0.6314 | sigma 0.0238 | elapsed 1875.4s
step   615000 | reward(last100)  0.5176 | sigma 0.0238 | elapsed 1891.7s
step   620000 | reward(last100)  0.6214 | sigma 0.0238 | elapsed 1908.1s
step   625000 | reward(last100)  0.6155 | sigma 0.0237 | elapsed 1924.6s
step   630000 | reward(last100)  0.6313 | sigma 0.0238 | elapsed 1941.1s
step   635000 | reward(last100)  0.5694 | sigma 0.0237 | elapsed 1957.4s
step   640000 | reward(last100)  0.5788 | sigma 0.0237 | elapsed 1973.9s
step   645000 | reward(last100)  0.6160 | sigma 0.0237 | elapsed 1991.1s
step   650000 | reward(last100)  0.6782 | sigma 0.0237 | elapsed 2008.0s
step   655000 | reward(last100)  0.6171 | sigma 0.0237 | elapsed 2028.4s
step   660000 | reward(last100)  0.6299 | sigma 0.0237 | elapsed 2048.3s
step   665000 | reward(last100)  0.6323 | sigma 0.0237 | elapsed 2066.0s
step   670000 | reward(last100)  0.5776 | sigma 0.0237 | elapsed 2081.4s
step   675000 | reward(last100)  0.5646 | sigma 0.0237 | elapsed 2100.8s
step   680000 | reward(last100)  0.6467 | sigma 0.0237 | elapsed 2121.4s
step   685000 | reward(last100)  0.6508 | sigma 0.0237 | elapsed 2139.2s
step   690000 | reward(last100)  0.6074 | sigma 0.0237 | elapsed 2155.1s
step   695000 | reward(last100)  0.6131 | sigma 0.0237 | elapsed 2170.6s
step   700000 | reward(last100)  0.6099 | sigma 0.0237 | elapsed 2189.5s
step   705000 | reward(last100)  0.6035 | sigma 0.0237 | elapsed 2205.8s
step   710000 | reward(last100)  0.5722 | sigma 0.0237 | elapsed 2221.9s
step   715000 | reward(last100)  0.6260 | sigma 0.0237 | elapsed 2238.1s
step   720000 | reward(last100)  0.5840 | sigma 0.0237 | elapsed 2254.4s
step   725000 | reward(last100)  0.6114 | sigma 0.0237 | elapsed 2269.9s
step   730000 | reward(last100)  0.6340 | sigma 0.0237 | elapsed 2285.4s
step   735000 | reward(last100)  0.6322 | sigma 0.0237 | elapsed 2301.3s
step   740000 | reward(last100)  0.6144 | sigma 0.0237 | elapsed 2317.9s
step   745000 | reward(last100)  0.6254 | sigma 0.0237 | elapsed 2334.4s
step   750000 | reward(last100)  0.5465 | sigma 0.0237 | elapsed 2350.0s
step   755000 | reward(last100)  0.5892 | sigma 0.0237 | elapsed 2366.1s
step   760000 | reward(last100)  0.6485 | sigma 0.0238 | elapsed 2381.6s
step   765000 | reward(last100)  0.6046 | sigma 0.0237 | elapsed 2397.0s
step   770000 | reward(last100)  0.6352 | sigma 0.0237 | elapsed 2413.6s
step   775000 | reward(last100)  0.6037 | sigma 0.0237 | elapsed 2430.8s
step   780000 | reward(last100)  0.5796 | sigma 0.0238 | elapsed 2448.0s
step   785000 | reward(last100)  0.5544 | sigma 0.0238 | elapsed 2465.2s
step   790000 | reward(last100)  0.6524 | sigma 0.0238 | elapsed 2482.4s
step   795000 | reward(last100)  0.6395 | sigma 0.0237 | elapsed 2499.5s
step   800000 | reward(last100)  0.6256 | sigma 0.0237 | elapsed 2516.4s
step   805000 | reward(last100)  0.6059 | sigma 0.0237 | elapsed 2532.2s
step   810000 | reward(last100)  0.6012 | sigma 0.0237 | elapsed 2547.6s
step   815000 | reward(last100)  0.6484 | sigma 0.0237 | elapsed 2563.1s
step   820000 | reward(last100)  0.5364 | sigma 0.0237 | elapsed 2578.6s
step   825000 | reward(last100)  0.6348 | sigma 0.0237 | elapsed 2594.2s
step   830000 | reward(last100)  0.6784 | sigma 0.0237 | elapsed 2610.3s
step   835000 | reward(last100)  0.5341 | sigma 0.0237 | elapsed 2627.6s
step   840000 | reward(last100)  0.5921 | sigma 0.0237 | elapsed 2645.0s
step   845000 | reward(last100)  0.5171 | sigma 0.0237 | elapsed 2662.2s
step   850000 | reward(last100)  0.5861 | sigma 0.0237 | elapsed 2678.2s
step   855000 | reward(last100)  0.5933 | sigma 0.0237 | elapsed 2694.0s
step   860000 | reward(last100)  0.5771 | sigma 0.0238 | elapsed 2709.5s
step   865000 | reward(last100)  0.5120 | sigma 0.0237 | elapsed 2725.0s
step   870000 | reward(last100)  0.6699 | sigma 0.0237 | elapsed 2740.6s
step   875000 | reward(last100)  0.5966 | sigma 0.0237 | elapsed 2756.0s
step   880000 | reward(last100)  0.5835 | sigma 0.0237 | elapsed 2771.6s
step   885000 | reward(last100)  0.6423 | sigma 0.0237 | elapsed 2787.3s
step   890000 | reward(last100)  0.6008 | sigma 0.0237 | elapsed 2803.0s
step   895000 | reward(last100)  0.5775 | sigma 0.0237 | elapsed 2818.6s
step   900000 | reward(last100)  0.5862 | sigma 0.0237 | elapsed 2834.3s
step   905000 | reward(last100)  0.5996 | sigma 0.0237 | elapsed 2850.3s
step   910000 | reward(last100)  0.6112 | sigma 0.0237 | elapsed 2865.9s
step   915000 | reward(last100)  0.6320 | sigma 0.0237 | elapsed 2881.4s
step   920000 | reward(last100)  0.6209 | sigma 0.0237 | elapsed 2897.0s
step   925000 | reward(last100)  0.5623 | sigma 0.0237 | elapsed 2912.7s
step   930000 | reward(last100)  0.6327 | sigma 0.0237 | elapsed 2928.3s
step   935000 | reward(last100)  0.5481 | sigma 0.0237 | elapsed 2943.9s
step   940000 | reward(last100)  0.5993 | sigma 0.0237 | elapsed 2959.6s
step   945000 | reward(last100)  0.6268 | sigma 0.0237 | elapsed 2975.4s
step   950000 | reward(last100)  0.6004 | sigma 0.0237 | elapsed 2991.1s
step   955000 | reward(last100)  0.6220 | sigma 0.0237 | elapsed 3007.1s
step   960000 | reward(last100)  0.6842 | sigma 0.0237 | elapsed 3022.8s
step   965000 | reward(last100)  0.6675 | sigma 0.0237 | elapsed 3038.5s
step   970000 | reward(last100)  0.5006 | sigma 0.0237 | elapsed 3055.4s
step   975000 | reward(last100)  0.6340 | sigma 0.0237 | elapsed 3072.3s
step   980000 | reward(last100)  0.5949 | sigma 0.0237 | elapsed 3089.2s
step   985000 | reward(last100)  0.6318 | sigma 0.0237 | elapsed 3106.2s
step   990000 | reward(last100)  0.6041 | sigma 0.0237 | elapsed 3123.1s
step   995000 | reward(last100)  0.6708 | sigma 0.0237 | elapsed 3140.6s
step  1000000 | reward(last100)  0.5821 | sigma 0.0237 | elapsed 3158.4s
step  1005000 | reward(last100)  0.6404 | sigma 0.0237 | elapsed 3177.6s
step  1010000 | reward(last100)  0.5748 | sigma 0.0237 | elapsed 3196.3s
step  1015000 | reward(last100)  0.6579 | sigma 0.0237 | elapsed 3215.1s
step  1020000 | reward(last100)  0.6577 | sigma 0.0237 | elapsed 3233.8s
step  1025000 | reward(last100)  0.5944 | sigma 0.0237 | elapsed 3251.9s
step  1030000 | reward(last100)  0.6756 | sigma 0.0237 | elapsed 3269.1s
step  1035000 | reward(last100)  0.6081 | sigma 0.0237 | elapsed 3288.6s
step  1040000 | reward(last100)  0.5786 | sigma 0.0237 | elapsed 3310.3s
step  1045000 | reward(last100)  0.5973 | sigma 0.0237 | elapsed 3332.8s
step  1050000 | reward(last100)  0.6508 | sigma 0.0237 | elapsed 3356.2s
step  1055000 | reward(last100)  0.6559 | sigma 0.0237 | elapsed 3373.6s
step  1060000 | reward(last100)  0.5623 | sigma 0.0237 | elapsed 3390.5s
step  1065000 | reward(last100)  0.6206 | sigma 0.0237 | elapsed 3406.7s
step  1070000 | reward(last100)  0.6373 | sigma 0.0237 | elapsed 3423.9s
step  1075000 | reward(last100)  0.5905 | sigma 0.0237 | elapsed 3444.8s
step  1080000 | reward(last100)  0.5486 | sigma 0.0237 | elapsed 3465.7s
step  1085000 | reward(last100)  0.5658 | sigma 0.0237 | elapsed 3487.2s
step  1090000 | reward(last100)  0.6022 | sigma 0.0237 | elapsed 3508.3s
step  1095000 | reward(last100)  0.5229 | sigma 0.0237 | elapsed 3529.3s
step  1100000 | reward(last100)  0.6122 | sigma 0.0237 | elapsed 3547.3s
step  1105000 | reward(last100)  0.5986 | sigma 0.0237 | elapsed 3568.0s
step  1110000 | reward(last100)  0.5053 | sigma 0.0237 | elapsed 3588.5s
step  1115000 | reward(last100)  0.6175 | sigma 0.0237 | elapsed 3609.6s
step  1120000 | reward(last100)  0.6391 | sigma 0.0237 | elapsed 3630.9s
step  1125000 | reward(last100)  0.5264 | sigma 0.0238 | elapsed 3649.9s
step  1130000 | reward(last100)  0.6048 | sigma 0.0238 | elapsed 3667.6s
step  1135000 | reward(last100)  0.6061 | sigma 0.0238 | elapsed 3689.3s
step  1140000 | reward(last100)  0.6324 | sigma 0.0238 | elapsed 3710.7s
step  1145000 | reward(last100)  0.6127 | sigma 0.0238 | elapsed 3728.7s
step  1150000 | reward(last100)  0.6502 | sigma 0.0238 | elapsed 3746.0s
step  1155000 | reward(last100)  0.6234 | sigma 0.0238 | elapsed 3767.4s
step  1160000 | reward(last100)  0.6509 | sigma 0.0238 | elapsed 3785.7s
step  1165000 | reward(last100)  0.6178 | sigma 0.0238 | elapsed 3804.0s
step  1170000 | reward(last100)  0.6298 | sigma 0.0237 | elapsed 3822.5s
step  1175000 | reward(last100)  0.5966 | sigma 0.0237 | elapsed 3847.1s
step  1180000 | reward(last100)  0.6596 | sigma 0.0238 | elapsed 3871.9s
step  1185000 | reward(last100)  0.6286 | sigma 0.0237 | elapsed 3895.6s
step  1190000 | reward(last100)  0.6439 | sigma 0.0238 | elapsed 3916.8s
step  1195000 | reward(last100)  0.6349 | sigma 0.0237 | elapsed 3934.8s
step  1200000 | reward(last100)  0.6655 | sigma 0.0237 | elapsed 3954.5s
step  1205000 | reward(last100)  0.6743 | sigma 0.0238 | elapsed 3972.0s
step  1210000 | reward(last100)  0.7200 | sigma 0.0238 | elapsed 3989.2s
step  1215000 | reward(last100)  0.7447 | sigma 0.0238 | elapsed 4006.3s
step  1220000 | reward(last100)  0.6609 | sigma 0.0237 | elapsed 4022.3s
step  1225000 | reward(last100)  0.7127 | sigma 0.0237 | elapsed 4038.4s
step  1230000 | reward(last100)  0.6472 | sigma 0.0237 | elapsed 4054.4s
step  1235000 | reward(last100)  0.6907 | sigma 0.0237 | elapsed 4070.4s
step  1240000 | reward(last100)  0.7627 | sigma 0.0237 | elapsed 4087.1s
step  1245000 | reward(last100)  0.7368 | sigma 0.0237 | elapsed 4103.1s
step  1250000 | reward(last100)  0.7183 | sigma 0.0237 | elapsed 4119.5s
step  1255000 | reward(last100)  0.6731 | sigma 0.0237 | elapsed 4139.6s
step  1260000 | reward(last100)  0.7547 | sigma 0.0237 | elapsed 4158.4s
step  1265000 | reward(last100)  0.6489 | sigma 0.0237 | elapsed 4177.8s
step  1270000 | reward(last100)  0.6583 | sigma 0.0237 | elapsed 4195.5s
step  1275000 | reward(last100)  0.7174 | sigma 0.0237 | elapsed 4212.7s
step  1280000 | reward(last100)  0.7233 | sigma 0.0237 | elapsed 4229.8s
step  1285000 | reward(last100)  0.6695 | sigma 0.0237 | elapsed 4246.8s
step  1290000 | reward(last100)  0.7419 | sigma 0.0237 | elapsed 4267.1s
step  1295000 | reward(last100)  0.6721 | sigma 0.0237 | elapsed 4287.6s
step  1300000 | reward(last100)  0.7525 | sigma 0.0237 | elapsed 4304.2s
step  1305000 | reward(last100)  0.7431 | sigma 0.0237 | elapsed 4320.5s
step  1310000 | reward(last100)  0.6197 | sigma 0.0237 | elapsed 4339.6s
step  1315000 | reward(last100)  0.6850 | sigma 0.0237 | elapsed 4359.8s
step  1320000 | reward(last100)  0.6677 | sigma 0.0237 | elapsed 4380.0s
step  1325000 | reward(last100)  0.6965 | sigma 0.0237 | elapsed 4401.1s
step  1330000 | reward(last100)  0.7195 | sigma 0.0237 | elapsed 4422.9s
step  1335000 | reward(last100)  0.7914 | sigma 0.0237 | elapsed 4444.7s
step  1340000 | reward(last100)  0.6992 | sigma 0.0237 | elapsed 4466.4s
step  1345000 | reward(last100)  0.7138 | sigma 0.0237 | elapsed 4486.1s
step  1350000 | reward(last100)  0.6916 | sigma 0.0237 | elapsed 4506.4s
step  1355000 | reward(last100)  0.6875 | sigma 0.0237 | elapsed 4524.3s
step  1360000 | reward(last100)  0.6849 | sigma 0.0237 | elapsed 4541.6s
step  1365000 | reward(last100)  0.7308 | sigma 0.0237 | elapsed 4558.9s
step  1370000 | reward(last100)  0.6917 | sigma 0.0237 | elapsed 4576.4s
step  1375000 | reward(last100)  0.7042 | sigma 0.0237 | elapsed 4593.9s
step  1380000 | reward(last100)  0.7199 | sigma 0.0237 | elapsed 4611.4s
step  1385000 | reward(last100)  0.7360 | sigma 0.0237 | elapsed 4627.8s
step  1390000 | reward(last100)  0.6807 | sigma 0.0237 | elapsed 4643.7s
step  1395000 | reward(last100)  0.6755 | sigma 0.0237 | elapsed 4659.7s
step  1400000 | reward(last100)  0.6518 | sigma 0.0237 | elapsed 4675.7s
step  1405000 | reward(last100)  0.7399 | sigma 0.0237 | elapsed 4693.1s
step  1410000 | reward(last100)  0.7162 | sigma 0.0237 | elapsed 4709.0s
step  1415000 | reward(last100)  0.7087 | sigma 0.0237 | elapsed 4727.7s
step  1420000 | reward(last100)  0.7306 | sigma 0.0237 | elapsed 4747.8s
step  1425000 | reward(last100)  0.7081 | sigma 0.0237 | elapsed 4768.0s
step  1430000 | reward(last100)  0.7024 | sigma 0.0237 | elapsed 4788.1s
step  1435000 | reward(last100)  0.7129 | sigma 0.0237 | elapsed 4808.8s
step  1440000 | reward(last100)  0.7019 | sigma 0.0237 | elapsed 4825.0s
step  1445000 | reward(last100)  0.7446 | sigma 0.0237 | elapsed 4841.8s
step  1450000 | reward(last100)  0.6928 | sigma 0.0237 | elapsed 4857.7s
step  1455000 | reward(last100)  0.7527 | sigma 0.0237 | elapsed 4874.0s
step  1460000 | reward(last100)  0.6523 | sigma 0.0237 | elapsed 4890.0s
step  1465000 | reward(last100)  0.7112 | sigma 0.0237 | elapsed 4906.0s
step  1470000 | reward(last100)  0.6647 | sigma 0.0237 | elapsed 4922.7s
step  1475000 | reward(last100)  0.7392 | sigma 0.0237 | elapsed 4939.6s
step  1480000 | reward(last100)  0.6940 | sigma 0.0237 | elapsed 4956.9s
step  1485000 | reward(last100)  0.7064 | sigma 0.0237 | elapsed 4973.7s
step  1490000 | reward(last100)  0.7037 | sigma 0.0237 | elapsed 4989.5s
step  1495000 | reward(last100)  0.7151 | sigma 0.0237 | elapsed 5006.3s
step  1500000 | reward(last100)  0.7539 | sigma 0.0237 | elapsed 5023.3s
step  1505000 | reward(last100)  0.7267 | sigma 0.0237 | elapsed 5041.5s
step  1510000 | reward(last100)  0.7085 | sigma 0.0237 | elapsed 5059.5s
step  1515000 | reward(last100)  0.7171 | sigma 0.0237 | elapsed 5077.6s
step  1520000 | reward(last100)  0.7238 | sigma 0.0237 | elapsed 5095.7s
step  1525000 | reward(last100)  0.7134 | sigma 0.0237 | elapsed 5113.8s
step  1530000 | reward(last100)  0.6928 | sigma 0.0237 | elapsed 5131.9s
step  1535000 | reward(last100)  0.7107 | sigma 0.0237 | elapsed 5153.3s
step  1540000 | reward(last100)  0.6761 | sigma 0.0237 | elapsed 5175.6s
step  1545000 | reward(last100)  0.7298 | sigma 0.0237 | elapsed 5197.9s
step  1550000 | reward(last100)  0.7458 | sigma 0.0237 | elapsed 5220.1s
step  1555000 | reward(last100)  0.7082 | sigma 0.0237 | elapsed 5240.9s
step  1560000 | reward(last100)  0.7336 | sigma 0.0237 | elapsed 5256.8s
step  1565000 | reward(last100)  0.7718 | sigma 0.0237 | elapsed 5272.8s
step  1570000 | reward(last100)  0.7075 | sigma 0.0237 | elapsed 5288.8s
step  1575000 | reward(last100)  0.7298 | sigma 0.0237 | elapsed 5304.8s
step  1580000 | reward(last100)  0.7223 | sigma 0.0237 | elapsed 5320.8s
step  1585000 | reward(last100)  0.6493 | sigma 0.0237 | elapsed 5336.8s
step  1590000 | reward(last100)  0.7371 | sigma 0.0237 | elapsed 5352.8s
step  1595000 | reward(last100)  0.6761 | sigma 0.0237 | elapsed 5368.9s
step  1600000 | reward(last100)  0.7338 | sigma 0.0237 | elapsed 5384.9s
step  1605000 | reward(last100)  0.7437 | sigma 0.0237 | elapsed 5401.3s
step  1610000 | reward(last100)  0.7596 | sigma 0.0237 | elapsed 5417.7s
step  1615000 | reward(last100)  0.7360 | sigma 0.0237 | elapsed 5435.5s
step  1620000 | reward(last100)  0.7601 | sigma 0.0237 | elapsed 5452.4s
step  1625000 | reward(last100)  0.7235 | sigma 0.0237 | elapsed 5468.4s
step  1630000 | reward(last100)  0.7125 | sigma 0.0237 | elapsed 5484.3s
step  1635000 | reward(last100)  0.6943 | sigma 0.0237 | elapsed 5500.2s
step  1640000 | reward(last100)  0.6939 | sigma 0.0237 | elapsed 5516.2s
step  1645000 | reward(last100)  0.6948 | sigma 0.0237 | elapsed 5532.3s
step  1650000 | reward(last100)  0.6858 | sigma 0.0237 | elapsed 5548.2s
step  1655000 | reward(last100)  0.7160 | sigma 0.0237 | elapsed 5564.6s
step  1660000 | reward(last100)  0.7201 | sigma 0.0237 | elapsed 5580.5s
step  1665000 | reward(last100)  0.6882 | sigma 0.0237 | elapsed 5597.4s
step  1670000 | reward(last100)  0.7149 | sigma 0.0237 | elapsed 5614.4s
step  1675000 | reward(last100)  0.6870 | sigma 0.0237 | elapsed 5631.3s
step  1680000 | reward(last100)  0.6946 | sigma 0.0237 | elapsed 5649.0s
step  1685000 | reward(last100)  0.7028 | sigma 0.0237 | elapsed 5666.8s
step  1690000 | reward(last100)  0.6454 | sigma 0.0237 | elapsed 5684.5s
step  1695000 | reward(last100)  0.7064 | sigma 0.0237 | elapsed 5701.0s
step  1700000 | reward(last100)  0.7510 | sigma 0.0237 | elapsed 5717.0s
step  1705000 | reward(last100)  0.7256 | sigma 0.0237 | elapsed 5734.6s
step  1710000 | reward(last100)  0.7279 | sigma 0.0237 | elapsed 5750.5s
step  1715000 | reward(last100)  0.7290 | sigma 0.0237 | elapsed 5766.4s
step  1720000 | reward(last100)  0.7386 | sigma 0.0237 | elapsed 5782.3s
step  1725000 | reward(last100)  0.7289 | sigma 0.0237 | elapsed 5799.0s
step  1730000 | reward(last100)  0.7232 | sigma 0.0237 | elapsed 5816.1s
step  1735000 | reward(last100)  0.7268 | sigma 0.0237 | elapsed 5832.0s
