step     5000 | reward(last100)  0.0037 | sigma 0.0309 | elapsed    4.2s
step   410000 | reward(last100)  0.4531 | sigma 0.0249 | elapsed 1446.2s
step   415000 | reward(last100)  0.5185 | sigma 0.0249 | elapsed 1464.9s
step   420000 | reward(last100)  0.4923 | sigma 0.0249 | elapsed 1480.0s
step   425000 | reward(last100)  0.4854 | sigma 0.0249 | elapsed 1496.3s
step   430000 | reward(last100)  0.4876 | sigma 0.0249 | elapsed 1511.2s
step   435000 | reward(last100)  0.3900 | sigma 0.0249 | elapsed 1525.9s
step   440000 | reward(last100)  0.5645 | sigma 0.0249 | elapsed 1541.2s
step   445000 | reward(last100)  0.5817 | sigma 0.0249 | elapsed 1557.9s
step   450000 | reward(last100)  0.4599 | sigma 0.0249 | elapsed 1575.0s
step   455000 | reward(last100)  0.4853 | sigma 0.0249 | elapsed 1593.0s
step   460000 | reward(last100)  0.4248 | sigma 0.0249 | elapsed 1609.2s
step   465000 | reward(last100)  0.5069 | sigma 0.0249 | elapsed 1625.9s
step   470000 | reward(last100)  0.5039 | sigma 0.0249 | elapsed 1642.0s
step   475000 | reward(last100)  0.4438 | sigma 0.0249 | elapsed 1662.9s
step   480000 | reward(last100)  0.5198 | sigma 0.0249 | elapsed 1684.8s
step   485000 | reward(last100)  0.4367 | sigma 0.0249 | elapsed 1706.2s
step   490000 | reward(last100)  0.5195 | sigma 0.0249 | elapsed 1728.3s
step   495000 | reward(last100)  0.5863 | sigma 0.0249 | elapsed 1750.7s
step   500000 | reward(last100)  0.6264 | sigma 0.0249 | elapsed 1772.0s
step   505000 | reward(last100)  0.4290 | sigma 0.0249 | elapsed 1790.3s
step   510000 | reward(last100)  0.5973 | sigma 0.0249 | elapsed 1807.7s
step   515000 | reward(last100)  0.5329 | sigma 0.0249 | elapsed 1824.6s
step   520000 | reward(last100)  0.4189 | sigma 0.0249 | elapsed 1841.9s
step   525000 | reward(last100)  0.5575 | sigma 0.0249 | elapsed 1860.6s
step   530000 | reward(last100)  0.5117 | sigma 0.0249 | elapsed 1882.2s
step   535000 | reward(last100)  0.4364 | sigma 0.0249 | elapsed 1904.5s
step   540000 | reward(last100)  0.5296 | sigma 0.0249 | elapsed 1926.2s
step   545000 | reward(last100)  0.5074 | sigma 0.0249 | elapsed 1945.7s
step   550000 | reward(last100)  0.4612 | sigma 0.0249 | elapsed 1962.1s
step   555000 | reward(last100)  0.4921 | sigma 0.0249 | elapsed 1983.3s
step   560000 | reward(last100)  0.4869 | sigma 0.0249 | elapsed 2003.7s
step   565000 | reward(last100)  0.4090 | sigma 0.0249 | elapsed 2021.0s
step   570000 | reward(last100)  0.5409 | sigma 0.0249 | elapsed 2040.3s
step   575000 | reward(last100)  0.4129 | sigma 0.0249 | elapsed 2062.3s
step   580000 | reward(last100)  0.4769 | sigma 0.0249 | elapsed 2082.9s
step   585000 | reward(last100)  0.5280 | sigma 0.0249 | elapsed 2099.9s
step   590000 | reward(last100)  0.4457 | sigma 0.0249 | elapsed 2117.1s
step   595000 | reward(last100)  0.5713 | sigma 0.0249 | elapsed 2133.8s
step   600000 | reward(last100)  0.4220 | sigma 0.0249 | elapsed 2150.2s
step   605000 | reward(last100)  0.4924 | sigma 0.0249 | elapsed 2166.9s
step   610000 | reward(last100)  0.4275 | sigma 0.0249 | elapsed 2183.1s
step   615000 | reward(last100)  0.4648 | sigma 0.0249 | elapsed 2199.4s
step   620000 | reward(last100)  0.4127 | sigma 0.0249 | elapsed 2215.8s
step   625000 | reward(last100)  0.4669 | sigma 0.0249 | elapsed 2232.1s
step   630000 | reward(last100)  0.3923 | sigma 0.0249 | elapsed 2247.5s
step   635000 | reward(last100)  0.5461 | sigma 0.0249 | elapsed 2262.9s
step   640000 | reward(last100)  0.5093 | sigma 0.0249 | elapsed 2279.7s
step   645000 | reward(last100)  0.5640 | sigma 0.0248 | elapsed 2295.6s
step   650000 | reward(last100)  0.5074 | sigma 0.0249 | elapsed 2311.0s
step   655000 | reward(last100)  0.5170 | sigma 0.0249 | elapsed 2327.2s
step   660000 | reward(last100)  0.5412 | sigma 0.0249 | elapsed 2342.7s
step   665000 | reward(last100)  0.5376 | sigma 0.0248 | elapsed 2358.3s
step   670000 | reward(last100)  0.3913 | sigma 0.0248 | elapsed 2374.7s
step   675000 | reward(last100)  0.5301 | sigma 0.0248 | elapsed 2391.4s
step   680000 | reward(last100)  0.4995 | sigma 0.0248 | elapsed 2408.3s
step   685000 | reward(last100)  0.5327 | sigma 0.0248 | elapsed 2425.3s
step   690000 | reward(last100)  0.5012 | sigma 0.0248 | elapsed 2442.4s
step   695000 | reward(last100)  0.5123 | sigma 0.0248 | elapsed 2461.1s
step   700000 | reward(last100)  0.5168 | sigma 0.0248 | elapsed 2479.2s
step   705000 | reward(last100)  0.5698 | sigma 0.0248 | elapsed 2495.8s
step   710000 | reward(last100)  0.5168 | sigma 0.0248 | elapsed 2511.7s
step   715000 | reward(last100)  0.4410 | sigma 0.0248 | elapsed 2529.3s
step   720000 | reward(last100)  0.5161 | sigma 0.0248 | elapsed 2547.1s
step   725000 | reward(last100)  0.5436 | sigma 0.0248 | elapsed 2565.0s
step   730000 | reward(last100)  0.4922 | sigma 0.0248 | elapsed 2581.6s
step   735000 | reward(last100)  0.4966 | sigma 0.0248 | elapsed 2598.2s
step   740000 | reward(last100)  0.5465 | sigma 0.0248 | elapsed 2614.8s
step   745000 | reward(last100)  0.4942 | sigma 0.0248 | elapsed 2630.7s
step   750000 | reward(last100)  0.4743 | sigma 0.0248 | elapsed 2648.1s
step   755000 | reward(last100)  0.5317 | sigma 0.0248 | elapsed 2666.1s
step   760000 | reward(last100)  0.5631 | sigma 0.0248 | elapsed 2689.4s
step   765000 | reward(last100)  0.5812 | sigma 0.0247 | elapsed 2711.4s
step   770000 | reward(last100)  0.4691 | sigma 0.0247 | elapsed 2733.5s
step   775000 | reward(last100)  0.5867 | sigma 0.0247 | elapsed 2755.5s
step   780000 | reward(last100)  0.4902 | sigma 0.0247 | elapsed 2777.5s
step   785000 | reward(last100)  0.5017 | sigma 0.0247 | elapsed 2796.6s
step   790000 | reward(last100)  0.5228 | sigma 0.0247 | elapsed 2813.9s
step   795000 | reward(last100)  0.5269 | sigma 0.0247 | elapsed 2831.7s
step   800000 | reward(last100)  0.5041 | sigma 0.0247 | elapsed 2849.3s
step   805000 | reward(last100)  0.4813 | sigma 0.0247 | elapsed 2869.7s
step   810000 | reward(last100)  0.4801 | sigma 0.0247 | elapsed 2891.7s
step   815000 | reward(last100)  0.5648 | sigma 0.0247 | elapsed 2912.0s
step   820000 | reward(last100)  0.5433 | sigma 0.0247 | elapsed 2933.6s
step   825000 | reward(last100)  0.5336 | sigma 0.0247 | elapsed 2954.5s
step   830000 | reward(last100)  0.5529 | sigma 0.0247 | elapsed 2971.8s
step   835000 | reward(last100)  0.5226 | sigma 0.0247 | elapsed 2988.7s
step   840000 | reward(last100)  0.5633 | sigma 0.0247 | elapsed 3005.5s
step   845000 | reward(last100)  0.5655 | sigma 0.0246 | elapsed 3022.5s
step   850000 | reward(last100)  0.5029 | sigma 0.0247 | elapsed 3039.0s
step   855000 | reward(last100)  0.5837 | sigma 0.0246 | elapsed 3059.1s
step   860000 | reward(last100)  0.4485 | sigma 0.0247 | elapsed 3076.9s
step   865000 | reward(last100)  0.5144 | sigma 0.0247 | elapsed 3094.3s
step   870000 | reward(last100)  0.5261 | sigma 0.0247 | elapsed 3111.2s
step   875000 | reward(last100)  0.4616 | sigma 0.0247 | elapsed 3128.1s
step   880000 | reward(last100)  0.4656 | sigma 0.0246 | elapsed 3144.0s
step   885000 | reward(last100)  0.5598 | sigma 0.0247 | elapsed 3159.8s
step   890000 | reward(last100)  0.4723 | sigma 0.0247 | elapsed 3176.6s
step   895000 | reward(last100)  0.5273 | sigma 0.0246 | elapsed 3194.3s
step   900000 | reward(last100)  0.5403 | sigma 0.0247 | elapsed 3214.5s
step   905000 | reward(last100)  0.5173 | sigma 0.0247 | elapsed 3236.2s
step   910000 | reward(last100)  0.5729 | sigma 0.0246 | elapsed 3257.8s
step   915000 | reward(last100)  0.5314 | sigma 0.0246 | elapsed 3279.8s
step   920000 | reward(last100)  0.4989 | sigma 0.0246 | elapsed 3301.9s
step   925000 | reward(last100)  0.5439 | sigma 0.0246 | elapsed 3323.7s
step   930000 | reward(last100)  0.4751 | sigma 0.0246 | elapsed 3345.5s
step   935000 | reward(last100)  0.5824 | sigma 0.0246 | elapsed 3367.7s
step   940000 | reward(last100)  0.5240 | sigma 0.0246 | elapsed 3390.0s
step   945000 | reward(last100)  0.5397 | sigma 0.0246 | elapsed 3412.6s
step   950000 | reward(last100)  0.5581 | sigma 0.0247 | elapsed 3433.2s
step   955000 | reward(last100)  0.5728 | sigma 0.0247 | elapsed 3449.6s
step   960000 | reward(last100)  0.5526 | sigma 0.0246 | elapsed 3465.7s
step   965000 | reward(last100)  0.5612 | sigma 0.0246 | elapsed 3482.3s
step   970000 | reward(last100)  0.5793 | sigma 0.0246 | elapsed 3504.3s
step   975000 | reward(last100)  0.5259 | sigma 0.0246 | elapsed 3524.8s
step   980000 | reward(last100)  0.5330 | sigma 0.0246 | elapsed 3544.6s
step   985000 | reward(last100)  0.4508 | sigma 0.0246 | elapsed 3562.4s
step   990000 | reward(last100)  0.4841 | sigma 0.0246 | elapsed 3580.2s
step   995000 | reward(last100)  0.5202 | sigma 0.0247 | elapsed 3598.0s
step  1000000 | reward(last100)  0.5729 | sigma 0.0246 | elapsed 3615.9s
step  1005000 | reward(last100)  0.5122 | sigma 0.0246 | elapsed 3632.8s
step  1010000 | reward(last100)  0.4706 | sigma 0.0246 | elapsed 3649.0s
step  1015000 | reward(last100)  0.5090 | sigma 0.0246 | elapsed 3666.1s
step  1020000 | reward(last100)  0.5606 | sigma 0.0246 | elapsed 3683.5s
step  1025000 | reward(last100)  0.5278 | sigma 0.0246 | elapsed 3701.2s
step  1030000 | reward(last100)  0.5361 | sigma 0.0246 | elapsed 3718.0s
step  1035000 | reward(last100)  0.5108 | sigma 0.0246 | elapsed 3735.0s
step  1040000 | reward(last100)  0.4281 | sigma 0.0246 | elapsed 3753.0s
step  1045000 | reward(last100)  0.6164 | sigma 0.0246 | elapsed 3769.1s
step  1050000 | reward(last100)  0.4891 | sigma 0.0246 | elapsed 3785.2s
step  1055000 | reward(last100)  0.4783 | sigma 0.0246 | elapsed 3803.6s
step  1060000 | reward(last100)  0.5657 | sigma 0.0246 | elapsed 3822.0s
step  1065000 | reward(last100)  0.4740 | sigma 0.0246 | elapsed 3840.4s
step  1070000 | reward(last100)  0.4791 | sigma 0.0246 | elapsed 3858.8s
step  1075000 | reward(last100)  0.5002 | sigma 0.0246 | elapsed 3876.6s
step  1080000 | reward(last100)  0.5321 | sigma 0.0246 | elapsed 3894.2s
step  1085000 | reward(last100)  0.5335 | sigma 0.0246 | elapsed 3911.9s
step  1090000 | reward(last100)  0.4909 | sigma 0.0246 | elapsed 3929.6s
step  1095000 | reward(last100)  0.5915 | sigma 0.0246 | elapsed 3945.8s
step  1100000 | reward(last100)  0.4975 | sigma 0.0246 | elapsed 3962.0s
step  1105000 | reward(last100)  0.5170 | sigma 0.0246 | elapsed 3981.1s
step  1110000 | reward(last100)  0.5971 | sigma 0.0246 | elapsed 3998.7s
step  1115000 | reward(last100)  0.4907 | sigma 0.0246 | elapsed 4015.0s
step  1120000 | reward(last100)  0.5463 | sigma 0.0245 | elapsed 4031.6s
step  1125000 | reward(last100)  0.5717 | sigma 0.0246 | elapsed 4049.1s
step  1130000 | reward(last100)  0.4405 | sigma 0.0245 | elapsed 4065.4s
step  1135000 | reward(last100)  0.4875 | sigma 0.0245 | elapsed 4081.7s
step  1140000 | reward(last100)  0.5225 | sigma 0.0245 | elapsed 4099.1s
step  1145000 | reward(last100)  0.5047 | sigma 0.0245 | elapsed 4116.1s
step  1150000 | reward(last100)  0.4863 | sigma 0.0245 | elapsed 4132.2s
step  1155000 | reward(last100)  0.5396 | sigma 0.0245 | elapsed 4151.7s
step  1160000 | reward(last100)  0.5564 | sigma 0.0245 | elapsed 4169.3s
step  1165000 | reward(last100)  0.5734 | sigma 0.0245 | elapsed 4187.0s
step  1170000 | reward(last100)  0.5096 | sigma 0.0246 | elapsed 4203.4s
step  1175000 | reward(last100)  0.5731 | sigma 0.0246 | elapsed 4219.5s
step  1180000 | reward(last100)  0.5355 | sigma 0.0246 | elapsed 4236.9s
step  1185000 | reward(last100)  0.5594 | sigma 0.0246 | elapsed 4254.8s
step  1190000 | reward(last100)  0.5691 | sigma 0.0246 | elapsed 4273.0s
step  1195000 | reward(last100)  0.5378 | sigma 0.0246 | elapsed 4291.2s
step  1200000 | reward(last100)  0.4496 | sigma 0.0246 | elapsed 4309.5s
step  1205000 | reward(last100)  0.4691 | sigma 0.0246 | elapsed 4328.2s
step  1210000 | reward(last100)  0.4719 | sigma 0.0246 | elapsed 4346.5s
step  1215000 | reward(last100)  0.5513 | sigma 0.0246 | elapsed 4364.9s
step  1220000 | reward(last100)  0.5336 | sigma 0.0246 | elapsed 4383.6s
step  1225000 | reward(last100)  0.5401 | sigma 0.0246 | elapsed 4402.1s
step  1230000 | reward(last100)  0.5170 | sigma 0.0246 | elapsed 4418.8s
step  1235000 | reward(last100)  0.5283 | sigma 0.0246 | elapsed 4434.9s
step  1240000 | reward(last100)  0.6027 | sigma 0.0246 | elapsed 4451.1s
step  1245000 | reward(last100)  0.5902 | sigma 0.0246 | elapsed 4467.3s
step  1250000 | reward(last100)  0.5497 | sigma 0.0246 | elapsed 4483.7s
step  1255000 | reward(last100)  0.5337 | sigma 0.0245 | elapsed 4500.7s
step  1260000 | reward(last100)  0.5088 | sigma 0.0245 | elapsed 4517.2s
step  1265000 | reward(last100)  0.5668 | sigma 0.0245 | elapsed 4533.7s
step  1270000 | reward(last100)  0.5449 | sigma 0.0245 | elapsed 4550.1s
step  1275000 | reward(last100)  0.5115 | sigma 0.0245 | elapsed 4566.4s
step  1280000 | reward(last100)  0.5075 | sigma 0.0245 | elapsed 4582.8s
step  1285000 | reward(last100)  0.5664 | sigma 0.0246 | elapsed 4598.9s
step  1290000 | reward(last100)  0.4360 | sigma 0.0245 | elapsed 4616.2s
step  1295000 | reward(last100)  0.4846 | sigma 0.0245 | elapsed 4634.6s
step  1300000 | reward(last100)  0.5130 | sigma 0.0245 | elapsed 4650.8s
step  1305000 | reward(last100)  0.4812 | sigma 0.0245 | elapsed 4670.0s
step  1310000 | reward(last100)  0.5730 | sigma 0.0245 | elapsed 4688.3s
step  1315000 | reward(last100)  0.5983 | sigma 0.0245 | elapsed 4706.5s
step  1320000 | reward(last100)  0.4950 | sigma 0.0245 | elapsed 4724.0s
step  1325000 | reward(last100)  0.5150 | sigma 0.0245 | elapsed 4742.2s
step  1330000 | reward(last100)  0.5783 | sigma 0.0245 | elapsed 4760.7s
step  1335000 | reward(last100)  0.5035 | sigma 0.0245 | elapsed 4778.9s
step  1340000 | reward(last100)  0.5553 | sigma 0.0245 | elapsed 4797.0s
step  1345000 | reward(last100)  0.4841 | sigma 0.0245 | elapsed 4815.1s
step  1350000 | reward(last100)  0.4803 | sigma 0.0245 | elapsed 4832.3s
step  1355000 | reward(last100)  0.4927 | sigma 0.0245 | elapsed 4849.0s
step  1360000 | reward(last100)  0.4942 | sigma 0.0245 | elapsed 4865.4s
step  1365000 | reward(last100)  0.5098 | sigma 0.0245 | elapsed 4881.8s
step  1370000 | reward(last100)  0.5173 | sigma 0.0245 | elapsed 4898.2s
step  1375000 | reward(last100)  0.5655 | sigma 0.0245 | elapsed 4914.9s
step  1380000 | reward(last100)  0.4604 | sigma 0.0245 | elapsed 4931.2s
step  1385000 | reward(last100)  0.5336 | sigma 0.0245 | elapsed 4947.5s
step  1390000 | reward(last100)  0.4353 | sigma 0.0245 | elapsed 4963.8s
step  1395000 | reward(last100)  0.4993 | sigma 0.0244 | elapsed 4980.1s
step  1400000 | reward(last100)  0.4765 | sigma 0.0244 | elapsed 4996.3s
step  1405000 | reward(last100)  0.4892 | sigma 0.0244 | elapsed 5014.3s
step  1410000 | reward(last100)  0.5574 | sigma 0.0244 | elapsed 5030.8s
step  1415000 | reward(last100)  0.4912 | sigma 0.0244 | elapsed 5047.2s
step  1420000 | reward(last100)  0.4833 | sigma 0.0244 | elapsed 5063.6s
step  1425000 | reward(last100)  0.5297 | sigma 0.0244 | elapsed 5079.8s
step  1430000 | reward(last100)  0.5694 | sigma 0.0244 | elapsed 5096.1s
step  1435000 | reward(last100)  0.4781 | sigma 0.0244 | elapsed 5115.5s
step  1440000 | reward(last100)  0.5281 | sigma 0.0245 | elapsed 5137.5s
step  1445000 | reward(last100)  0.4987 | sigma 0.0244 | elapsed 5159.0s
step  1450000 | reward(last100)  0.6254 | sigma 0.0244 | elapsed 5177.7s
step  1455000 | reward(last100)  0.5073 | sigma 0.0244 | elapsed 5194.2s
step  1460000 | reward(last100)  0.4966 | sigma 0.0244 | elapsed 5210.7s
step  1465000 | reward(last100)  0.4874 | sigma 0.0244 | elapsed 5228.4s
step  1470000 | reward(last100)  0.5639 | sigma 0.0244 | elapsed 5246.8s
step  1475000 | reward(last100)  0.5394 | sigma 0.0244 | elapsed 5264.7s
step  1480000 | reward(last100)  0.5195 | sigma 0.0244 | elapsed 5282.8s
step  1485000 | reward(last100)  0.5719 | sigma 0.0244 | elapsed 5300.8s
step  1490000 | reward(last100)  0.4572 | sigma 0.0244 | elapsed 5318.8s
step  1495000 | reward(last100)  0.5529 | sigma 0.0244 | elapsed 5336.7s
step  1500000 | reward(last100)  0.5357 | sigma 0.0243 | elapsed 5353.3s
step  1505000 | reward(last100)  0.5624 | sigma 0.0243 | elapsed 5372.1s
step  1510000 | reward(last100)  0.4893 | sigma 0.0243 | elapsed 5390.4s
step  1515000 | reward(last100)  0.5639 | sigma 0.0243 | elapsed 5408.7s
step  1520000 | reward(last100)  0.5211 | sigma 0.0243 | elapsed 5427.0s
step  1525000 | reward(last100)  0.4803 | sigma 0.0243 | elapsed 5445.4s
step  1530000 | reward(last100)  0.4951 | sigma 0.0243 | elapsed 5463.5s
step  1535000 | reward(last100)  0.5105 | sigma 0.0243 | elapsed 5481.1s
step  1540000 | reward(last100)  0.5264 | sigma 0.0243 | elapsed 5498.6s
step  1545000 | reward(last100)  0.4974 | sigma 0.0243 | elapsed 5519.3s
step  1550000 | reward(last100)  0.5473 | sigma 0.0243 | elapsed 5542.4s
step  1555000 | reward(last100)  0.5057 | sigma 0.0243 | elapsed 5559.2s
step  1560000 | reward(last100)  0.5747 | sigma 0.0243 | elapsed 5575.5s
step  1565000 | reward(last100)  0.4793 | sigma 0.0243 | elapsed 5591.7s
step  1570000 | reward(last100)  0.4263 | sigma 0.0243 | elapsed 5607.8s
step  1575000 | reward(last100)  0.5121 | sigma 0.0243 | elapsed 5624.1s
step  1580000 | reward(last100)  0.4556 | sigma 0.0243 | elapsed 5640.4s
step  1585000 | reward(last100)  0.5511 | sigma 0.0243 | elapsed 5656.6s
step  1590000 | reward(last100)  0.5400 | sigma 0.0243 | elapsed 5672.8s
step  1595000 | reward(last100)  0.4798 | sigma 0.0243 | elapsed 5690.2s
step  1600000 | reward(last100)  0.5872 | sigma 0.0243 | elapsed 5708.3s
step  1605000 | reward(last100)  0.5797 | sigma 0.0243 | elapsed 5726.3s
step  1610000 | reward(last100)  0.5062 | sigma 0.0243 | elapsed 5743.4s
step  1615000 | reward(last100)  0.4612 | sigma 0.0243 | elapsed 5759.9s
step  1620000 | reward(last100)  0.5485 | sigma 0.0243 | elapsed 5776.4s
step  1625000 | reward(last100)  0.4818 | sigma 0.0243 | elapsed 5792.7s
step  1630000 | reward(last100)  0.4841 | sigma 0.0243 | elapsed 5810.3s
step  1635000 | reward(last100)  0.5378 | sigma 0.0243 | elapsed 5828.3s
step  1640000 | reward(last100)  0.5617 | sigma 0.0243 | elapsed 5848.0s
step  1645000 | reward(last100)  0.5387 | sigma 0.0243 | elapsed 5869.9s
step  1650000 | reward(last100)  0.4951 | sigma 0.0243 | elapsed 5887.0s
step  1655000 | reward(last100)  0.4925 | sigma 0.0242 | elapsed 5903.7s
step  1660000 | reward(last100)  0.5484 | sigma 0.0242 | elapsed 5919.9s
step  1665000 | reward(last100)  0.5837 | sigma 0.0242 | elapsed 5936.2s
step  1670000 | reward(last100)  0.5727 | sigma 0.0242 | elapsed 5952.7s
step  1675000 | reward(last100)  0.6129 | sigma 0.0242 | elapsed 5970.7s
step  1680000 | reward(last100)  0.4938 | sigma 0.0242 | elapsed 5987.5s
step  1685000 | reward(last100)  0.5745 | sigma 0.0242 | elapsed 6003.8s
step  1690000 | reward(last100)  0.5006 | sigma 0.0242 | elapsed 6020.1s
step  1695000 | reward(last100)  0.5488 | sigma 0.0242 | elapsed 6037.2s
step  1700000 | reward(last100)  0.4943 | sigma 0.0242 | elapsed 6055.3s
step  1705000 | reward(last100)  0.5672 | sigma 0.0243 | elapsed 6072.5s
step  1710000 | reward(last100)  0.5127 | sigma 0.0242 | elapsed 6088.9s
step  1715000 | reward(last100)  0.5008 | sigma 0.0242 | elapsed 6105.3s
step  1720000 | reward(last100)  0.5461 | sigma 0.0242 | elapsed 6122.9s
step  1725000 | reward(last100)  0.5637 | sigma 0.0242 | elapsed 6140.9s
step  1730000 | reward(last100)  0.4253 | sigma 0.0242 | elapsed 6159.4s
