step     5000 | reward(last100)  0.2509 | sigma 0.0309 | elapsed    6.1s
step    10000 | reward(last100)  0.2154 | sigma 0.0309 | elapsed   12.5s
step    15000 | reward(last100)  0.2578 | sigma 0.0298 | elapsed   37.8s
step    20000 | reward(last100)  0.2860 | sigma 0.0278 | elapsed   62.4s
step    25000 | reward(last100)  0.4305 | sigma 0.0265 | elapsed   86.6s
step    30000 | reward(last100)  0.5022 | sigma 0.0259 | elapsed  110.9s
step    35000 | reward(last100)  0.4610 | sigma 0.0256 | elapsed  133.1s
step    40000 | reward(last100)  0.3887 | sigma 0.0255 | elapsed  153.5s
step    45000 | reward(last100)  0.3300 | sigma 0.0254 | elapsed  173.4s
step    50000 | reward(last100)  0.2874 | sigma 0.0254 | elapsed  192.3s
step    55000 | reward(last100)  0.2712 | sigma 0.0253 | elapsed  210.7s
step    60000 | reward(last100)  0.2605 | sigma 0.0252 | elapsed  229.8s
step    65000 | reward(last100)  0.3560 | sigma 0.0252 | elapsed  248.8s
step    70000 | reward(last100)  0.6069 | sigma 0.0251 | elapsed  270.0s
step    75000 | reward(last100)  0.9359 | sigma 0.0249 | elapsed  285.9s
step    80000 | reward(last100)  0.8022 | sigma 0.0246 | elapsed  303.8s
step    85000 | reward(last100)  0.6169 | sigma 0.0244 | elapsed  324.9s
step    90000 | reward(last100)  0.4355 | sigma 0.0242 | elapsed  346.4s
step    95000 | reward(last100)  0.2522 | sigma 0.0242 | elapsed  367.8s
step   100000 | reward(last100)  0.0709 | sigma 0.0241 | elapsed  390.0s
step   105000 | reward(last100)  0.1883 | sigma 0.0241 | elapsed  407.0s
step   110000 | reward(last100)  0.5248 | sigma 0.0240 | elapsed  421.2s
step   115000 | reward(last100)  0.7281 | sigma 0.0240 | elapsed  435.4s
step   120000 | reward(last100)  0.7218 | sigma 0.0240 | elapsed  450.3s
step   125000 | reward(last100)  0.8697 | sigma 0.0240 | elapsed  463.7s
step   130000 | reward(last100)  0.7384 | sigma 0.0239 | elapsed  480.9s
step   135000 | reward(last100)  0.6046 | sigma 0.0239 | elapsed  496.4s
step   140000 | reward(last100)  0.4903 | sigma 0.0239 | elapsed  513.7s
step   145000 | reward(last100)  0.5105 | sigma 0.0239 | elapsed  529.6s
step   150000 | reward(last100)  0.5675 | sigma 0.0239 | elapsed  543.3s
step   155000 | reward(last100)  0.9340 | sigma 0.0239 | elapsed  559.9s
step   160000 | reward(last100)  0.9518 | sigma 0.0239 | elapsed  579.1s
step   165000 | reward(last100)  0.9507 | sigma 0.0238 | elapsed  597.8s
step   170000 | reward(last100)  0.9528 | sigma 0.0238 | elapsed  614.8s
step   175000 | reward(last100)  0.9522 | sigma 0.0238 | elapsed  631.8s
step   180000 | reward(last100)  0.9512 | sigma 0.0238 | elapsed  649.0s
step   185000 | reward(last100)  0.9505 | sigma 0.0238 | elapsed  664.8s
step   190000 | reward(last100)  0.9481 | sigma 0.0238 | elapsed  681.7s
step   195000 | reward(last100)  0.9510 | sigma 0.0238 | elapsed  696.7s
step   200000 | reward(last100)  0.9507 | sigma 0.0238 | elapsed  710.9s
step   205000 | reward(last100)  0.9453 | sigma 0.0238 | elapsed  729.3s
step   210000 | reward(last100)  0.9480 | sigma 0.0238 | elapsed  747.7s
step   215000 | reward(last100)  0.9498 | sigma 0.0238 | elapsed  765.4s
step   220000 | reward(last100)  0.9517 | sigma 0.0237 | elapsed  783.4s
step   225000 | reward(last100)  0.9520 | sigma 0.0237 | elapsed  801.4s
step   230000 | reward(last100)  0.9527 | sigma 0.0237 | elapsed  820.1s
step   235000 | reward(last100)  0.9529 | sigma 0.0237 | elapsed  836.0s
step   240000 | reward(last100)  0.9488 | sigma 0.0237 | elapsed  850.1s
step   245000 | reward(last100)  0.9509 | sigma 0.0237 | elapsed  864.0s
