step     5000 | reward(last100)  0.0268 | sigma 0.0309 | elapsed    4.1s
step    10000 | reward(last100)  0.0206 | sigma 0.0309 | elapsed    8.1s
step    15000 | reward(last100)  0.0337 | sigma 0.0297 | elapsed   22.7s
step    20000 | reward(last100)  0.0549 | sigma 0.0281 | elapsed   37.2s
step    25000 | reward(last100)  0.1188 | sigma 0.0271 | elapsed   54.0s
step    30000 | reward(last100)  0.2077 | sigma 0.0266 | elapsed   71.9s
step    35000 | reward(last100)  0.2178 | sigma 0.0263 | elapsed   91.1s
step    40000 | reward(last100)  0.2867 | sigma 0.0262 | elapsed  110.3s
step    45000 | reward(last100)  0.4286 | sigma 0.0261 | elapsed  127.5s
step    50000 | reward(last100)  0.7138 | sigma 0.0261 | elapsed  146.9s
step    55000 | reward(last100)  0.9484 | sigma 0.0260 | elapsed  163.9s
step    60000 | reward(last100)  0.8578 | sigma 0.0260 | elapsed  182.9s
step    65000 | reward(last100)  0.6747 | sigma 0.0258 | elapsed  201.6s
step    70000 | reward(last100)  0.4929 | sigma 0.0257 | elapsed  221.2s
step    75000 | reward(last100)  0.3023 | sigma 0.0257 | elapsed  240.3s
step    80000 | reward(last100)  0.1456 | sigma 0.0256 | elapsed  260.2s
step    85000 | reward(last100)  0.0681 | sigma 0.0256 | elapsed  277.7s
step    90000 | reward(last100)  0.1705 | sigma 0.0256 | elapsed  293.1s
step    95000 | reward(last100)  0.2404 | sigma 0.0256 | elapsed  310.8s
step   100000 | reward(last100)  0.3788 | sigma 0.0255 | elapsed  327.2s
step   105000 | reward(last100)  0.5114 | sigma 0.0255 | elapsed  343.1s
step   110000 | reward(last100)  0.6458 | sigma 0.0255 | elapsed  358.5s
step   115000 | reward(last100)  0.7412 | sigma 0.0255 | elapsed  375.5s
step   120000 | reward(last100)  0.7447 | sigma 0.0254 | elapsed  393.2s
step   125000 | reward(last100)  0.8742 | sigma 0.0254 | elapsed  412.8s
step   130000 | reward(last100)  0.8684 | sigma 0.0254 | elapsed  428.0s
step   135000 | reward(last100)  0.8875 | sigma 0.0254 | elapsed  446.4s
step   140000 | reward(last100)  0.9376 | sigma 0.0254 | elapsed  465.0s
step   145000 | reward(last100)  0.9438 | sigma 0.0254 | elapsed  481.3s
step   150000 | reward(last100)  0.9549 | sigma 0.0253 | elapsed  494.7s
step   155000 | reward(last100)  0.9393 | sigma 0.0253 | elapsed  509.7s
step   160000 | reward(last100)  0.9043 | sigma 0.0253 | elapsed  527.6s
step   165000 | reward(last100)  0.9462 | sigma 0.0253 | elapsed  542.2s
step   170000 | reward(last100)  0.9372 | sigma 0.0253 | elapsed  557.8s
step   175000 | reward(last100)  0.9469 | sigma 0.0253 | elapsed  571.5s
step   180000 | reward(last100)  0.9526 | sigma 0.0253 | elapsed  585.2s
step   185000 | reward(last100)  0.9553 | sigma 0.0253 | elapsed  601.1s
step   190000 | reward(last100)  0.9538 | sigma 0.0253 | elapsed  616.4s
step   195000 | reward(last100)  0.9480 | sigma 0.0253 | elapsed  633.2s
step   200000 | reward(last100)  0.9459 | sigma 0.0253 | elapsed  650.7s
