step     5000 | reward(last100)  0.0268 | sigma 0.0309 | elapsed    4.2s
step   165000 | reward(last100)  0.9469 | sigma 0.0240 | elapsed  624.2s
step   170000 | reward(last100)  0.9525 | sigma 0.0240 | elapsed  641.1s
step   175000 | reward(last100)  0.9513 | sigma 0.0240 | elapsed  657.4s
step   180000 | reward(last100)  0.9517 | sigma 0.0240 | elapsed  677.5s
step   185000 | reward(last100)  0.9444 | sigma 0.0240 | elapsed  697.0s
step   190000 | reward(last100)  0.9265 | sigma 0.0240 | elapsed  715.2s
step   195000 | reward(last100)  0.9400 | sigma 0.0240 | elapsed  731.1s
step   200000 | reward(last100)  0.9413 | sigma 0.0240 | elapsed  749.0s
step   205000 | reward(last100)  0.9401 | sigma 0.0240 | elapsed  767.8s
step   210000 | reward(last100)  0.9533 | sigma 0.0240 | elapsed  789.1s
step   215000 | reward(last100)  0.9524 | sigma 0.0240 | elapsed  811.1s
step   220000 | reward(last100)  0.9532 | sigma 0.0240 | elapsed  832.0s
step   225000 | reward(last100)  0.9534 | sigma 0.0240 | elapsed  855.4s
step   230000 | reward(last100)  0.9485 | sigma 0.0239 | elapsed  874.3s
step   235000 | reward(last100)  0.9497 | sigma 0.0240 | elapsed  894.8s
step   240000 | reward(last100)  0.9524 | sigma 0.0240 | elapsed  917.2s
step   245000 | reward(last100)  0.9488 | sigma 0.0240 | elapsed  935.6s
step   250000 | reward(last100)  0.9460 | sigma 0.0239 | elapsed  953.0s
step   255000 | reward(last100)  0.9501 | sigma 0.0239 | elapsed  969.0s
step   260000 | reward(last100)  0.9529 | sigma 0.0239 | elapsed  985.8s
step   265000 | reward(last100)  0.9501 | sigma 0.0239 | elapsed 1007.2s
step   270000 | reward(last100)  0.9500 | sigma 0.0239 | elapsed 1029.6s
step   275000 | reward(last100)  0.9484 | sigma 0.0239 | elapsed 1052.1s
step   280000 | reward(last100)  0.9461 | sigma 0.0239 | elapsed 1075.8s
step   285000 | reward(last100)  0.9536 | sigma 0.0239 | elapsed 1098.7s
step   290000 | reward(last100)  0.9526 | sigma 0.0239 | elapsed 1122.1s
step   295000 | reward(last100)  0.9515 | sigma 0.0239 | elapsed 1145.9s
step   300000 | reward(last100)  0.9500 | sigma 0.0239 | elapsed 1165.1s
step   305000 | reward(last100)  0.9448 | sigma 0.0239 | elapsed 1184.0s
step   310000 | reward(last100)  0.9476 | sigma 0.0239 | elapsed 1201.4s
step   315000 | reward(last100)  0.9492 | sigma 0.0239 | elapsed 1221.9s
step   320000 | reward(last100)  0.9492 | sigma 0.0239 | elapsed 1244.0s
step   325000 | reward(last100)  0.9525 | sigma 0.0239 | elapsed 1265.7s
step   330000 | reward(last100)  0.9530 | sigma 0.0239 | elapsed 1289.4s
step   335000 | reward(last100)  0.9522 | sigma 0.0239 | elapsed 1310.5s
step   340000 | reward(last100)  0.9507 | sigma 0.0239 | elapsed 1330.9s
step   345000 | reward(last100)  0.9533 | sigma 0.0239 | elapsed 1349.6s
step   350000 | reward(last100)  0.9495 | sigma 0.0240 | elapsed 1371.0s
step   355000 | reward(last100)  0.9511 | sigma 0.0240 | elapsed 1392.2s
step   360000 | reward(last100)  0.9497 | sigma 0.0240 | elapsed 1415.2s
step   365000 | reward(last100)  0.9506 | sigma 0.0240 | elapsed 1434.5s
step   370000 | reward(last100)  0.9525 | sigma 0.0240 | elapsed 1452.9s
step   375000 | reward(last100)  0.9510 | sigma 0.0239 | elapsed 1472.3s
step   380000 | reward(last100)  0.9517 | sigma 0.0240 | elapsed 1492.2s
step   385000 | reward(last100)  0.9522 | sigma 0.0240 | elapsed 1512.0s
step   390000 | reward(last100)  0.9525 | sigma 0.0239 | elapsed 1533.8s
step   395000 | reward(last100)  0.9518 | sigma 0.0239 | elapsed 1553.8s
step   400000 | reward(last100)  0.9533 | sigma 0.0239 | elapsed 1575.8s
step   405000 | reward(last100)  0.9490 | sigma 0.0240 | elapsed 1595.2s
step   410000 | reward(last100)  0.9512 | sigma 0.0240 | elapsed 1616.9s
step   415000 | reward(last100)  0.9507 | sigma 0.0240 | elapsed 1640.3s
step   420000 | reward(last100)  0.9498 | sigma 0.0240 | elapsed 1663.2s
step   425000 | reward(last100)  0.9501 | sigma 0.0240 | elapsed 1682.5s
step   430000 | reward(last100)  0.9515 | sigma 0.0240 | elapsed 1700.1s
step   435000 | reward(last100)  0.9434 | sigma 0.0240 | elapsed 1722.1s
step   440000 | reward(last100)  0.9495 | sigma 0.0240 | elapsed 1745.2s
step   445000 | reward(last100)  0.9528 | sigma 0.0240 | elapsed 1769.0s
step   450000 | reward(last100)  0.9531 | sigma 0.0240 | elapsed 1790.5s
step   455000 | reward(last100)  0.9525 | sigma 0.0240 | elapsed 1810.3s
step   460000 | reward(last100)  0.9504 | sigma 0.0240 | elapsed 1833.3s
step   465000 | reward(last100)  0.9528 | sigma 0.0240 | elapsed 1852.1s
step   470000 | reward(last100)  0.9521 | sigma 0.0240 | elapsed 1871.0s
step   475000 | reward(last100)  0.9530 | sigma 0.0240 | elapsed 1888.9s
step   480000 | reward(last100)  0.9535 | sigma 0.0240 | elapsed 1907.7s
step   485000 | reward(last100)  0.9530 | sigma 0.0240 | elapsed 1926.6s
step   490000 | reward(last100)  0.9532 | sigma 0.0240 | elapsed 1944.9s
step   495000 | reward(last100)  0.9513 | sigma 0.0240 | elapsed 1964.8s
step   500000 | reward(last100)  0.9513 | sigma 0.0240 | elapsed 1983.5s
