step     5000 | reward(last100)  0.0098 | eps 0.976 | elapsed    1.2s
step    10000 | reward(last100)  0.0189 | eps 0.953 | elapsed    2.3s
step    15000 | reward(last100)  0.0350 | eps 0.929 | elapsed   13.6s
step    20000 | reward(last100)  0.0467 | eps 0.905 | elapsed   26.0s
step    25000 | reward(last100)  0.0687 | eps 0.881 | elapsed   39.7s
step    30000 | reward(last100)  0.0699 | eps 0.858 | elapsed   54.4s
step    35000 | reward(last100)  0.0683 | eps 0.834 | elapsed   69.5s
step    40000 | reward(last100)  0.0732 | eps 0.810 | elapsed   84.6s
step    45000 | reward(last100)  0.0890 | eps 0.786 | elapsed   99.4s
step    50000 | reward(last100)  0.1081 | eps 0.762 | elapsed  113.1s
step    55000 | reward(last100)  0.1275 | eps 0.739 | elapsed  128.7s
step    60000 | reward(last100)  0.1363 | eps 0.715 | elapsed  144.2s
step    65000 | reward(last100)  0.1484 | eps 0.691 | elapsed  157.6s
step    70000 | reward(last100)  0.2215 | eps 0.667 | elapsed  169.4s
step    75000 | reward(last100)  0.2299 | eps 0.644 | elapsed  181.9s
step    80000 | reward(last100)  0.2397 | eps 0.620 | elapsed  194.2s
step    85000 | reward(last100)  0.2699 | eps 0.596 | elapsed  209.0s
step    90000 | reward(last100)  0.3490 | eps 0.573 | elapsed  224.0s
step    95000 | reward(last100)  0.4301 | eps 0.549 | elapsed  239.6s
step   100000 | reward(last100)  0.5739 | eps 0.525 | elapsed  255.4s
step   105000 | reward(last100)  0.6233 | eps 0.501 | elapsed  268.1s
step   110000 | reward(last100)  0.6015 | eps 0.478 | elapsed  281.9s
step   115000 | reward(last100)  0.5729 | eps 0.454 | elapsed  297.1s
step   120000 | reward(last100)  0.5306 | eps 0.430 | elapsed  313.1s
step   125000 | reward(last100)  0.5038 | eps 0.406 | elapsed  328.7s
step   130000 | reward(last100)  0.4526 | eps 0.383 | elapsed  344.2s
step   135000 | reward(last100)  0.3966 | eps 0.359 | elapsed  360.6s
step   140000 | reward(last100)  0.3257 | eps 0.335 | elapsed  376.2s
step   145000 | reward(last100)  0.2881 | eps 0.311 | elapsed  391.3s
step   150000 | reward(last100)  0.2331 | eps 0.288 | elapsed  404.6s
step   155000 | reward(last100)  0.1637 | eps 0.264 | elapsed  417.8s
step   160000 | reward(last100)  0.1453 | eps 0.240 | elapsed  430.8s
step   165000 | reward(last100)  0.1153 | eps 0.216 | elapsed  443.6s
step   170000 | reward(last100)  0.0921 | eps 0.193 | elapsed  457.4s
step   175000 | reward(last100)  0.0644 | eps 0.169 | elapsed  472.3s
step   180000 | reward(last100)  0.0414 | eps 0.145 | elapsed  487.2s
step   185000 | reward(last100)  0.0416 | eps 0.121 | elapsed  500.2s
step   190000 | reward(last100)  0.0494 | eps 0.098 | elapsed  511.0s
step   195000 | reward(last100)  0.0502 | eps 0.074 | elapsed  524.7s
step   200000 | reward(last100)  0.0544 | eps 0.050 | elapsed  540.2s
step   205000 | reward(last100)  0.0494 | eps 0.050 | elapsed  555.2s
step   210000 | reward(last100)  0.0424 | eps 0.050 | elapsed  571.0s
step   215000 | reward(last100)  0.0466 | eps 0.050 | elapsed  587.6s
step   220000 | reward(last100)  0.0432 | eps 0.050 | elapsed  603.1s
