step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    4.0s
step   295000 | reward(last100)  0.9570 | sigma 0.0249 | elapsed 1004.4s
step   300000 | reward(last100)  0.9565 | sigma 0.0249 | elapsed 1023.7s
step   305000 | reward(last100)  0.9573 | sigma 0.0249 | elapsed 1040.3s
step   310000 | reward(last100)  0.9566 | sigma 0.0249 | elapsed 1058.1s
step   315000 | reward(last100)  0.9538 | sigma 0.0249 | elapsed 1076.4s
step   320000 | reward(last100)  0.9541 | sigma 0.0249 | elapsed 1094.5s
step   325000 | reward(last100)  0.9537 | sigma 0.0249 | elapsed 1114.0s
step   330000 | reward(last100)  0.9446 | sigma 0.0249 | elapsed 1137.4s
step   335000 | reward(last100)  0.9555 | sigma 0.0249 | elapsed 1160.9s
step   340000 | reward(last100)  0.9566 | sigma 0.0249 | elapsed 1183.1s
step   345000 | reward(last100)  0.9560 | sigma 0.0249 | elapsed 1205.8s
step   350000 | reward(last100)  0.9574 | sigma 0.0249 | elapsed 1228.9s
step   355000 | reward(last100)  0.9569 | sigma 0.0249 | elapsed 1245.0s
step   360000 | reward(last100)  0.9561 | sigma 0.0249 | elapsed 1262.7s
step   365000 | reward(last100)  0.9558 | sigma 0.0249 | elapsed 1281.3s
step   370000 | reward(last100)  0.9558 | sigma 0.0249 | elapsed 1298.5s
step   375000 | reward(last100)  0.9567 | sigma 0.0249 | elapsed 1314.1s
step   380000 | reward(last100)  0.9521 | sigma 0.0249 | elapsed 1332.8s
step   385000 | reward(last100)  0.9562 | sigma 0.0249 | elapsed 1348.8s
step   390000 | reward(last100)  0.9562 | sigma 0.0249 | elapsed 1366.9s
step   395000 | reward(last100)  0.9567 | sigma 0.0249 | elapsed 1383.2s
step   400000 | reward(last100)  0.9553 | sigma 0.0249 | elapsed 1399.3s
step   405000 | reward(last100)  0.9567 | sigma 0.0248 | elapsed 1417.2s
step   410000 | reward(last100)  0.9568 | sigma 0.0249 | elapsed 1438.6s
step   415000 | reward(last100)  0.9536 | sigma 0.0249 | elapsed 1459.6s
step   420000 | reward(last100)  0.9545 | sigma 0.0249 | elapsed 1477.0s
step   425000 | reward(last100)  0.9571 | sigma 0.0249 | elapsed 1494.4s
step   430000 | reward(last100)  0.9572 | sigma 0.0249 | elapsed 1511.5s
step   435000 | reward(last100)  0.9571 | sigma 0.0249 | elapsed 1528.3s
step   440000 | reward(last100)  0.9574 | sigma 0.0249 | elapsed 1545.0s
step   445000 | reward(last100)  0.9571 | sigma 0.0248 | elapsed 1561.6s
step   450000 | reward(last100)  0.9545 | sigma 0.0248 | elapsed 1581.8s
step   455000 | reward(last100)  0.9576 | sigma 0.0248 | elapsed 1598.6s
step   460000 | reward(last100)  0.9560 | sigma 0.0248 | elapsed 1617.7s
step   465000 | reward(last100)  0.9564 | sigma 0.0248 | elapsed 1632.4s
step   470000 | reward(last100)  0.9561 | sigma 0.0248 | elapsed 1648.8s
step   475000 | reward(last100)  0.9569 | sigma 0.0248 | elapsed 1665.2s
step   480000 | reward(last100)  0.9568 | sigma 0.0248 | elapsed 1681.4s
step   485000 | reward(last100)  0.9557 | sigma 0.0248 | elapsed 1701.0s
step   490000 | reward(last100)  0.9564 | sigma 0.0248 | elapsed 1718.8s
step   495000 | reward(last100)  0.9570 | sigma 0.0248 | elapsed 1739.3s
step   500000 | reward(last100)  0.9570 | sigma 0.0248 | elapsed 1759.6s
