step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    3.6s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    7.1s
step    15000 | reward(last100)  0.0000 | sigma 0.0298 | elapsed   21.3s
step    20000 | reward(last100)  0.0000 | sigma 0.0283 | elapsed   35.5s
step    25000 | reward(last100)  0.0000 | sigma 0.0272 | elapsed   49.9s
step    30000 | reward(last100)  0.0000 | sigma 0.0267 | elapsed   64.7s
step    35000 | reward(last100)  0.0000 | sigma 0.0265 | elapsed   80.4s
step    40000 | reward(last100)  0.0000 | sigma 0.0264 | elapsed   96.1s
step    45000 | reward(last100)  0.0000 | sigma 0.0263 | elapsed  112.4s
step    50000 | reward(last100)  0.0000 | sigma 0.0263 | elapsed  131.9s
step    55000 | reward(last100)  0.0011 | sigma 0.0262 | elapsed  151.8s
step    60000 | reward(last100)  0.0011 | sigma 0.0262 | elapsed  171.0s
step    65000 | reward(last100)  0.0011 | sigma 0.0261 | elapsed  190.3s
step    70000 | reward(last100)  0.0011 | sigma 0.0260 | elapsed  209.4s
step    75000 | reward(last100)  0.0011 | sigma 0.0260 | elapsed  228.8s
step    80000 | reward(last100)  0.0011 | sigma 0.0259 | elapsed  249.1s
step    85000 | reward(last100)  0.0011 | sigma 0.0259 | elapsed  269.9s
step    90000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  289.6s
step    95000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  309.3s
step   100000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  321.7s
step   105000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  342.2s
step   110000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  361.9s
step   115000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  381.7s
step   120000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  401.5s
step   125000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  415.0s
step   130000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  427.4s
step   135000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  439.9s
step   140000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  452.3s
step   145000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  464.8s
step   150000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  477.2s
step   155000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  490.0s
step   160000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  502.4s
step   165000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  514.8s
step   170000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  527.2s
step   175000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  539.7s
step   180000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  552.1s
step   185000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  564.5s
step   190000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  577.0s
step   195000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  589.5s
step   200000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  603.6s
step   205000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  620.8s
step   210000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  634.9s
step   215000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  647.5s
step   220000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  660.1s
step   225000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  672.9s
step   230000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  685.6s
step   235000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  698.3s
step   240000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  711.1s
step   245000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  723.9s
step   250000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  736.9s
step   255000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  750.3s
step   260000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  763.5s
step   265000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  776.7s
step   270000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  790.2s
step   275000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  803.8s
step   280000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  817.5s
step   285000 | reward(last100)  0.0000 | sigma 0.0255 | elapsed  831.4s
