step     5000 | reward(last100)  0.0046 | eps 0.976 | elapsed    1.2s
step    10000 | reward(last100)  0.0000 | eps 0.953 | elapsed    2.7s
step    15000 | reward(last100)  0.0048 | eps 0.929 | elapsed   16.0s
step    20000 | reward(last100)  0.0104 | eps 0.905 | elapsed   29.1s
step    25000 | reward(last100)  0.0459 | eps 0.881 | elapsed   42.3s
step    30000 | reward(last100)  0.0367 | eps 0.858 | elapsed   55.4s
step    35000 | reward(last100)  0.0865 | eps 0.834 | elapsed   68.5s
step    40000 | reward(last100)  0.0553 | eps 0.810 | elapsed   81.5s
step    45000 | reward(last100)  0.0728 | eps 0.786 | elapsed   94.7s
step    50000 | reward(last100)  0.0666 | eps 0.762 | elapsed  108.6s
step    55000 | reward(last100)  0.0648 | eps 0.739 | elapsed  123.8s
step    60000 | reward(last100)  0.0679 | eps 0.715 | elapsed  135.5s
step    65000 | reward(last100)  0.0556 | eps 0.691 | elapsed  146.8s
step    70000 | reward(last100)  0.0371 | eps 0.667 | elapsed  159.9s
step    75000 | reward(last100)  0.0696 | eps 0.644 | elapsed  172.6s
step    80000 | reward(last100)  0.0219 | eps 0.620 | elapsed  185.9s
step    85000 | reward(last100)  0.0203 | eps 0.596 | elapsed  199.8s
step    90000 | reward(last100)  0.0106 | eps 0.573 | elapsed  209.9s
step    95000 | reward(last100)  0.0084 | eps 0.549 | elapsed  217.8s
step   100000 | reward(last100)  0.0079 | eps 0.525 | elapsed  225.5s
step   105000 | reward(last100)  0.0129 | eps 0.501 | elapsed  239.5s
step   110000 | reward(last100)  0.0294 | eps 0.478 | elapsed  252.8s
step   115000 | reward(last100)  0.0414 | eps 0.454 | elapsed  266.5s
step   120000 | reward(last100)  0.0162 | eps 0.430 | elapsed  280.4s
step   125000 | reward(last100)  0.0179 | eps 0.406 | elapsed  294.3s
step   130000 | reward(last100)  0.0200 | eps 0.383 | elapsed  306.9s
step   135000 | reward(last100)  0.0243 | eps 0.359 | elapsed  319.7s
step   140000 | reward(last100)  0.0118 | eps 0.335 | elapsed  331.7s
step   145000 | reward(last100)  0.0095 | eps 0.311 | elapsed  343.7s
step   150000 | reward(last100)  0.0688 | eps 0.288 | elapsed  355.9s
step   155000 | reward(last100)  0.0063 | eps 0.264 | elapsed  366.5s
