step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    3.5s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    7.0s
step    15000 | reward(last100)  0.0085 | sigma 0.0300 | elapsed   21.2s
step    20000 | reward(last100)  0.0174 | sigma 0.0286 | elapsed   35.3s
step    25000 | reward(last100)  0.0156 | sigma 0.0274 | elapsed   52.2s
step    30000 | reward(last100)  0.0185 | sigma 0.0267 | elapsed   70.7s
step    35000 | reward(last100)  0.0170 | sigma 0.0265 | elapsed   90.0s
step    40000 | reward(last100)  0.0166 | sigma 0.0264 | elapsed  109.4s
step    45000 | reward(last100)  0.0166 | sigma 0.0263 | elapsed  126.8s
step    50000 | reward(last100)  0.0132 | sigma 0.0262 | elapsed  142.2s
step    55000 | reward(last100)  0.0069 | sigma 0.0261 | elapsed  157.9s
step    60000 | reward(last100)  0.0069 | sigma 0.0261 | elapsed  173.8s
step    65000 | reward(last100)  0.0057 | sigma 0.0260 | elapsed  189.6s
step    70000 | reward(last100)  0.0010 | sigma 0.0259 | elapsed  205.3s
step    75000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  221.1s
step    80000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  237.5s
step    85000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  257.7s
step    90000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  273.7s
step    95000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  288.7s
step   100000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  303.8s
step   105000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  318.3s
step   110000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  334.4s
step   115000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  351.6s
step   120000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  368.8s
step   125000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  385.8s
step   130000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  402.9s
step   135000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  421.5s
step   140000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  444.0s
step   145000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  466.9s
step   150000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  488.6s
step   155000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  505.7s
step   160000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  521.2s
step   165000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  537.0s
step   170000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  557.4s
step   175000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  578.7s
step   180000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  596.8s
step   185000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  610.5s
step   190000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  623.2s
step   195000 | reward(last100)  0.0000 | sigma 0.0256 | elapsed  636.0s
