step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    5.4s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed   11.3s
step    15000 | reward(last100)  0.0000 | sigma 0.0300 | elapsed   34.1s
step    20000 | reward(last100)  0.0033 | sigma 0.0286 | elapsed   55.8s
step    25000 | reward(last100)  0.0026 | sigma 0.0274 | elapsed   77.5s
step    30000 | reward(last100)  0.0119 | sigma 0.0267 | elapsed   99.2s
step    35000 | reward(last100)  0.0103 | sigma 0.0265 | elapsed  119.6s
step    40000 | reward(last100)  0.0144 | sigma 0.0264 | elapsed  142.8s
step    45000 | reward(last100)  0.0192 | sigma 0.0263 | elapsed  161.9s
step    50000 | reward(last100)  0.0303 | sigma 0.0262 | elapsed  181.4s
step    55000 | reward(last100)  0.0285 | sigma 0.0262 | elapsed  200.0s
step    60000 | reward(last100)  0.0285 | sigma 0.0261 | elapsed  217.9s
step    65000 | reward(last100)  0.0203 | sigma 0.0261 | elapsed  235.9s
step    70000 | reward(last100)  0.0203 | sigma 0.0260 | elapsed  256.8s
step    75000 | reward(last100)  0.0262 | sigma 0.0259 | elapsed  274.2s
step    80000 | reward(last100)  0.0248 | sigma 0.0259 | elapsed  291.1s
step    85000 | reward(last100)  0.0170 | sigma 0.0259 | elapsed  307.9s
step    90000 | reward(last100)  0.0260 | sigma 0.0258 | elapsed  327.3s
step    95000 | reward(last100)  0.0440 | sigma 0.0258 | elapsed  350.0s
step   100000 | reward(last100)  0.0464 | sigma 0.0258 | elapsed  369.7s
step   105000 | reward(last100)  0.0528 | sigma 0.0257 | elapsed  387.3s
step   110000 | reward(last100)  0.0522 | sigma 0.0257 | elapsed  405.2s
step   115000 | reward(last100)  0.1490 | sigma 0.0257 | elapsed  428.2s
step   120000 | reward(last100)  0.1933 | sigma 0.0256 | elapsed  450.6s
step   125000 | reward(last100)  0.2679 | sigma 0.0256 | elapsed  468.8s
step   130000 | reward(last100)  0.2749 | sigma 0.0256 | elapsed  491.1s
step   135000 | reward(last100)  0.2646 | sigma 0.0254 | elapsed  508.8s
step   140000 | reward(last100)  0.2461 | sigma 0.0252 | elapsed  526.5s
step   145000 | reward(last100)  0.1644 | sigma 0.0251 | elapsed  548.3s
step   150000 | reward(last100)  0.1211 | sigma 0.0250 | elapsed  572.2s
step   155000 | reward(last100)  0.0713 | sigma 0.0249 | elapsed  589.6s
step   160000 | reward(last100)  0.0123 | sigma 0.0248 | elapsed  607.4s
step   165000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed  627.8s
step   170000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed  650.5s
step   175000 | reward(last100)  0.0000 | sigma 0.0246 | elapsed  673.2s
step   180000 | reward(last100)  0.0000 | sigma 0.0246 | elapsed  695.4s
step   185000 | reward(last100)  0.0000 | sigma 0.0246 | elapsed  720.7s
step   190000 | reward(last100)  0.0000 | sigma 0.0246 | elapsed  746.1s
step   195000 | reward(last100)  0.0000 | sigma 0.0245 | elapsed  763.9s
step   200000 | reward(last100)  0.0000 | sigma 0.0245 | elapsed  786.1s
step   205000 | reward(last100)  0.0000 | sigma 0.0245 | elapsed  805.7s
step   210000 | reward(last100)  0.0000 | sigma 0.0245 | elapsed  825.1s
step   215000 | reward(last100)  0.0000 | sigma 0.0244 | elapsed  843.7s
step   220000 | reward(last100)  0.0000 | sigma 0.0244 | elapsed  861.4s
step   225000 | reward(last100)  0.0000 | sigma 0.0244 | elapsed  878.9s
