step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    6.3s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed   13.0s
step    15000 | reward(last100)  0.0000 | sigma 0.0298 | elapsed   30.2s
step    20000 | reward(last100)  0.0000 | sigma 0.0286 | elapsed   45.8s
step    25000 | reward(last100)  0.0356 | sigma 0.0277 | elapsed   61.8s
step    30000 | reward(last100)  0.0086 | sigma 0.0273 | elapsed   77.6s
step    35000 | reward(last100)  0.0825 | sigma 0.0272 | elapsed   99.2s
step    40000 | reward(last100)  0.1419 | sigma 0.0271 | elapsed  117.2s
step    45000 | reward(last100)  0.3097 | sigma 0.0271 | elapsed  132.4s
step    50000 | reward(last100)  0.3126 | sigma 0.0269 | elapsed  148.1s
step    55000 | reward(last100)  0.2949 | sigma 0.0267 | elapsed  162.6s
step    60000 | reward(last100)  0.3851 | sigma 0.0263 | elapsed  178.7s
step    65000 | reward(last100)  0.3560 | sigma 0.0261 | elapsed  195.2s
step    70000 | reward(last100)  0.1488 | sigma 0.0258 | elapsed  214.5s
step    75000 | reward(last100)  0.0601 | sigma 0.0255 | elapsed  229.9s
step    80000 | reward(last100)  0.0000 | sigma 0.0254 | elapsed  244.5s
step    85000 | reward(last100)  0.0000 | sigma 0.0253 | elapsed  258.9s
step    90000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  273.4s
step    95000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  291.0s
step   100000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  310.4s
step   105000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  325.8s
step   110000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  342.2s
step   115000 | reward(last100)  0.0055 | sigma 0.0249 | elapsed  362.5s
step   120000 | reward(last100)  0.0210 | sigma 0.0249 | elapsed  383.9s
step   125000 | reward(last100)  0.0416 | sigma 0.0249 | elapsed  401.5s
step   130000 | reward(last100)  0.0355 | sigma 0.0248 | elapsed  417.6s
step   135000 | reward(last100)  0.0077 | sigma 0.0248 | elapsed  434.3s
step   140000 | reward(last100)  0.0167 | sigma 0.0248 | elapsed  456.5s
step   145000 | reward(last100)  0.0166 | sigma 0.0248 | elapsed  474.6s
step   150000 | reward(last100)  0.0452 | sigma 0.0247 | elapsed  492.0s
step   155000 | reward(last100)  0.1896 | sigma 0.0247 | elapsed  508.5s
step   160000 | reward(last100)  0.0857 | sigma 0.0247 | elapsed  527.1s
step   165000 | reward(last100)  0.0830 | sigma 0.0247 | elapsed  541.5s
step   170000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed  557.0s
step   175000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed  572.2s
step   180000 | reward(last100)  0.0341 | sigma 0.0247 | elapsed  587.1s
step   185000 | reward(last100)  0.0451 | sigma 0.0247 | elapsed  602.2s
step   190000 | reward(last100)  0.0932 | sigma 0.0247 | elapsed  617.2s
step   195000 | reward(last100)  0.0820 | sigma 0.0247 | elapsed  636.2s
step   200000 | reward(last100)  0.1681 | sigma 0.0247 | elapsed  654.4s
step   205000 | reward(last100)  0.2289 | sigma 0.0246 | elapsed  669.2s
step   210000 | reward(last100)  0.1498 | sigma 0.0247 | elapsed  684.6s
step   215000 | reward(last100)  0.2258 | sigma 0.0246 | elapsed  702.0s
step   220000 | reward(last100)  0.1220 | sigma 0.0246 | elapsed  720.0s
step   225000 | reward(last100)  0.1441 | sigma 0.0245 | elapsed  738.5s
step   230000 | reward(last100)  0.1120 | sigma 0.0245 | elapsed  755.8s
step   235000 | reward(last100)  0.2167 | sigma 0.0245 | elapsed  773.5s
step   240000 | reward(last100)  0.2172 | sigma 0.0244 | elapsed  792.3s
step   245000 | reward(last100)  0.1607 | sigma 0.0244 | elapsed  811.1s
step   250000 | reward(last100)  0.1732 | sigma 0.0244 | elapsed  830.0s
step   255000 | reward(last100)  0.1792 | sigma 0.0244 | elapsed  846.6s
step   260000 | reward(last100)  0.1416 | sigma 0.0244 | elapsed  864.5s
step   265000 | reward(last100)  0.1426 | sigma 0.0244 | elapsed  885.2s
step   270000 | reward(last100)  0.1452 | sigma 0.0244 | elapsed  905.0s
step   275000 | reward(last100)  0.0963 | sigma 0.0244 | elapsed  923.5s
step   280000 | reward(last100)  0.2280 | sigma 0.0244 | elapsed  942.6s
step   285000 | reward(last100)  0.2316 | sigma 0.0244 | elapsed  956.8s
step   290000 | reward(last100)  0.2099 | sigma 0.0244 | elapsed  973.9s
step   295000 | reward(last100)  0.1280 | sigma 0.0244 | elapsed  993.0s
step   300000 | reward(last100)  0.1231 | sigma 0.0244 | elapsed 1009.6s
step   305000 | reward(last100)  0.1896 | sigma 0.0244 | elapsed 1026.1s
step   310000 | reward(last100)  0.0372 | sigma 0.0244 | elapsed 1047.8s
step   315000 | reward(last100)  0.1375 | sigma 0.0244 | elapsed 1067.9s
step   320000 | reward(last100)  0.2118 | sigma 0.0244 | elapsed 1084.8s
step   325000 | reward(last100)  0.1649 | sigma 0.0244 | elapsed 1104.2s
step   330000 | reward(last100)  0.2536 | sigma 0.0244 | elapsed 1121.8s
step   335000 | reward(last100)  0.1097 | sigma 0.0244 | elapsed 1138.3s
step   340000 | reward(last100)  0.2447 | sigma 0.0244 | elapsed 1155.2s
step   345000 | reward(last100)  0.2011 | sigma 0.0244 | elapsed 1175.9s
step   350000 | reward(last100)  0.1613 | sigma 0.0244 | elapsed 1195.6s
step   355000 | reward(last100)  0.1920 | sigma 0.0244 | elapsed 1211.1s
step   360000 | reward(last100)  0.1278 | sigma 0.0244 | elapsed 1229.5s
step   365000 | reward(last100)  0.1454 | sigma 0.0244 | elapsed 1246.5s
step   370000 | reward(last100)  0.1545 | sigma 0.0244 | elapsed 1267.0s
step   375000 | reward(last100)  0.1651 | sigma 0.0244 | elapsed 1287.6s
step   380000 | reward(last100)  0.1763 | sigma 0.0244 | elapsed 1307.6s
step   385000 | reward(last100)  0.2139 | sigma 0.0244 | elapsed 1327.4s
step   390000 | reward(last100)  0.1126 | sigma 0.0244 | elapsed 1347.7s
step   395000 | reward(last100)  0.2280 | sigma 0.0244 | elapsed 1368.3s
step   400000 | reward(last100)  0.1141 | sigma 0.0244 | elapsed 1388.8s
step   405000 | reward(last100)  0.1310 | sigma 0.0243 | elapsed 1410.6s
step   410000 | reward(last100)  0.1963 | sigma 0.0243 | elapsed 1430.6s
step   415000 | reward(last100)  0.1868 | sigma 0.0243 | elapsed 1447.3s
step   420000 | reward(last100)  0.2340 | sigma 0.0244 | elapsed 1463.2s
