step     5000 | reward(last100)  0.0037 | sigma 0.0309 | elapsed    4.7s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    9.0s
step    15000 | reward(last100)  0.0351 | sigma 0.0299 | elapsed   28.4s
step    20000 | reward(last100)  0.0526 | sigma 0.0285 | elapsed   47.3s
step    25000 | reward(last100)  0.0999 | sigma 0.0272 | elapsed   65.6s
step    30000 | reward(last100)  0.1331 | sigma 0.0265 | elapsed   83.5s
step    35000 | reward(last100)  0.2042 | sigma 0.0261 | elapsed  101.6s
step    40000 | reward(last100)  0.1149 | sigma 0.0257 | elapsed  124.1s
step    45000 | reward(last100)  0.1396 | sigma 0.0254 | elapsed  146.7s
step    50000 | reward(last100)  0.0937 | sigma 0.0252 | elapsed  168.4s
step    55000 | reward(last100)  0.0293 | sigma 0.0249 | elapsed  189.3s
step    60000 | reward(last100)  0.0972 | sigma 0.0247 | elapsed  208.8s
step    65000 | reward(last100)  0.0644 | sigma 0.0246 | elapsed  227.2s
step    70000 | reward(last100)  0.0220 | sigma 0.0245 | elapsed  244.4s
step    75000 | reward(last100)  0.0094 | sigma 0.0244 | elapsed  264.9s
step    80000 | reward(last100)  0.0160 | sigma 0.0243 | elapsed  286.0s
step    85000 | reward(last100)  0.1187 | sigma 0.0242 | elapsed  306.9s
step    90000 | reward(last100)  0.0662 | sigma 0.0242 | elapsed  323.9s
step    95000 | reward(last100)  0.0696 | sigma 0.0241 | elapsed  345.5s
step   100000 | reward(last100)  0.0759 | sigma 0.0241 | elapsed  366.8s
step   105000 | reward(last100)  0.0689 | sigma 0.0241 | elapsed  382.8s
step   110000 | reward(last100)  0.0651 | sigma 0.0240 | elapsed  400.7s
step   115000 | reward(last100)  0.0858 | sigma 0.0240 | elapsed  423.1s
step   120000 | reward(last100)  0.0497 | sigma 0.0240 | elapsed  440.6s
step   125000 | reward(last100)  0.1051 | sigma 0.0239 | elapsed  463.0s
step   130000 | reward(last100)  0.1270 | sigma 0.0239 | elapsed  483.9s
step   135000 | reward(last100)  0.0926 | sigma 0.0239 | elapsed  505.2s
step   140000 | reward(last100)  0.0741 | sigma 0.0238 | elapsed  526.7s
step   145000 | reward(last100)  0.0647 | sigma 0.0238 | elapsed  545.1s
step   150000 | reward(last100)  0.0875 | sigma 0.0238 | elapsed  567.2s
step   155000 | reward(last100)  0.1049 | sigma 0.0238 | elapsed  588.1s
step   160000 | reward(last100)  0.1200 | sigma 0.0237 | elapsed  609.8s
step   165000 | reward(last100)  0.2134 | sigma 0.0237 | elapsed  631.4s
step   170000 | reward(last100)  0.2439 | sigma 0.0237 | elapsed  652.8s
step   175000 | reward(last100)  0.2146 | sigma 0.0236 | elapsed  674.1s
step   180000 | reward(last100)  0.2064 | sigma 0.0237 | elapsed  695.4s
step   185000 | reward(last100)  0.1803 | sigma 0.0236 | elapsed  716.4s
step   190000 | reward(last100)  0.1833 | sigma 0.0236 | elapsed  737.4s
step   195000 | reward(last100)  0.2770 | sigma 0.0236 | elapsed  757.3s
step   200000 | reward(last100)  0.1826 | sigma 0.0236 | elapsed  778.2s
step   205000 | reward(last100)  0.1829 | sigma 0.0236 | elapsed  797.1s
step   210000 | reward(last100)  0.0484 | sigma 0.0236 | elapsed  814.6s
step   215000 | reward(last100)  0.1354 | sigma 0.0235 | elapsed  831.8s
step   220000 | reward(last100)  0.1250 | sigma 0.0235 | elapsed  849.1s
step   225000 | reward(last100)  0.2156 | sigma 0.0235 | elapsed  871.8s
step   230000 | reward(last100)  0.1832 | sigma 0.0235 | elapsed  894.5s
step   235000 | reward(last100)  0.0737 | sigma 0.0235 | elapsed  916.8s
step   240000 | reward(last100)  0.2215 | sigma 0.0235 | elapsed  933.5s
step   245000 | reward(last100)  0.1973 | sigma 0.0234 | elapsed  953.8s
step   250000 | reward(last100)  0.1557 | sigma 0.0235 | elapsed  974.2s
step   255000 | reward(last100)  0.1789 | sigma 0.0235 | elapsed  992.2s
step   260000 | reward(last100)  0.1215 | sigma 0.0235 | elapsed 1010.9s
step   265000 | reward(last100)  0.1982 | sigma 0.0235 | elapsed 1030.9s
step   270000 | reward(last100)  0.1492 | sigma 0.0235 | elapsed 1053.0s
step   275000 | reward(last100)  0.1516 | sigma 0.0235 | elapsed 1074.6s
step   280000 | reward(last100)  0.1411 | sigma 0.0235 | elapsed 1092.2s
step   285000 | reward(last100)  0.1961 | sigma 0.0235 | elapsed 1110.1s
step   290000 | reward(last100)  0.1590 | sigma 0.0235 | elapsed 1126.8s
step   295000 | reward(last100)  0.0557 | sigma 0.0235 | elapsed 1145.5s
step   300000 | reward(last100)  0.0991 | sigma 0.0234 | elapsed 1166.8s
step   305000 | reward(last100)  0.1018 | sigma 0.0235 | elapsed 1184.1s
step   310000 | reward(last100)  0.0244 | sigma 0.0235 | elapsed 1201.4s
step   315000 | reward(last100)  0.1397 | sigma 0.0235 | elapsed 1222.7s
step   320000 | reward(last100)  0.1146 | sigma 0.0235 | elapsed 1240.8s
step   325000 | reward(last100)  0.1782 | sigma 0.0235 | elapsed 1263.3s
step   330000 | reward(last100)  0.1863 | sigma 0.0235 | elapsed 1287.0s
step   335000 | reward(last100)  0.1269 | sigma 0.0234 | elapsed 1310.2s
step   340000 | reward(last100)  0.1583 | sigma 0.0235 | elapsed 1333.5s
step   345000 | reward(last100)  0.2160 | sigma 0.0235 | elapsed 1353.4s
step   350000 | reward(last100)  0.1004 | sigma 0.0234 | elapsed 1374.7s
step   355000 | reward(last100)  0.1951 | sigma 0.0234 | elapsed 1395.7s
step   360000 | reward(last100)  0.1684 | sigma 0.0234 | elapsed 1415.4s
step   365000 | reward(last100)  0.1171 | sigma 0.0234 | elapsed 1435.4s
step   370000 | reward(last100)  0.1448 | sigma 0.0234 | elapsed 1454.8s
step   375000 | reward(last100)  0.1978 | sigma 0.0234 | elapsed 1477.1s
step   380000 | reward(last100)  0.1959 | sigma 0.0234 | elapsed 1499.2s
step   385000 | reward(last100)  0.2246 | sigma 0.0234 | elapsed 1521.3s
step   390000 | reward(last100)  0.2353 | sigma 0.0234 | elapsed 1543.4s
step   395000 | reward(last100)  0.1173 | sigma 0.0234 | elapsed 1565.8s
step   400000 | reward(last100)  0.1757 | sigma 0.0234 | elapsed 1586.8s
step   405000 | reward(last100)  0.2510 | sigma 0.0234 | elapsed 1606.0s
step   410000 | reward(last100)  0.1587 | sigma 0.0234 | elapsed 1625.9s
step   415000 | reward(last100)  0.1742 | sigma 0.0234 | elapsed 1643.9s
step   420000 | reward(last100)  0.2644 | sigma 0.0234 | elapsed 1667.2s
step   425000 | reward(last100)  0.1402 | sigma 0.0234 | elapsed 1691.0s
step   430000 | reward(last100)  0.1349 | sigma 0.0234 | elapsed 1708.2s
step   435000 | reward(last100)  0.2210 | sigma 0.0234 | elapsed 1725.0s
step   440000 | reward(last100)  0.1742 | sigma 0.0234 | elapsed 1743.2s
step   445000 | reward(last100)  0.1813 | sigma 0.0234 | elapsed 1762.6s
step   450000 | reward(last100)  0.1778 | sigma 0.0234 | elapsed 1781.4s
step   455000 | reward(last100)  0.1689 | sigma 0.0234 | elapsed 1799.5s
step   460000 | reward(last100)  0.1309 | sigma 0.0234 | elapsed 1820.1s
step   465000 | reward(last100)  0.1008 | sigma 0.0234 | elapsed 1843.7s
step   470000 | reward(last100)  0.0874 | sigma 0.0234 | elapsed 1868.2s
step   475000 | reward(last100)  0.1785 | sigma 0.0234 | elapsed 1894.4s
step   480000 | reward(last100)  0.1497 | sigma 0.0234 | elapsed 1919.9s
step   485000 | reward(last100)  0.1678 | sigma 0.0234 | elapsed 1938.4s
step   490000 | reward(last100)  0.1303 | sigma 0.0234 | elapsed 1955.5s
