step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    5.0s
step   260000 | reward(last100)  0.1873 | sigma 0.0222 | elapsed 1047.5s
step   265000 | reward(last100)  0.2053 | sigma 0.0222 | elapsed 1070.2s
step   270000 | reward(last100)  0.1920 | sigma 0.0222 | elapsed 1087.4s
step   275000 | reward(last100)  0.1556 | sigma 0.0222 | elapsed 1104.9s
step   280000 | reward(last100)  0.1555 | sigma 0.0222 | elapsed 1122.2s
step   285000 | reward(last100)  0.2153 | sigma 0.0222 | elapsed 1139.4s
step   290000 | reward(last100)  0.1202 | sigma 0.0222 | elapsed 1156.9s
step   295000 | reward(last100)  0.1772 | sigma 0.0222 | elapsed 1178.7s
step   300000 | reward(last100)  0.1806 | sigma 0.0222 | elapsed 1198.9s
step   305000 | reward(last100)  0.1346 | sigma 0.0222 | elapsed 1216.9s
step   310000 | reward(last100)  0.2616 | sigma 0.0222 | elapsed 1237.3s
step   315000 | reward(last100)  0.1605 | sigma 0.0222 | elapsed 1254.6s
step   320000 | reward(last100)  0.2191 | sigma 0.0223 | elapsed 1273.7s
step   325000 | reward(last100)  0.2071 | sigma 0.0223 | elapsed 1296.3s
step   330000 | reward(last100)  0.2328 | sigma 0.0223 | elapsed 1317.9s
step   335000 | reward(last100)  0.2418 | sigma 0.0222 | elapsed 1339.9s
step   340000 | reward(last100)  0.1657 | sigma 0.0223 | elapsed 1359.6s
step   345000 | reward(last100)  0.2089 | sigma 0.0223 | elapsed 1377.0s
step   350000 | reward(last100)  0.1512 | sigma 0.0223 | elapsed 1393.8s
step   355000 | reward(last100)  0.1805 | sigma 0.0223 | elapsed 1412.4s
step   360000 | reward(last100)  0.1298 | sigma 0.0223 | elapsed 1430.4s
step   365000 | reward(last100)  0.1953 | sigma 0.0223 | elapsed 1448.2s
step   370000 | reward(last100)  0.1494 | sigma 0.0223 | elapsed 1466.0s
step   375000 | reward(last100)  0.1468 | sigma 0.0223 | elapsed 1483.2s
step   380000 | reward(last100)  0.1574 | sigma 0.0223 | elapsed 1500.9s
step   385000 | reward(last100)  0.1152 | sigma 0.0223 | elapsed 1519.5s
step   390000 | reward(last100)  0.1229 | sigma 0.0223 | elapsed 1542.1s
step   395000 | reward(last100)  0.2195 | sigma 0.0223 | elapsed 1565.0s
step   400000 | reward(last100)  0.2606 | sigma 0.0224 | elapsed 1587.3s
step   405000 | reward(last100)  0.1132 | sigma 0.0223 | elapsed 1606.7s
step   410000 | reward(last100)  0.2092 | sigma 0.0224 | elapsed 1625.5s
step   415000 | reward(last100)  0.2429 | sigma 0.0224 | elapsed 1642.0s
step   420000 | reward(last100)  0.2436 | sigma 0.0224 | elapsed 1658.4s
step   425000 | reward(last100)  0.1886 | sigma 0.0224 | elapsed 1679.0s
step   430000 | reward(last100)  0.1929 | sigma 0.0223 | elapsed 1701.8s
step   435000 | reward(last100)  0.1428 | sigma 0.0223 | elapsed 1725.1s
step   440000 | reward(last100)  0.2311 | sigma 0.0223 | elapsed 1748.9s
step   445000 | reward(last100)  0.2030 | sigma 0.0223 | elapsed 1771.6s
step   450000 | reward(last100)  0.2306 | sigma 0.0224 | elapsed 1790.2s
step   455000 | reward(last100)  0.1367 | sigma 0.0223 | elapsed 1812.2s
step   460000 | reward(last100)  0.2186 | sigma 0.0223 | elapsed 1830.7s
step   465000 | reward(last100)  0.1785 | sigma 0.0223 | elapsed 1848.2s
step   470000 | reward(last100)  0.1789 | sigma 0.0224 | elapsed 1867.5s
step   475000 | reward(last100)  0.2272 | sigma 0.0224 | elapsed 1886.4s
step   480000 | reward(last100)  0.2272 | sigma 0.0224 | elapsed 1905.4s
step   485000 | reward(last100)  0.1876 | sigma 0.0224 | elapsed 1924.0s
step   490000 | reward(last100)  0.2028 | sigma 0.0224 | elapsed 1942.1s
step   495000 | reward(last100)  0.0886 | sigma 0.0224 | elapsed 1960.4s
step   500000 | reward(last100)  0.1378 | sigma 0.0224 | elapsed 1977.9s
step   505000 | reward(last100)  0.1705 | sigma 0.0224 | elapsed 1996.5s
step   510000 | reward(last100)  0.2410 | sigma 0.0224 | elapsed 2016.0s
step   515000 | reward(last100)  0.1359 | sigma 0.0224 | elapsed 2037.0s
step   520000 | reward(last100)  0.1609 | sigma 0.0224 | elapsed 2057.9s
step   525000 | reward(last100)  0.1808 | sigma 0.0224 | elapsed 2076.8s
step   530000 | reward(last100)  0.1845 | sigma 0.0224 | elapsed 2093.6s
step   535000 | reward(last100)  0.1614 | sigma 0.0224 | elapsed 2109.6s
step   540000 | reward(last100)  0.1563 | sigma 0.0224 | elapsed 2125.7s
step   545000 | reward(last100)  0.2167 | sigma 0.0224 | elapsed 2141.9s
step   550000 | reward(last100)  0.2404 | sigma 0.0224 | elapsed 2158.0s
step   555000 | reward(last100)  0.1906 | sigma 0.0224 | elapsed 2174.5s
step   560000 | reward(last100)  0.1510 | sigma 0.0224 | elapsed 2192.2s
step   565000 | reward(last100)  0.1870 | sigma 0.0224 | elapsed 2210.0s
step   570000 | reward(last100)  0.2703 | sigma 0.0224 | elapsed 2227.7s
step   575000 | reward(last100)  0.1436 | sigma 0.0224 | elapsed 2245.8s
step   580000 | reward(last100)  0.2312 | sigma 0.0224 | elapsed 2263.1s
step   585000 | reward(last100)  0.1349 | sigma 0.0224 | elapsed 2283.4s
step   590000 | reward(last100)  0.1923 | sigma 0.0224 | elapsed 2306.8s
step   595000 | reward(last100)  0.2458 | sigma 0.0224 | elapsed 2330.2s
step   600000 | reward(last100)  0.1494 | sigma 0.0224 | elapsed 2354.0s
step   605000 | reward(last100)  0.1359 | sigma 0.0224 | elapsed 2371.3s
step   610000 | reward(last100)  0.1311 | sigma 0.0224 | elapsed 2387.7s
step   615000 | reward(last100)  0.1426 | sigma 0.0224 | elapsed 2405.9s
step   620000 | reward(last100)  0.1667 | sigma 0.0224 | elapsed 2424.8s
step   625000 | reward(last100)  0.1685 | sigma 0.0224 | elapsed 2449.6s
step   630000 | reward(last100)  0.1473 | sigma 0.0224 | elapsed 2473.7s
step   635000 | reward(last100)  0.2307 | sigma 0.0224 | elapsed 2496.3s
step   640000 | reward(last100)  0.1719 | sigma 0.0224 | elapsed 2514.4s
step   645000 | reward(last100)  0.2403 | sigma 0.0224 | elapsed 2532.7s
step   650000 | reward(last100)  0.1566 | sigma 0.0224 | elapsed 2550.2s
step   655000 | reward(last100)  0.1213 | sigma 0.0224 | elapsed 2570.2s
step   660000 | reward(last100)  0.1811 | sigma 0.0224 | elapsed 2594.2s
step   665000 | reward(last100)  0.1648 | sigma 0.0224 | elapsed 2614.5s
step   670000 | reward(last100)  0.1959 | sigma 0.0225 | elapsed 2633.1s
step   675000 | reward(last100)  0.0669 | sigma 0.0224 | elapsed 2652.0s
step   680000 | reward(last100)  0.1977 | sigma 0.0224 | elapsed 2668.7s
step   685000 | reward(last100)  0.1847 | sigma 0.0224 | elapsed 2686.6s
step   690000 | reward(last100)  0.2496 | sigma 0.0225 | elapsed 2706.4s
step   695000 | reward(last100)  0.1209 | sigma 0.0224 | elapsed 2727.7s
step   700000 | reward(last100)  0.2478 | sigma 0.0224 | elapsed 2745.4s
step   705000 | reward(last100)  0.1841 | sigma 0.0224 | elapsed 2763.7s
step   710000 | reward(last100)  0.1715 | sigma 0.0224 | elapsed 2781.0s
step   715000 | reward(last100)  0.1433 | sigma 0.0225 | elapsed 2798.4s
step   720000 | reward(last100)  0.1868 | sigma 0.0225 | elapsed 2815.0s
step   725000 | reward(last100)  0.1144 | sigma 0.0225 | elapsed 2832.4s
step   730000 | reward(last100)  0.1522 | sigma 0.0225 | elapsed 2850.5s
step   735000 | reward(last100)  0.2369 | sigma 0.0225 | elapsed 2868.6s
step   740000 | reward(last100)  0.1715 | sigma 0.0225 | elapsed 2886.8s
step   745000 | reward(last100)  0.1900 | sigma 0.0225 | elapsed 2905.0s
step   750000 | reward(last100)  0.1998 | sigma 0.0225 | elapsed 2922.9s
step   755000 | reward(last100)  0.1331 | sigma 0.0225 | elapsed 2943.0s
step   760000 | reward(last100)  0.1507 | sigma 0.0225 | elapsed 2961.7s
step   765000 | reward(last100)  0.1816 | sigma 0.0225 | elapsed 2979.6s
step   770000 | reward(last100)  0.2789 | sigma 0.0225 | elapsed 2998.6s
step   775000 | reward(last100)  0.1809 | sigma 0.0225 | elapsed 3016.9s
step   780000 | reward(last100)  0.1881 | sigma 0.0225 | elapsed 3038.2s
step   785000 | reward(last100)  0.1613 | sigma 0.0225 | elapsed 3057.3s
step   790000 | reward(last100)  0.1951 | sigma 0.0224 | elapsed 3076.3s
step   795000 | reward(last100)  0.2312 | sigma 0.0224 | elapsed 3095.7s
step   800000 | reward(last100)  0.1925 | sigma 0.0225 | elapsed 3114.7s
step   805000 | reward(last100)  0.2136 | sigma 0.0224 | elapsed 3137.1s
step   810000 | reward(last100)  0.1833 | sigma 0.0224 | elapsed 3158.8s
step   815000 | reward(last100)  0.1661 | sigma 0.0224 | elapsed 3177.3s
step   820000 | reward(last100)  0.1485 | sigma 0.0224 | elapsed 3194.3s
step   825000 | reward(last100)  0.0956 | sigma 0.0224 | elapsed 3210.9s
step   830000 | reward(last100)  0.1807 | sigma 0.0224 | elapsed 3227.5s
step   835000 | reward(last100)  0.1801 | sigma 0.0224 | elapsed 3244.2s
step   840000 | reward(last100)  0.0703 | sigma 0.0224 | elapsed 3260.8s
step   845000 | reward(last100)  0.1488 | sigma 0.0224 | elapsed 3277.8s
step   850000 | reward(last100)  0.1361 | sigma 0.0224 | elapsed 3296.3s
step   855000 | reward(last100)  0.2127 | sigma 0.0224 | elapsed 3313.9s
step   860000 | reward(last100)  0.1789 | sigma 0.0224 | elapsed 3330.7s
step   865000 | reward(last100)  0.1923 | sigma 0.0225 | elapsed 3347.8s
step   870000 | reward(last100)  0.1985 | sigma 0.0224 | elapsed 3367.2s
step   875000 | reward(last100)  0.1826 | sigma 0.0224 | elapsed 3386.2s
step   880000 | reward(last100)  0.2070 | sigma 0.0224 | elapsed 3405.2s
step   885000 | reward(last100)  0.1122 | sigma 0.0224 | elapsed 3424.1s
step   890000 | reward(last100)  0.0874 | sigma 0.0224 | elapsed 3445.4s
step   895000 | reward(last100)  0.1942 | sigma 0.0224 | elapsed 3465.0s
step   900000 | reward(last100)  0.2055 | sigma 0.0224 | elapsed 3486.9s
step   905000 | reward(last100)  0.1855 | sigma 0.0224 | elapsed 3505.7s
step   910000 | reward(last100)  0.2092 | sigma 0.0224 | elapsed 3523.5s
step   915000 | reward(last100)  0.1616 | sigma 0.0224 | elapsed 3541.3s
step   920000 | reward(last100)  0.1715 | sigma 0.0224 | elapsed 3562.1s
step   925000 | reward(last100)  0.2375 | sigma 0.0224 | elapsed 3580.5s
step   930000 | reward(last100)  0.1710 | sigma 0.0224 | elapsed 3599.4s
step   935000 | reward(last100)  0.1432 | sigma 0.0224 | elapsed 3618.3s
step   940000 | reward(last100)  0.1512 | sigma 0.0224 | elapsed 3636.0s
step   945000 | reward(last100)  0.1774 | sigma 0.0224 | elapsed 3653.2s
step   950000 | reward(last100)  0.1198 | sigma 0.0224 | elapsed 3669.9s
step   955000 | reward(last100)  0.1966 | sigma 0.0224 | elapsed 3688.2s
step   960000 | reward(last100)  0.2196 | sigma 0.0224 | elapsed 3711.2s
step   965000 | reward(last100)  0.1825 | sigma 0.0224 | elapsed 3734.2s
step   970000 | reward(last100)  0.2321 | sigma 0.0224 | elapsed 3757.2s
step   975000 | reward(last100)  0.1509 | sigma 0.0224 | elapsed 3776.8s
step   980000 | reward(last100)  0.1923 | sigma 0.0224 | elapsed 3794.5s
step   985000 | reward(last100)  0.1323 | sigma 0.0224 | elapsed 3811.5s
step   990000 | reward(last100)  0.1821 | sigma 0.0225 | elapsed 3828.4s
step   995000 | reward(last100)  0.2901 | sigma 0.0224 | elapsed 3845.4s
step  1000000 | reward(last100)  0.2096 | sigma 0.0225 | elapsed 3862.2s
step  1005000 | reward(last100)  0.2333 | sigma 0.0224 | elapsed 3883.0s
step  1010000 | reward(last100)  0.1154 | sigma 0.0224 | elapsed 3901.6s
step  1015000 | reward(last100)  0.1204 | sigma 0.0224 | elapsed 3920.0s
step  1020000 | reward(last100)  0.1460 | sigma 0.0224 | elapsed 3937.6s
step  1025000 | reward(last100)  0.2321 | sigma 0.0224 | elapsed 3959.9s
step  1030000 | reward(last100)  0.2346 | sigma 0.0224 | elapsed 3981.8s
step  1035000 | reward(last100)  0.2903 | sigma 0.0224 | elapsed 4001.6s
step  1040000 | reward(last100)  0.1918 | sigma 0.0224 | elapsed 4022.2s
step  1045000 | reward(last100)  0.1851 | sigma 0.0224 | elapsed 4043.5s
step  1050000 | reward(last100)  0.1890 | sigma 0.0224 | elapsed 4065.3s
step  1055000 | reward(last100)  0.1887 | sigma 0.0224 | elapsed 4090.0s
step  1060000 | reward(last100)  0.2168 | sigma 0.0224 | elapsed 4112.3s
step  1065000 | reward(last100)  0.2022 | sigma 0.0224 | elapsed 4129.9s
step  1070000 | reward(last100)  0.1865 | sigma 0.0224 | elapsed 4147.7s
step  1075000 | reward(last100)  0.1123 | sigma 0.0225 | elapsed 4171.3s
step  1080000 | reward(last100)  0.2215 | sigma 0.0224 | elapsed 4195.6s
step  1085000 | reward(last100)  0.1449 | sigma 0.0224 | elapsed 4219.1s
step  1090000 | reward(last100)  0.2294 | sigma 0.0224 | elapsed 4238.4s
step  1095000 | reward(last100)  0.2115 | sigma 0.0224 | elapsed 4257.5s
step  1100000 | reward(last100)  0.2228 | sigma 0.0224 | elapsed 4276.5s
step  1105000 | reward(last100)  0.1294 | sigma 0.0225 | elapsed 4297.8s
step  1110000 | reward(last100)  0.1974 | sigma 0.0224 | elapsed 4320.0s
step  1115000 | reward(last100)  0.2616 | sigma 0.0225 | elapsed 4342.1s
step  1120000 | reward(last100)  0.2334 | sigma 0.0225 | elapsed 4359.1s
step  1125000 | reward(last100)  0.2252 | sigma 0.0225 | elapsed 4376.9s
step  1130000 | reward(last100)  0.1630 | sigma 0.0224 | elapsed 4395.6s
step  1135000 | reward(last100)  0.2298 | sigma 0.0224 | elapsed 4414.0s
step  1140000 | reward(last100)  0.1581 | sigma 0.0224 | elapsed 4431.2s
step  1145000 | reward(last100)  0.2168 | sigma 0.0224 | elapsed 4448.4s
step  1150000 | reward(last100)  0.1771 | sigma 0.0224 | elapsed 4467.2s
step  1155000 | reward(last100)  0.2030 | sigma 0.0224 | elapsed 4489.4s
step  1160000 | reward(last100)  0.2198 | sigma 0.0224 | elapsed 4511.2s
step  1165000 | reward(last100)  0.1683 | sigma 0.0223 | elapsed 4533.0s
step  1170000 | reward(last100)  0.2209 | sigma 0.0224 | elapsed 4553.6s
step  1175000 | reward(last100)  0.2434 | sigma 0.0224 | elapsed 4570.9s
step  1180000 | reward(last100)  0.1807 | sigma 0.0224 | elapsed 4588.7s
step  1185000 | reward(last100)  0.1906 | sigma 0.0224 | elapsed 4607.7s
step  1190000 | reward(last100)  0.1367 | sigma 0.0224 | elapsed 4626.5s
step  1195000 | reward(last100)  0.2414 | sigma 0.0224 | elapsed 4646.4s
step  1200000 | reward(last100)  0.1624 | sigma 0.0224 | elapsed 4665.1s
step  1205000 | reward(last100)  0.1853 | sigma 0.0224 | elapsed 4682.8s
step  1210000 | reward(last100)  0.2122 | sigma 0.0224 | elapsed 4700.9s
step  1215000 | reward(last100)  0.1739 | sigma 0.0224 | elapsed 4718.7s
step  1220000 | reward(last100)  0.2631 | sigma 0.0223 | elapsed 4735.8s
step  1225000 | reward(last100)  0.2634 | sigma 0.0224 | elapsed 4752.9s
step  1230000 | reward(last100)  0.2147 | sigma 0.0224 | elapsed 4770.6s
step  1235000 | reward(last100)  0.1694 | sigma 0.0224 | elapsed 4789.5s
step  1240000 | reward(last100)  0.1839 | sigma 0.0224 | elapsed 4810.3s
step  1245000 | reward(last100)  0.1743 | sigma 0.0224 | elapsed 4831.8s
step  1250000 | reward(last100)  0.2012 | sigma 0.0224 | elapsed 4854.1s
step  1255000 | reward(last100)  0.1869 | sigma 0.0224 | elapsed 4872.1s
step  1260000 | reward(last100)  0.1770 | sigma 0.0224 | elapsed 4889.5s
step  1265000 | reward(last100)  0.2423 | sigma 0.0224 | elapsed 4907.7s
step  1270000 | reward(last100)  0.1861 | sigma 0.0224 | elapsed 4926.6s
step  1275000 | reward(last100)  0.2275 | sigma 0.0224 | elapsed 4944.0s
step  1280000 | reward(last100)  0.1072 | sigma 0.0224 | elapsed 4962.0s
step  1285000 | reward(last100)  0.1522 | sigma 0.0224 | elapsed 4980.4s
step  1290000 | reward(last100)  0.1658 | sigma 0.0224 | elapsed 4997.9s
step  1295000 | reward(last100)  0.1888 | sigma 0.0224 | elapsed 5015.0s
step  1300000 | reward(last100)  0.1714 | sigma 0.0224 | elapsed 5033.2s
step  1305000 | reward(last100)  0.1588 | sigma 0.0224 | elapsed 5053.0s
step  1310000 | reward(last100)  0.2022 | sigma 0.0224 | elapsed 5071.4s
step  1315000 | reward(last100)  0.2238 | sigma 0.0224 | elapsed 5089.8s
step  1320000 | reward(last100)  0.2179 | sigma 0.0224 | elapsed 5108.6s
step  1325000 | reward(last100)  0.2258 | sigma 0.0224 | elapsed 5128.7s
step  1330000 | reward(last100)  0.1949 | sigma 0.0224 | elapsed 5148.4s
step  1335000 | reward(last100)  0.1227 | sigma 0.0224 | elapsed 5168.0s
step  1340000 | reward(last100)  0.1359 | sigma 0.0224 | elapsed 5187.0s
step  1345000 | reward(last100)  0.1415 | sigma 0.0224 | elapsed 5204.6s
step  1350000 | reward(last100)  0.2381 | sigma 0.0224 | elapsed 5221.9s
step  1355000 | reward(last100)  0.1511 | sigma 0.0224 | elapsed 5239.8s
step  1360000 | reward(last100)  0.1936 | sigma 0.0224 | elapsed 5257.2s
step  1365000 | reward(last100)  0.1461 | sigma 0.0224 | elapsed 5274.5s
step  1370000 | reward(last100)  0.2301 | sigma 0.0224 | elapsed 5291.8s
step  1375000 | reward(last100)  0.1635 | sigma 0.0224 | elapsed 5309.1s
step  1380000 | reward(last100)  0.1601 | sigma 0.0224 | elapsed 5326.3s
step  1385000 | reward(last100)  0.1457 | sigma 0.0224 | elapsed 5343.5s
step  1390000 | reward(last100)  0.2154 | sigma 0.0224 | elapsed 5360.8s
step  1395000 | reward(last100)  0.2186 | sigma 0.0223 | elapsed 5378.2s
step  1400000 | reward(last100)  0.2491 | sigma 0.0224 | elapsed 5395.6s
step  1405000 | reward(last100)  0.1889 | sigma 0.0224 | elapsed 5416.0s
step  1410000 | reward(last100)  0.2185 | sigma 0.0224 | elapsed 5434.8s
step  1415000 | reward(last100)  0.1566 | sigma 0.0224 | elapsed 5452.7s
step  1420000 | reward(last100)  0.2202 | sigma 0.0224 | elapsed 5470.1s
step  1425000 | reward(last100)  0.1787 | sigma 0.0223 | elapsed 5487.5s
step  1430000 | reward(last100)  0.1252 | sigma 0.0224 | elapsed 5505.7s
step  1435000 | reward(last100)  0.1634 | sigma 0.0224 | elapsed 5523.3s
step  1440000 | reward(last100)  0.1293 | sigma 0.0223 | elapsed 5541.0s
step  1445000 | reward(last100)  0.1510 | sigma 0.0223 | elapsed 5560.0s
step  1450000 | reward(last100)  0.1467 | sigma 0.0223 | elapsed 5579.0s
step  1455000 | reward(last100)  0.1995 | sigma 0.0223 | elapsed 5598.1s
step  1460000 | reward(last100)  0.1470 | sigma 0.0223 | elapsed 5615.3s
step  1465000 | reward(last100)  0.2309 | sigma 0.0223 | elapsed 5632.5s
step  1470000 | reward(last100)  0.1827 | sigma 0.0223 | elapsed 5649.7s
step  1475000 | reward(last100)  0.2252 | sigma 0.0223 | elapsed 5666.8s
step  1480000 | reward(last100)  0.2084 | sigma 0.0224 | elapsed 5683.9s
step  1485000 | reward(last100)  0.2294 | sigma 0.0224 | elapsed 5701.1s
step  1490000 | reward(last100)  0.1986 | sigma 0.0224 | elapsed 5718.3s
step  1495000 | reward(last100)  0.2113 | sigma 0.0224 | elapsed 5735.5s
step  1500000 | reward(last100)  0.2122 | sigma 0.0224 | elapsed 5752.8s
step  1505000 | reward(last100)  0.1479 | sigma 0.0224 | elapsed 5772.6s
step  1510000 | reward(last100)  0.2560 | sigma 0.0224 | elapsed 5792.8s
step  1515000 | reward(last100)  0.1795 | sigma 0.0224 | elapsed 5811.4s
step  1520000 | reward(last100)  0.1640 | sigma 0.0224 | elapsed 5830.2s
step  1525000 | reward(last100)  0.2122 | sigma 0.0224 | elapsed 5850.3s
step  1530000 | reward(last100)  0.1998 | sigma 0.0224 | elapsed 5868.7s
step  1535000 | reward(last100)  0.1564 | sigma 0.0224 | elapsed 5887.1s
step  1540000 | reward(last100)  0.1861 | sigma 0.0224 | elapsed 5905.7s
step  1545000 | reward(last100)  0.2939 | sigma 0.0224 | elapsed 5926.7s
step  1550000 | reward(last100)  0.1967 | sigma 0.0224 | elapsed 5950.1s
step  1555000 | reward(last100)  0.2579 | sigma 0.0224 | elapsed 5969.2s
step  1560000 | reward(last100)  0.2568 | sigma 0.0223 | elapsed 5987.1s
step  1565000 | reward(last100)  0.1825 | sigma 0.0223 | elapsed 6004.6s
step  1570000 | reward(last100)  0.2116 | sigma 0.0223 | elapsed 6021.9s
step  1575000 | reward(last100)  0.2275 | sigma 0.0224 | elapsed 6039.1s
step  1580000 | reward(last100)  0.1283 | sigma 0.0223 | elapsed 6056.3s
step  1585000 | reward(last100)  0.2107 | sigma 0.0223 | elapsed 6073.5s
step  1590000 | reward(last100)  0.1538 | sigma 0.0223 | elapsed 6090.9s
step  1595000 | reward(last100)  0.2164 | sigma 0.0223 | elapsed 6108.5s
step  1600000 | reward(last100)  0.1489 | sigma 0.0223 | elapsed 6125.8s
step  1605000 | reward(last100)  0.1956 | sigma 0.0223 | elapsed 6145.1s
step  1610000 | reward(last100)  0.2005 | sigma 0.0223 | elapsed 6163.9s
step  1615000 | reward(last100)  0.2409 | sigma 0.0223 | elapsed 6182.7s
step  1620000 | reward(last100)  0.2399 | sigma 0.0223 | elapsed 6201.4s
step  1625000 | reward(last100)  0.2078 | sigma 0.0223 | elapsed 6218.5s
step  1630000 | reward(last100)  0.1466 | sigma 0.0223 | elapsed 6235.8s
step  1635000 | reward(last100)  0.2258 | sigma 0.0223 | elapsed 6255.0s
step  1640000 | reward(last100)  0.1989 | sigma 0.0223 | elapsed 6273.7s
step  1645000 | reward(last100)  0.1739 | sigma 0.0223 | elapsed 6291.0s
step  1650000 | reward(last100)  0.1716 | sigma 0.0223 | elapsed 6309.8s
step  1655000 | reward(last100)  0.2342 | sigma 0.0223 | elapsed 6327.8s
step  1660000 | reward(last100)  0.2163 | sigma 0.0223 | elapsed 6345.1s
step  1665000 | reward(last100)  0.2123 | sigma 0.0223 | elapsed 6362.5s
step  1670000 | reward(last100)  0.2658 | sigma 0.0223 | elapsed 6381.1s
step  1675000 | reward(last100)  0.2026 | sigma 0.0223 | elapsed 6399.9s
step  1680000 | reward(last100)  0.1598 | sigma 0.0223 | elapsed 6418.6s
step  1685000 | reward(last100)  0.1655 | sigma 0.0223 | elapsed 6437.5s
step  1690000 | reward(last100)  0.2126 | sigma 0.0223 | elapsed 6455.1s
step  1695000 | reward(last100)  0.1877 | sigma 0.0223 | elapsed 6472.4s
step  1700000 | reward(last100)  0.1350 | sigma 0.0223 | elapsed 6489.6s
step  1705000 | reward(last100)  0.2163 | sigma 0.0223 | elapsed 6507.6s
step  1710000 | reward(last100)  0.1858 | sigma 0.0223 | elapsed 6527.8s
step  1715000 | reward(last100)  0.2812 | sigma 0.0223 | elapsed 6551.5s
step  1720000 | reward(last100)  0.1882 | sigma 0.0222 | elapsed 6574.6s
step  1725000 | reward(last100)  0.2003 | sigma 0.0222 | elapsed 6597.6s
step  1730000 | reward(last100)  0.2079 | sigma 0.0222 | elapsed 6617.8s
