step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    5.6s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed   11.4s
step    15000 | reward(last100)  0.0080 | sigma 0.0300 | elapsed   31.6s
step    20000 | reward(last100)  0.0060 | sigma 0.0288 | elapsed   51.4s
step    25000 | reward(last100)  0.0047 | sigma 0.0277 | elapsed   70.7s
step    30000 | reward(last100)  0.0039 | sigma 0.0270 | elapsed   90.0s
step    35000 | reward(last100)  0.0034 | sigma 0.0267 | elapsed  109.4s
step    40000 | reward(last100)  0.0089 | sigma 0.0266 | elapsed  127.6s
step    45000 | reward(last100)  0.0089 | sigma 0.0265 | elapsed  142.5s
step    50000 | reward(last100)  0.0057 | sigma 0.0264 | elapsed  157.7s
step    55000 | reward(last100)  0.0057 | sigma 0.0263 | elapsed  177.1s
step    60000 | reward(last100)  0.0057 | sigma 0.0263 | elapsed  197.3s
step    65000 | reward(last100)  0.0057 | sigma 0.0262 | elapsed  216.0s
step    70000 | reward(last100)  0.0057 | sigma 0.0262 | elapsed  233.5s
step    75000 | reward(last100)  0.0000 | sigma 0.0261 | elapsed  251.7s
step    80000 | reward(last100)  0.0017 | sigma 0.0261 | elapsed  270.9s
step    85000 | reward(last100)  0.0072 | sigma 0.0261 | elapsed  290.3s
step    90000 | reward(last100)  0.0084 | sigma 0.0260 | elapsed  309.6s
step    95000 | reward(last100)  0.0084 | sigma 0.0260 | elapsed  328.0s
step   100000 | reward(last100)  0.0084 | sigma 0.0260 | elapsed  343.0s
step   105000 | reward(last100)  0.0084 | sigma 0.0260 | elapsed  360.0s
step   110000 | reward(last100)  0.0084 | sigma 0.0259 | elapsed  377.4s
step   115000 | reward(last100)  0.0068 | sigma 0.0259 | elapsed  395.7s
step   120000 | reward(last100)  0.0012 | sigma 0.0259 | elapsed  414.9s
step   125000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  432.6s
step   130000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  450.1s
step   135000 | reward(last100)  0.0000 | sigma 0.0259 | elapsed  471.0s
step   140000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  491.6s
step   145000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  511.8s
step   150000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  531.0s
step   155000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  547.0s
step   160000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  562.6s
step   165000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  577.7s
step   170000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  592.7s
step   175000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  607.7s
step   180000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  625.0s
step   185000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  643.4s
step   190000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  662.4s
step   195000 | reward(last100)  0.0000 | sigma 0.0258 | elapsed  681.5s
step   200000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  701.2s
step   205000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  717.7s
step   210000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  732.5s
step   215000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  749.0s
step   220000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  765.6s
step   225000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  780.7s
step   230000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  798.8s
step   235000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  820.1s
step   240000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  840.6s
step   245000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  856.5s
step   250000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  874.4s
step   255000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  891.1s
step   260000 | reward(last100)  0.0000 | sigma 0.0257 | elapsed  908.3s
