step     5000 | reward(last100)  0.0000 | eps 0.976 | elapsed    1.5s
step    10000 | reward(last100)  0.0000 | eps 0.953 | elapsed    3.1s
step    15000 | reward(last100)  0.0260 | eps 0.929 | elapsed   16.8s
step    20000 | reward(last100)  0.0195 | eps 0.905 | elapsed   29.9s
step    25000 | reward(last100)  0.0267 | eps 0.881 | elapsed   43.1s
step    30000 | reward(last100)  0.0332 | eps 0.858 | elapsed   56.2s
step    35000 | reward(last100)  0.0296 | eps 0.834 | elapsed   68.0s
step    40000 | reward(last100)  0.0331 | eps 0.810 | elapsed   81.0s
step    45000 | reward(last100)  0.0373 | eps 0.786 | elapsed   92.5s
step    50000 | reward(last100)  0.0450 | eps 0.762 | elapsed  105.5s
step    55000 | reward(last100)  0.0481 | eps 0.739 | elapsed  115.7s
step    60000 | reward(last100)  0.0547 | eps 0.715 | elapsed  124.4s
step    65000 | reward(last100)  0.0745 | eps 0.691 | elapsed  132.9s
step    70000 | reward(last100)  0.0959 | eps 0.667 | elapsed  142.3s
step    75000 | reward(last100)  0.1327 | eps 0.644 | elapsed  152.8s
step    80000 | reward(last100)  0.1503 | eps 0.620 | elapsed  166.4s
step    85000 | reward(last100)  0.1853 | eps 0.596 | elapsed  179.1s
step    90000 | reward(last100)  0.2004 | eps 0.573 | elapsed  191.6s
step    95000 | reward(last100)  0.1966 | eps 0.549 | elapsed  204.4s
step   100000 | reward(last100)  0.1961 | eps 0.525 | elapsed  214.5s
step   105000 | reward(last100)  0.2040 | eps 0.501 | elapsed  224.4s
step   110000 | reward(last100)  0.2064 | eps 0.478 | elapsed  234.1s
step   115000 | reward(last100)  0.2245 | eps 0.454 | elapsed  243.6s
step   120000 | reward(last100)  0.2324 | eps 0.430 | elapsed  253.0s
step   125000 | reward(last100)  0.2585 | eps 0.406 | elapsed  262.4s
step   130000 | reward(last100)  0.2828 | eps 0.383 | elapsed  271.7s
step   135000 | reward(last100)  0.2650 | eps 0.359 | elapsed  279.8s
step   140000 | reward(last100)  0.2581 | eps 0.335 | elapsed  287.8s
step   145000 | reward(last100)  0.2134 | eps 0.311 | elapsed  296.7s
step   150000 | reward(last100)  0.2011 | eps 0.288 | elapsed  305.6s
step   155000 | reward(last100)  0.1780 | eps 0.264 | elapsed  314.6s
step   160000 | reward(last100)  0.1492 | eps 0.240 | elapsed  325.8s
step   165000 | reward(last100)  0.1426 | eps 0.216 | elapsed  339.5s
step   170000 | reward(last100)  0.1511 | eps 0.193 | elapsed  353.1s
step   175000 | reward(last100)  0.1127 | eps 0.169 | elapsed  366.7s
step   180000 | reward(last100)  0.1032 | eps 0.145 | elapsed  376.7s
step   185000 | reward(last100)  0.1114 | eps 0.121 | elapsed  390.7s
step   190000 | reward(last100)  0.0851 | eps 0.098 | elapsed  403.4s
step   195000 | reward(last100)  0.0617 | eps 0.074 | elapsed  414.1s
step   200000 | reward(last100)  0.0386 | eps 0.050 | elapsed  424.4s
step   205000 | reward(last100)  0.0200 | eps 0.050 | elapsed  439.4s
step   210000 | reward(last100)  0.0200 | eps 0.050 | elapsed  452.9s
step   215000 | reward(last100)  0.0188 | eps 0.050 | elapsed  467.8s
step   220000 | reward(last100)  0.0135 | eps 0.050 | elapsed  481.7s
step   225000 | reward(last100)  0.0148 | eps 0.050 | elapsed  495.0s
step   230000 | reward(last100)  0.0168 | eps 0.050 | elapsed  508.0s
step   235000 | reward(last100)  0.0418 | eps 0.050 | elapsed  518.9s
step   240000 | reward(last100)  0.0408 | eps 0.050 | elapsed  529.5s
step   245000 | reward(last100)  0.0408 | eps 0.050 | elapsed  542.3s
step   250000 | reward(last100)  0.0436 | eps 0.050 | elapsed  555.9s
step   255000 | reward(last100)  0.0391 | eps 0.050 | elapsed  567.9s
step   260000 | reward(last100)  0.0457 | eps 0.050 | elapsed  583.0s
step   265000 | reward(last100)  0.0493 | eps 0.050 | elapsed  597.3s
