step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    6.1s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed   12.6s
step    15000 | reward(last100)  0.0000 | sigma 0.0298 | elapsed   30.6s
step    20000 | reward(last100)  0.0000 | sigma 0.0286 | elapsed   51.8s
step    25000 | reward(last100)  0.0478 | sigma 0.0278 | elapsed   73.3s
step    30000 | reward(last100)  0.2814 | sigma 0.0273 | elapsed   94.9s
step    35000 | reward(last100)  0.4643 | sigma 0.0271 | elapsed  115.4s
step    40000 | reward(last100)  0.8702 | sigma 0.0268 | elapsed  134.2s
step    45000 | reward(last100)  0.7223 | sigma 0.0264 | elapsed  152.5s
step    50000 | reward(last100)  0.5563 | sigma 0.0262 | elapsed  171.8s
step    55000 | reward(last100)  0.3782 | sigma 0.0260 | elapsed  191.6s
step    60000 | reward(last100)  0.2091 | sigma 0.0258 | elapsed  208.2s
step    65000 | reward(last100)  0.0677 | sigma 0.0257 | elapsed  222.1s
step    70000 | reward(last100)  0.0770 | sigma 0.0256 | elapsed  235.2s
step    75000 | reward(last100)  0.6575 | sigma 0.0255 | elapsed  248.2s
step    80000 | reward(last100)  0.9176 | sigma 0.0254 | elapsed  261.3s
step    85000 | reward(last100)  0.9410 | sigma 0.0253 | elapsed  274.3s
step    90000 | reward(last100)  0.9428 | sigma 0.0252 | elapsed  287.4s
step    95000 | reward(last100)  0.8530 | sigma 0.0252 | elapsed  299.8s
step   100000 | reward(last100)  0.8641 | sigma 0.0251 | elapsed  311.2s
step   105000 | reward(last100)  0.7874 | sigma 0.0251 | elapsed  322.9s
step   110000 | reward(last100)  0.8453 | sigma 0.0251 | elapsed  334.2s
step   115000 | reward(last100)  0.8831 | sigma 0.0251 | elapsed  345.6s
step   120000 | reward(last100)  0.8923 | sigma 0.0250 | elapsed  356.9s
step   125000 | reward(last100)  0.8998 | sigma 0.0250 | elapsed  369.7s
step   130000 | reward(last100)  0.8898 | sigma 0.0250 | elapsed  383.0s
step   135000 | reward(last100)  0.9134 | sigma 0.0250 | elapsed  397.6s
step   140000 | reward(last100)  0.9312 | sigma 0.0250 | elapsed  410.7s
step   145000 | reward(last100)  0.9388 | sigma 0.0249 | elapsed  422.1s
step   150000 | reward(last100)  0.9409 | sigma 0.0249 | elapsed  434.1s
step   155000 | reward(last100)  0.9445 | sigma 0.0249 | elapsed  447.4s
step   160000 | reward(last100)  0.9449 | sigma 0.0249 | elapsed  459.1s
step   165000 | reward(last100)  0.9441 | sigma 0.0249 | elapsed  471.8s
step   170000 | reward(last100)  0.9474 | sigma 0.0249 | elapsed  485.6s
