step     5000 | reward(last100)  0.0010 | sigma 0.0309 | elapsed    4.2s
step  1280000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 4910.1s
step  1285000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 4928.5s
step  1290000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 4947.0s
step  1295000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 4965.4s
step  1300000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 4985.1s
step  1305000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5005.3s
step  1310000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5025.2s
step  1315000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5044.1s
step  1320000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5062.7s
step  1325000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5081.0s
step  1330000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5099.3s
step  1335000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5122.7s
step  1340000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5147.4s
step  1345000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5171.2s
step  1350000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5190.7s
step  1355000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5212.8s
step  1360000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5236.2s
step  1365000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5259.9s
step  1370000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5283.6s
step  1375000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5307.2s
step  1380000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5330.1s
step  1385000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5348.8s
step  1390000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5368.6s
step  1395000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5388.5s
step  1400000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5409.2s
step  1405000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5428.0s
step  1410000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5446.3s
step  1415000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5464.8s
step  1420000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5483.7s
step  1425000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5503.4s
step  1430000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5522.9s
step  1435000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5541.2s
step  1440000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5560.4s
step  1445000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5580.3s
step  1450000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5600.2s
step  1455000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5620.5s
step  1460000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5640.5s
step  1465000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5660.5s
step  1470000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5680.3s
step  1475000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5700.4s
step  1480000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5720.1s
step  1485000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5739.4s
step  1490000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5757.9s
step  1495000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5776.3s
step  1500000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5795.0s
step  1505000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5814.8s
step  1510000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5834.7s
step  1515000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5854.7s
step  1520000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5874.4s
step  1525000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5895.0s
step  1530000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5915.6s
step  1535000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5935.5s
step  1540000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 5955.7s
step  1545000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5976.2s
step  1550000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 5995.7s
step  1555000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6018.4s
step  1560000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6039.4s
step  1565000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6060.1s
step  1570000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6078.9s
step  1575000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6097.4s
step  1580000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6115.9s
step  1585000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6134.2s
step  1590000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6153.2s
