step     5000 | reward(last100)  0.0104 | eps 0.976 | elapsed    1.3s
step    10000 | reward(last100)  0.0127 | eps 0.953 | elapsed    2.5s
step    15000 | reward(last100)  0.0276 | eps 0.929 | elapsed   14.6s
step    20000 | reward(last100)  0.0337 | eps 0.905 | elapsed   27.1s
step    25000 | reward(last100)  0.0312 | eps 0.881 | elapsed   39.6s
step    30000 | reward(last100)  0.0553 | eps 0.858 | elapsed   50.3s
step    35000 | reward(last100)  0.0523 | eps 0.834 | elapsed   59.9s
step    40000 | reward(last100)  0.0593 | eps 0.810 | elapsed   73.5s
step    45000 | reward(last100)  0.1016 | eps 0.786 | elapsed   88.9s
step    50000 | reward(last100)  0.0648 | eps 0.762 | elapsed  101.4s
step    55000 | reward(last100)  0.0597 | eps 0.739 | elapsed  113.1s
step    60000 | reward(last100)  0.0497 | eps 0.715 | elapsed  126.2s
step    65000 | reward(last100)  0.0477 | eps 0.691 | elapsed  142.7s
step    70000 | reward(last100)  0.0260 | eps 0.667 | elapsed  156.3s
step    75000 | reward(last100)  0.0296 | eps 0.644 | elapsed  168.2s
step    80000 | reward(last100)  0.0228 | eps 0.620 | elapsed  179.9s
step    85000 | reward(last100)  0.0193 | eps 0.596 | elapsed  190.8s
step    90000 | reward(last100)  0.0308 | eps 0.573 | elapsed  202.3s
step    95000 | reward(last100)  0.0045 | eps 0.549 | elapsed  213.8s
step   100000 | reward(last100)  0.0173 | eps 0.525 | elapsed  226.1s
step   105000 | reward(last100)  0.0122 | eps 0.501 | elapsed  238.7s
step   110000 | reward(last100)  0.0027 | eps 0.478 | elapsed  250.5s
step   115000 | reward(last100)  0.0046 | eps 0.454 | elapsed  262.2s
step   120000 | reward(last100)  0.0228 | eps 0.430 | elapsed  275.3s
step   125000 | reward(last100)  0.0244 | eps 0.406 | elapsed  287.8s
step   130000 | reward(last100)  0.0046 | eps 0.383 | elapsed  302.6s
step   135000 | reward(last100)  0.0079 | eps 0.359 | elapsed  318.1s
step   140000 | reward(last100)  0.0000 | eps 0.335 | elapsed  333.0s
step   145000 | reward(last100)  0.0111 | eps 0.311 | elapsed  348.2s
step   150000 | reward(last100)  0.0000 | eps 0.288 | elapsed  362.6s
