step     5000 | reward(last100)  0.0010 | sigma 0.0309 | elapsed    4.3s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    8.4s
step    15000 | reward(last100)  0.0147 | sigma 0.0296 | elapsed   23.3s
step    20000 | reward(last100)  0.0000 | sigma 0.0278 | elapsed   42.5s
step    25000 | reward(last100)  0.0158 | sigma 0.0265 | elapsed   63.9s
step    30000 | reward(last100)  0.0091 | sigma 0.0257 | elapsed   85.4s
step    35000 | reward(last100)  0.0091 | sigma 0.0254 | elapsed  106.3s
step    40000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  127.2s
step    45000 | reward(last100)  0.0046 | sigma 0.0250 | elapsed  142.4s
step    50000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  157.1s
step    55000 | reward(last100)  0.0146 | sigma 0.0249 | elapsed  177.7s
step    60000 | reward(last100)  0.0066 | sigma 0.0248 | elapsed  198.6s
step    65000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed  220.3s
step    70000 | reward(last100)  0.0065 | sigma 0.0247 | elapsed  240.9s
step    75000 | reward(last100)  0.0145 | sigma 0.0247 | elapsed  262.0s
step    80000 | reward(last100)  0.0091 | sigma 0.0246 | elapsed  282.6s
step    85000 | reward(last100)  0.0055 | sigma 0.0246 | elapsed  303.3s
step    90000 | reward(last100)  0.0249 | sigma 0.0245 | elapsed  320.1s
step    95000 | reward(last100)  0.0336 | sigma 0.0245 | elapsed  335.1s
step   100000 | reward(last100)  0.0346 | sigma 0.0245 | elapsed  350.1s
step   105000 | reward(last100)  0.0779 | sigma 0.0244 | elapsed  365.9s
step   110000 | reward(last100)  0.0784 | sigma 0.0244 | elapsed  382.6s
step   115000 | reward(last100)  0.2186 | sigma 0.0244 | elapsed  402.2s
step   120000 | reward(last100)  0.2243 | sigma 0.0244 | elapsed  419.5s
step   125000 | reward(last100)  0.3995 | sigma 0.0242 | elapsed  433.6s
step   130000 | reward(last100)  0.4441 | sigma 0.0241 | elapsed  449.5s
step   135000 | reward(last100)  0.3111 | sigma 0.0239 | elapsed  469.5s
step   140000 | reward(last100)  0.1754 | sigma 0.0237 | elapsed  489.7s
step   145000 | reward(last100)  0.1913 | sigma 0.0236 | elapsed  510.0s
step   150000 | reward(last100)  0.1068 | sigma 0.0235 | elapsed  529.2s
step   155000 | reward(last100)  0.1548 | sigma 0.0235 | elapsed  549.0s
step   160000 | reward(last100)  0.1246 | sigma 0.0234 | elapsed  569.0s
step   165000 | reward(last100)  0.0986 | sigma 0.0234 | elapsed  587.3s
step   170000 | reward(last100)  0.1013 | sigma 0.0234 | elapsed  600.6s
step   175000 | reward(last100)  0.0526 | sigma 0.0234 | elapsed  615.7s
step   180000 | reward(last100)  0.1091 | sigma 0.0234 | elapsed  630.9s
step   185000 | reward(last100)  0.1198 | sigma 0.0234 | elapsed  647.6s
step   190000 | reward(last100)  0.0383 | sigma 0.0234 | elapsed  666.8s
step   195000 | reward(last100)  0.0989 | sigma 0.0234 | elapsed  683.0s
step   200000 | reward(last100)  0.1809 | sigma 0.0233 | elapsed  697.9s
step   205000 | reward(last100)  0.1562 | sigma 0.0233 | elapsed  713.6s
step   210000 | reward(last100)  0.1501 | sigma 0.0233 | elapsed  728.9s
step   215000 | reward(last100)  0.3150 | sigma 0.0233 | elapsed  744.7s
step   220000 | reward(last100)  0.3800 | sigma 0.0233 | elapsed  762.6s
step   225000 | reward(last100)  0.4061 | sigma 0.0233 | elapsed  777.3s
step   230000 | reward(last100)  0.2149 | sigma 0.0232 | elapsed  792.2s
