step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    4.1s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    8.3s
step    15000 | reward(last100)  0.0119 | sigma 0.0298 | elapsed   30.7s
step    20000 | reward(last100)  0.0187 | sigma 0.0279 | elapsed   54.2s
step    25000 | reward(last100)  0.0244 | sigma 0.0266 | elapsed   77.6s
step    30000 | reward(last100)  0.0203 | sigma 0.0261 | elapsed  101.6s
step    35000 | reward(last100)  0.0199 | sigma 0.0259 | elapsed  126.1s
step    40000 | reward(last100)  0.0208 | sigma 0.0257 | elapsed  152.0s
step    45000 | reward(last100)  0.0208 | sigma 0.0257 | elapsed  173.5s
step    50000 | reward(last100)  0.0177 | sigma 0.0256 | elapsed  194.6s
step    55000 | reward(last100)  0.0158 | sigma 0.0256 | elapsed  215.5s
step    60000 | reward(last100)  0.0103 | sigma 0.0255 | elapsed  233.4s
step    65000 | reward(last100)  0.0037 | sigma 0.0255 | elapsed  251.4s
step    70000 | reward(last100)  0.0012 | sigma 0.0254 | elapsed  269.9s
step    75000 | reward(last100)  0.0000 | sigma 0.0254 | elapsed  288.1s
step    80000 | reward(last100)  0.0000 | sigma 0.0253 | elapsed  310.0s
step    85000 | reward(last100)  0.0000 | sigma 0.0253 | elapsed  330.8s
step    90000 | reward(last100)  0.0000 | sigma 0.0253 | elapsed  352.4s
step    95000 | reward(last100)  0.0000 | sigma 0.0253 | elapsed  373.5s
step   100000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  394.9s
step   105000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  414.1s
step   110000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  432.3s
step   115000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  453.9s
step   120000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  476.3s
step   125000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  498.8s
step   130000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  521.5s
step   135000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  539.9s
step   140000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  558.4s
step   145000 | reward(last100)  0.0000 | sigma 0.0251 | elapsed  578.3s
step   150000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  598.6s
step   155000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  619.8s
step   160000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  641.1s
step   165000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  661.4s
step   170000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  680.9s
step   175000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  702.0s
step   180000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  722.3s
step   185000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  742.6s
step   190000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  759.5s
step   195000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  781.0s
step   200000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  798.4s
step   205000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  817.7s
step   210000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  840.1s
step   215000 | reward(last100)  0.0000 | sigma 0.0250 | elapsed  862.0s
step   220000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  884.0s
step   225000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  905.6s
step   230000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  927.2s
step   235000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  948.9s
step   240000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  970.5s
step   245000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed  990.2s
step   250000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1008.2s
step   255000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1027.9s
step   260000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1047.4s
step   265000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1067.0s
step   270000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1086.7s
step   275000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1106.7s
step   280000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1127.8s
step   285000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1149.7s
step   290000 | reward(last100)  0.0000 | sigma 0.0249 | elapsed 1167.7s
step   295000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1186.7s
step   300000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1206.0s
step   305000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1228.7s
step   310000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1249.6s
step   315000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1273.0s
step   320000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1294.9s
step   325000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1313.5s
step   330000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1331.1s
step   335000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1348.9s
step   340000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1368.3s
step   345000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1387.6s
step   350000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1406.1s
step   355000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1429.2s
step   360000 | reward(last100)  0.0000 | sigma 0.0248 | elapsed 1451.1s
step   365000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed 1474.3s
step   370000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed 1498.1s
step   375000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed 1522.2s
step   380000 | reward(last100)  0.0000 | sigma 0.0247 | elapsed 1544.9s
step   385000 | reward(last100)  0.0062 | sigma 0.0247 | elapsed 1568.0s
