step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    3.5s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    7.0s
step    15000 | reward(last100)  0.0182 | sigma 0.0298 | elapsed   19.2s
step    20000 | reward(last100)  0.0137 | sigma 0.0280 | elapsed   31.4s
step    25000 | reward(last100)  0.0109 | sigma 0.0267 | elapsed   43.6s
step    30000 | reward(last100)  0.0091 | sigma 0.0261 | elapsed   55.8s
step    35000 | reward(last100)  0.0111 | sigma 0.0258 | elapsed   69.2s
step    40000 | reward(last100)  0.0131 | sigma 0.0257 | elapsed   85.0s
step    45000 | reward(last100)  0.0131 | sigma 0.0256 | elapsed  100.7s
step    50000 | reward(last100)  0.0054 | sigma 0.0256 | elapsed  116.8s
step    55000 | reward(last100)  0.0054 | sigma 0.0255 | elapsed  129.7s
step    60000 | reward(last100)  0.0095 | sigma 0.0254 | elapsed  142.1s
step    65000 | reward(last100)  0.0095 | sigma 0.0254 | elapsed  154.6s
step    70000 | reward(last100)  0.0095 | sigma 0.0253 | elapsed  167.0s
step    75000 | reward(last100)  0.0040 | sigma 0.0253 | elapsed  179.5s
step    80000 | reward(last100)  0.0040 | sigma 0.0252 | elapsed  191.9s
step    85000 | reward(last100)  0.0124 | sigma 0.0252 | elapsed  204.4s
step    90000 | reward(last100)  0.0124 | sigma 0.0251 | elapsed  216.8s
step    95000 | reward(last100)  0.0084 | sigma 0.0251 | elapsed  229.3s
step   100000 | reward(last100)  0.0084 | sigma 0.0251 | elapsed  241.7s
step   105000 | reward(last100)  0.0123 | sigma 0.0251 | elapsed  254.6s
step   110000 | reward(last100)  0.0123 | sigma 0.0250 | elapsed  268.0s
step   115000 | reward(last100)  0.0147 | sigma 0.0250 | elapsed  282.7s
step   120000 | reward(last100)  0.0093 | sigma 0.0250 | elapsed  297.4s
step   125000 | reward(last100)  0.0233 | sigma 0.0250 | elapsed  314.0s
step   130000 | reward(last100)  0.0412 | sigma 0.0249 | elapsed  336.5s
step   135000 | reward(last100)  0.0445 | sigma 0.0249 | elapsed  359.6s
step   140000 | reward(last100)  0.0434 | sigma 0.0249 | elapsed  376.7s
step   145000 | reward(last100)  0.0648 | sigma 0.0249 | elapsed  393.7s
step   150000 | reward(last100)  0.0806 | sigma 0.0248 | elapsed  412.1s
step   155000 | reward(last100)  0.1067 | sigma 0.0248 | elapsed  436.3s
step   160000 | reward(last100)  0.1276 | sigma 0.0248 | elapsed  459.8s
step   165000 | reward(last100)  0.1446 | sigma 0.0248 | elapsed  481.6s
step   170000 | reward(last100)  0.1702 | sigma 0.0248 | elapsed  498.8s
step   175000 | reward(last100)  0.1810 | sigma 0.0248 | elapsed  513.9s
step   180000 | reward(last100)  0.2797 | sigma 0.0248 | elapsed  528.5s
step   185000 | reward(last100)  0.2765 | sigma 0.0248 | elapsed  544.8s
step   190000 | reward(last100)  0.3361 | sigma 0.0248 | elapsed  566.1s
step   195000 | reward(last100)  0.3752 | sigma 0.0248 | elapsed  587.4s
step   200000 | reward(last100)  0.3547 | sigma 0.0247 | elapsed  600.6s
step   205000 | reward(last100)  0.3118 | sigma 0.0247 | elapsed  614.2s
step   210000 | reward(last100)  0.2896 | sigma 0.0246 | elapsed  627.2s
step   215000 | reward(last100)  0.3330 | sigma 0.0246 | elapsed  640.0s
step   220000 | reward(last100)  0.5290 | sigma 0.0245 | elapsed  652.9s
step   225000 | reward(last100)  0.6973 | sigma 0.0244 | elapsed  665.8s
step   230000 | reward(last100)  0.6726 | sigma 0.0243 | elapsed  680.4s
step   235000 | reward(last100)  0.7662 | sigma 0.0242 | elapsed  695.5s
step   240000 | reward(last100)  0.6788 | sigma 0.0242 | elapsed  710.0s
step   245000 | reward(last100)  0.5807 | sigma 0.0241 | elapsed  723.1s
step   250000 | reward(last100)  0.4660 | sigma 0.0241 | elapsed  736.3s
step   255000 | reward(last100)  0.3593 | sigma 0.0241 | elapsed  750.0s
step   260000 | reward(last100)  0.2337 | sigma 0.0240 | elapsed  763.2s
step   265000 | reward(last100)  0.1311 | sigma 0.0240 | elapsed  776.5s
step   270000 | reward(last100)  0.0338 | sigma 0.0240 | elapsed  789.8s
step   275000 | reward(last100)  0.0086 | sigma 0.0240 | elapsed  803.3s
step   280000 | reward(last100)  0.0164 | sigma 0.0240 | elapsed  816.9s
step   285000 | reward(last100)  0.0366 | sigma 0.0240 | elapsed  830.7s
step   290000 | reward(last100)  0.0590 | sigma 0.0240 | elapsed  844.6s
step   295000 | reward(last100)  0.1519 | sigma 0.0240 | elapsed  858.6s
step   300000 | reward(last100)  0.2230 | sigma 0.0240 | elapsed  874.4s
step   305000 | reward(last100)  0.5449 | sigma 0.0240 | elapsed  897.0s
step   310000 | reward(last100)  0.6671 | sigma 0.0240 | elapsed  920.1s
step   315000 | reward(last100)  0.6874 | sigma 0.0240 | elapsed  944.3s
step   320000 | reward(last100)  0.6347 | sigma 0.0240 | elapsed  967.7s
step   325000 | reward(last100)  0.6184 | sigma 0.0240 | elapsed  991.0s
step   330000 | reward(last100)  0.6597 | sigma 0.0240 | elapsed 1013.9s
step   335000 | reward(last100)  0.7988 | sigma 0.0240 | elapsed 1031.4s
step   340000 | reward(last100)  0.8727 | sigma 0.0240 | elapsed 1047.8s
step   345000 | reward(last100)  0.8504 | sigma 0.0240 | elapsed 1063.3s
step   350000 | reward(last100)  0.8311 | sigma 0.0240 | elapsed 1078.3s
step   355000 | reward(last100)  0.8698 | sigma 0.0240 | elapsed 1096.0s
step   360000 | reward(last100)  0.8971 | sigma 0.0240 | elapsed 1111.9s
step   365000 | reward(last100)  0.8040 | sigma 0.0240 | elapsed 1127.0s
step   370000 | reward(last100)  0.7440 | sigma 0.0239 | elapsed 1143.2s
step   375000 | reward(last100)  0.7701 | sigma 0.0239 | elapsed 1161.7s
step   380000 | reward(last100)  0.8247 | sigma 0.0239 | elapsed 1181.9s
step   385000 | reward(last100)  0.8957 | sigma 0.0239 | elapsed 1204.5s
step   390000 | reward(last100)  0.9193 | sigma 0.0239 | elapsed 1227.9s
step   395000 | reward(last100)  0.9333 | sigma 0.0239 | elapsed 1250.7s
step   400000 | reward(last100)  0.9365 | sigma 0.0238 | elapsed 1272.5s
step   405000 | reward(last100)  0.9588 | sigma 0.0238 | elapsed 1290.8s
step   410000 | reward(last100)  0.9374 | sigma 0.0238 | elapsed 1308.7s
step   415000 | reward(last100)  0.9596 | sigma 0.0238 | elapsed 1326.5s
step   420000 | reward(last100)  0.9490 | sigma 0.0238 | elapsed 1344.3s
step   425000 | reward(last100)  0.9569 | sigma 0.0237 | elapsed 1362.1s
step   430000 | reward(last100)  0.9333 | sigma 0.0237 | elapsed 1380.0s
step   435000 | reward(last100)  0.9627 | sigma 0.0237 | elapsed 1398.4s
step   440000 | reward(last100)  0.9661 | sigma 0.0237 | elapsed 1418.2s
step   445000 | reward(last100)  0.9593 | sigma 0.0237 | elapsed 1437.1s
step   450000 | reward(last100)  0.9660 | sigma 0.0237 | elapsed 1454.7s
step   455000 | reward(last100)  0.9645 | sigma 0.0237 | elapsed 1471.1s
step   460000 | reward(last100)  0.9651 | sigma 0.0237 | elapsed 1487.3s
step   465000 | reward(last100)  0.9660 | sigma 0.0237 | elapsed 1503.4s
step   470000 | reward(last100)  0.9667 | sigma 0.0236 | elapsed 1519.5s
step   475000 | reward(last100)  0.9666 | sigma 0.0236 | elapsed 1539.3s
step   480000 | reward(last100)  0.9651 | sigma 0.0237 | elapsed 1561.6s
step   485000 | reward(last100)  0.9649 | sigma 0.0237 | elapsed 1582.8s
step   490000 | reward(last100)  0.9646 | sigma 0.0237 | elapsed 1600.8s
step   495000 | reward(last100)  0.9663 | sigma 0.0237 | elapsed 1618.7s
step   500000 | reward(last100)  0.9657 | sigma 0.0237 | elapsed 1636.7s
step   505000 | reward(last100)  0.9665 | sigma 0.0237 | elapsed 1653.8s
step   510000 | reward(last100)  0.9682 | sigma 0.0237 | elapsed 1670.2s
step   515000 | reward(last100)  0.9667 | sigma 0.0237 | elapsed 1686.6s
step   520000 | reward(last100)  0.9667 | sigma 0.0237 | elapsed 1703.0s
step   525000 | reward(last100)  0.9389 | sigma 0.0237 | elapsed 1721.2s
step   530000 | reward(last100)  0.9670 | sigma 0.0237 | elapsed 1743.6s
step   535000 | reward(last100)  0.9679 | sigma 0.0237 | elapsed 1765.9s
step   540000 | reward(last100)  0.9674 | sigma 0.0237 | elapsed 1788.1s
step   545000 | reward(last100)  0.9687 | sigma 0.0237 | elapsed 1807.8s
step   550000 | reward(last100)  0.9674 | sigma 0.0236 | elapsed 1824.3s
step   555000 | reward(last100)  0.9669 | sigma 0.0236 | elapsed 1841.4s
step   560000 | reward(last100)  0.9683 | sigma 0.0236 | elapsed 1858.0s
step   565000 | reward(last100)  0.9688 | sigma 0.0236 | elapsed 1874.7s
step   570000 | reward(last100)  0.9679 | sigma 0.0237 | elapsed 1891.3s
step   575000 | reward(last100)  0.9690 | sigma 0.0236 | elapsed 1908.0s
step   580000 | reward(last100)  0.9684 | sigma 0.0236 | elapsed 1924.5s
step   585000 | reward(last100)  0.9678 | sigma 0.0237 | elapsed 1941.1s
step   590000 | reward(last100)  0.9681 | sigma 0.0237 | elapsed 1957.7s
step   595000 | reward(last100)  0.9666 | sigma 0.0236 | elapsed 1974.3s
step   600000 | reward(last100)  0.9657 | sigma 0.0236 | elapsed 1994.4s
step   605000 | reward(last100)  0.9683 | sigma 0.0236 | elapsed 2011.5s
step   610000 | reward(last100)  0.9688 | sigma 0.0236 | elapsed 2028.1s
step   615000 | reward(last100)  0.9646 | sigma 0.0236 | elapsed 2044.6s
step   620000 | reward(last100)  0.9670 | sigma 0.0236 | elapsed 2061.2s
step   625000 | reward(last100)  0.9643 | sigma 0.0236 | elapsed 2077.8s
step   630000 | reward(last100)  0.9663 | sigma 0.0237 | elapsed 2094.4s
step   635000 | reward(last100)  0.9684 | sigma 0.0237 | elapsed 2110.9s
step   640000 | reward(last100)  0.9665 | sigma 0.0236 | elapsed 2127.5s
step   645000 | reward(last100)  0.9683 | sigma 0.0236 | elapsed 2144.1s
step   650000 | reward(last100)  0.9682 | sigma 0.0236 | elapsed 2160.7s
step   655000 | reward(last100)  0.9695 | sigma 0.0236 | elapsed 2177.9s
step   660000 | reward(last100)  0.9661 | sigma 0.0236 | elapsed 2194.7s
step   665000 | reward(last100)  0.9670 | sigma 0.0237 | elapsed 2211.4s
step   670000 | reward(last100)  0.9680 | sigma 0.0237 | elapsed 2228.1s
step   675000 | reward(last100)  0.9666 | sigma 0.0236 | elapsed 2244.9s
step   680000 | reward(last100)  0.9656 | sigma 0.0237 | elapsed 2261.7s
