step     5000 | reward(last100)  0.0255 | sigma 0.0309 | elapsed    3.5s
step    10000 | reward(last100)  0.0128 | sigma 0.0309 | elapsed    7.1s
step    15000 | reward(last100)  0.0260 | sigma 0.0295 | elapsed   21.6s
step    20000 | reward(last100)  0.0264 | sigma 0.0277 | elapsed   36.1s
step    25000 | reward(last100)  0.0211 | sigma 0.0265 | elapsed   49.0s
step    30000 | reward(last100)  0.0176 | sigma 0.0258 | elapsed   61.9s
step    35000 | reward(last100)  0.0151 | sigma 0.0255 | elapsed   74.5s
step    40000 | reward(last100)  0.0112 | sigma 0.0253 | elapsed   87.2s
step    45000 | reward(last100)  0.0195 | sigma 0.0252 | elapsed   99.8s
step    50000 | reward(last100)  0.0182 | sigma 0.0251 | elapsed  112.5s
step    55000 | reward(last100)  0.0217 | sigma 0.0250 | elapsed  125.8s
step    60000 | reward(last100)  0.0312 | sigma 0.0249 | elapsed  138.6s
step    65000 | reward(last100)  0.0312 | sigma 0.0248 | elapsed  152.9s
step    70000 | reward(last100)  0.0394 | sigma 0.0248 | elapsed  168.7s
step    75000 | reward(last100)  0.0456 | sigma 0.0248 | elapsed  184.4s
step    80000 | reward(last100)  0.0456 | sigma 0.0247 | elapsed  200.2s
step    85000 | reward(last100)  0.0434 | sigma 0.0247 | elapsed  215.9s
step    90000 | reward(last100)  0.0421 | sigma 0.0246 | elapsed  231.2s
step    95000 | reward(last100)  0.0345 | sigma 0.0246 | elapsed  245.8s
step   100000 | reward(last100)  0.0345 | sigma 0.0246 | elapsed  260.5s
step   105000 | reward(last100)  0.0263 | sigma 0.0245 | elapsed  275.7s
step   110000 | reward(last100)  0.0302 | sigma 0.0245 | elapsed  290.4s
step   115000 | reward(last100)  0.0297 | sigma 0.0245 | elapsed  305.1s
step   120000 | reward(last100)  0.0241 | sigma 0.0245 | elapsed  322.3s
step   125000 | reward(last100)  0.0236 | sigma 0.0244 | elapsed  339.2s
step   130000 | reward(last100)  0.0218 | sigma 0.0244 | elapsed  359.4s
step   135000 | reward(last100)  0.0340 | sigma 0.0244 | elapsed  382.9s
step   140000 | reward(last100)  0.0362 | sigma 0.0244 | elapsed  406.3s
step   145000 | reward(last100)  0.0284 | sigma 0.0244 | elapsed  429.6s
step   150000 | reward(last100)  0.0285 | sigma 0.0244 | elapsed  453.5s
step   155000 | reward(last100)  0.0434 | sigma 0.0244 | elapsed  466.8s
step   160000 | reward(last100)  0.0476 | sigma 0.0243 | elapsed  481.3s
step   165000 | reward(last100)  0.0476 | sigma 0.0243 | elapsed  497.8s
step   170000 | reward(last100)  0.0477 | sigma 0.0243 | elapsed  514.6s
step   175000 | reward(last100)  0.0661 | sigma 0.0243 | elapsed  530.6s
step   180000 | reward(last100)  0.0720 | sigma 0.0242 | elapsed  546.7s
step   185000 | reward(last100)  0.0694 | sigma 0.0243 | elapsed  563.0s
step   190000 | reward(last100)  0.0545 | sigma 0.0242 | elapsed  579.1s
step   195000 | reward(last100)  0.0465 | sigma 0.0243 | elapsed  594.9s
step   200000 | reward(last100)  0.0465 | sigma 0.0242 | elapsed  611.8s
step   205000 | reward(last100)  0.0343 | sigma 0.0242 | elapsed  625.1s
step   210000 | reward(last100)  0.0216 | sigma 0.0241 | elapsed  638.0s
step   215000 | reward(last100)  0.0072 | sigma 0.0240 | elapsed  651.0s
step   220000 | reward(last100)  0.0000 | sigma 0.0239 | elapsed  664.0s
step   225000 | reward(last100)  0.0000 | sigma 0.0238 | elapsed  677.0s
step   230000 | reward(last100)  0.0000 | sigma 0.0237 | elapsed  690.0s
step   235000 | reward(last100)  0.0000 | sigma 0.0236 | elapsed  703.1s
step   240000 | reward(last100)  0.0000 | sigma 0.0235 | elapsed  716.4s
step   245000 | reward(last100)  0.0000 | sigma 0.0234 | elapsed  729.6s
step   250000 | reward(last100)  0.0000 | sigma 0.0233 | elapsed  743.0s
step   255000 | reward(last100)  0.0000 | sigma 0.0233 | elapsed  760.1s
step   260000 | reward(last100)  0.0000 | sigma 0.0232 | elapsed  775.6s
step   265000 | reward(last100)  0.0000 | sigma 0.0231 | elapsed  791.2s
step   270000 | reward(last100)  0.0000 | sigma 0.0231 | elapsed  806.7s
step   275000 | reward(last100)  0.0000 | sigma 0.0231 | elapsed  822.2s
step   280000 | reward(last100)  0.0000 | sigma 0.0230 | elapsed  837.7s
step   285000 | reward(last100)  0.0000 | sigma 0.0230 | elapsed  853.3s
step   290000 | reward(last100)  0.0000 | sigma 0.0230 | elapsed  868.2s
step   295000 | reward(last100)  0.0000 | sigma 0.0230 | elapsed  882.1s
step   300000 | reward(last100)  0.0000 | sigma 0.0230 | elapsed  896.0s
step   305000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed  914.5s
step   310000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed  932.7s
step   315000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed  951.3s
step   320000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed  965.3s
step   325000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed  979.3s
step   330000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed  993.5s
step   335000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1007.6s
step   340000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1021.8s
step   345000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1037.9s
step   350000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1054.1s
step   355000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1069.4s
step   360000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1084.2s
step   365000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1098.8s
step   370000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1113.4s
step   375000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1128.0s
step   380000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1144.4s
step   385000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1162.4s
step   390000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1178.8s
step   395000 | reward(last100)  0.0000 | sigma 0.0229 | elapsed 1195.2s
step   400000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1211.7s
step   405000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1229.4s
step   410000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1245.6s
step   415000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1264.6s
step   420000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1282.4s
step   425000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1299.8s
step   430000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1317.2s
step   435000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1332.6s
step   440000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1347.8s
step   445000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1363.1s
step   450000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1378.5s
step   455000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1394.6s
step   460000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1414.3s
step   465000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1433.6s
step   470000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1451.2s
step   475000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1467.0s
step   480000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1482.6s
step   485000 | reward(last100)  0.0000 | sigma 0.0228 | elapsed 1498.1s
step   490000 | reward(last100)  0.0000 | sigma 0.0227 | elapsed 1513.7s
step   495000 | reward(last100)  0.0000 | sigma 0.0227 | elapsed 1529.2s
step   500000 | reward(last100)  0.0000 | sigma 0.0227 | elapsed 1544.8s
step   505000 | reward(last100)  0.0000 | sigma 0.0227 | elapsed 1561.3s
step   510000 | reward(last100)  0.0000 | sigma 0.0227 | elapsed 1577.3s
step   515000 | reward(last100)  0.0000 | sigma 0.0227 | elapsed 1593.2s
