step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    4.3s
step   365000 | reward(last100)  0.9498 | sigma 0.0220 | elapsed 1460.2s
step   370000 | reward(last100)  0.9528 | sigma 0.0220 | elapsed 1483.4s
step   375000 | reward(last100)  0.9513 | sigma 0.0220 | elapsed 1505.5s
step   380000 | reward(last100)  0.9488 | sigma 0.0220 | elapsed 1527.4s
step   385000 | reward(last100)  0.9511 | sigma 0.0220 | elapsed 1545.9s
step   390000 | reward(last100)  0.9496 | sigma 0.0220 | elapsed 1562.3s
step   395000 | reward(last100)  0.9514 | sigma 0.0220 | elapsed 1581.7s
step   400000 | reward(last100)  0.9475 | sigma 0.0220 | elapsed 1600.5s
step   405000 | reward(last100)  0.9452 | sigma 0.0220 | elapsed 1617.4s
step   410000 | reward(last100)  0.9383 | sigma 0.0220 | elapsed 1633.6s
step   415000 | reward(last100)  0.9484 | sigma 0.0220 | elapsed 1649.9s
step   420000 | reward(last100)  0.9438 | sigma 0.0220 | elapsed 1670.8s
step   425000 | reward(last100)  0.9471 | sigma 0.0220 | elapsed 1688.4s
step   430000 | reward(last100)  0.9445 | sigma 0.0219 | elapsed 1706.0s
step   435000 | reward(last100)  0.9480 | sigma 0.0219 | elapsed 1727.7s
step   440000 | reward(last100)  0.9526 | sigma 0.0219 | elapsed 1747.7s
step   445000 | reward(last100)  0.9524 | sigma 0.0219 | elapsed 1764.6s
step   450000 | reward(last100)  0.9487 | sigma 0.0219 | elapsed 1781.8s
step   455000 | reward(last100)  0.9452 | sigma 0.0219 | elapsed 1802.5s
step   460000 | reward(last100)  0.9503 | sigma 0.0219 | elapsed 1824.4s
step   465000 | reward(last100)  0.9516 | sigma 0.0219 | elapsed 1842.5s
step   470000 | reward(last100)  0.9526 | sigma 0.0220 | elapsed 1862.3s
step   475000 | reward(last100)  0.9532 | sigma 0.0219 | elapsed 1881.5s
step   480000 | reward(last100)  0.9533 | sigma 0.0219 | elapsed 1900.4s
step   485000 | reward(last100)  0.9524 | sigma 0.0219 | elapsed 1918.0s
step   490000 | reward(last100)  0.9535 | sigma 0.0219 | elapsed 1935.3s
step   495000 | reward(last100)  0.9511 | sigma 0.0219 | elapsed 1952.5s
step   500000 | reward(last100)  0.9513 | sigma 0.0219 | elapsed 1970.2s
