step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    3.5s
step   250000 | reward(last100)  0.7753 | sigma 0.0233 | elapsed  771.6s
step   255000 | reward(last100)  0.7208 | sigma 0.0233 | elapsed  785.3s
step   260000 | reward(last100)  0.6451 | sigma 0.0232 | elapsed  798.5s
step   265000 | reward(last100)  0.5505 | sigma 0.0233 | elapsed  812.0s
step   270000 | reward(last100)  0.5162 | sigma 0.0232 | elapsed  825.6s
step   275000 | reward(last100)  0.5275 | sigma 0.0232 | elapsed  839.2s
step   280000 | reward(last100)  0.5450 | sigma 0.0232 | elapsed  852.8s
step   285000 | reward(last100)  0.5314 | sigma 0.0232 | elapsed  866.6s
step   290000 | reward(last100)  0.5317 | sigma 0.0232 | elapsed  880.4s
step   295000 | reward(last100)  0.5377 | sigma 0.0232 | elapsed  894.4s
step   300000 | reward(last100)  0.6153 | sigma 0.0232 | elapsed  908.5s
step   305000 | reward(last100)  0.7095 | sigma 0.0232 | elapsed  923.1s
step   310000 | reward(last100)  0.9097 | sigma 0.0232 | elapsed  941.5s
step   315000 | reward(last100)  0.8984 | sigma 0.0232 | elapsed  960.4s
step   320000 | reward(last100)  0.8888 | sigma 0.0232 | elapsed  978.9s
step   325000 | reward(last100)  0.9159 | sigma 0.0232 | elapsed  997.4s
step   330000 | reward(last100)  0.8551 | sigma 0.0232 | elapsed 1015.7s
step   335000 | reward(last100)  0.8919 | sigma 0.0232 | elapsed 1033.5s
step   340000 | reward(last100)  0.9131 | sigma 0.0232 | elapsed 1050.1s
step   345000 | reward(last100)  0.9363 | sigma 0.0232 | elapsed 1066.7s
step   350000 | reward(last100)  0.9521 | sigma 0.0232 | elapsed 1083.3s
step   355000 | reward(last100)  0.9548 | sigma 0.0232 | elapsed 1099.5s
step   360000 | reward(last100)  0.9516 | sigma 0.0232 | elapsed 1115.1s
step   365000 | reward(last100)  0.9498 | sigma 0.0232 | elapsed 1130.8s
step   370000 | reward(last100)  0.9566 | sigma 0.0231 | elapsed 1146.4s
step   375000 | reward(last100)  0.9598 | sigma 0.0231 | elapsed 1162.1s
step   380000 | reward(last100)  0.9591 | sigma 0.0232 | elapsed 1177.9s
step   385000 | reward(last100)  0.9592 | sigma 0.0231 | elapsed 1193.6s
step   390000 | reward(last100)  0.9603 | sigma 0.0232 | elapsed 1209.3s
step   395000 | reward(last100)  0.9602 | sigma 0.0232 | elapsed 1225.0s
step   400000 | reward(last100)  0.9600 | sigma 0.0232 | elapsed 1240.7s
step   405000 | reward(last100)  0.9590 | sigma 0.0232 | elapsed 1256.8s
step   410000 | reward(last100)  0.9592 | sigma 0.0231 | elapsed 1273.3s
step   415000 | reward(last100)  0.9635 | sigma 0.0232 | elapsed 1290.9s
step   420000 | reward(last100)  0.9632 | sigma 0.0231 | elapsed 1308.4s
step   425000 | reward(last100)  0.9595 | sigma 0.0231 | elapsed 1325.1s
step   430000 | reward(last100)  0.9639 | sigma 0.0231 | elapsed 1341.5s
step   435000 | reward(last100)  0.9657 | sigma 0.0231 | elapsed 1359.4s
step   440000 | reward(last100)  0.9628 | sigma 0.0231 | elapsed 1377.3s
step   445000 | reward(last100)  0.9638 | sigma 0.0231 | elapsed 1395.3s
step   450000 | reward(last100)  0.9627 | sigma 0.0231 | elapsed 1413.1s
step   455000 | reward(last100)  0.9651 | sigma 0.0232 | elapsed 1430.0s
step   460000 | reward(last100)  0.9635 | sigma 0.0231 | elapsed 1448.0s
step   465000 | reward(last100)  0.9567 | sigma 0.0231 | elapsed 1464.3s
step   470000 | reward(last100)  0.9653 | sigma 0.0231 | elapsed 1480.1s
step   475000 | reward(last100)  0.9655 | sigma 0.0231 | elapsed 1496.1s
step   480000 | reward(last100)  0.9650 | sigma 0.0231 | elapsed 1511.9s
step   485000 | reward(last100)  0.9654 | sigma 0.0231 | elapsed 1527.8s
step   490000 | reward(last100)  0.9636 | sigma 0.0231 | elapsed 1543.8s
step   495000 | reward(last100)  0.9665 | sigma 0.0231 | elapsed 1559.7s
step   500000 | reward(last100)  0.9671 | sigma 0.0231 | elapsed 1575.7s
step   505000 | reward(last100)  0.9650 | sigma 0.0231 | elapsed 1593.9s
step   510000 | reward(last100)  0.9648 | sigma 0.0231 | elapsed 1611.2s
step   515000 | reward(last100)  0.9657 | sigma 0.0231 | elapsed 1628.6s
step   520000 | reward(last100)  0.9670 | sigma 0.0231 | elapsed 1645.9s
step   525000 | reward(last100)  0.9662 | sigma 0.0231 | elapsed 1663.2s
step   530000 | reward(last100)  0.9659 | sigma 0.0231 | elapsed 1680.7s
step   535000 | reward(last100)  0.9670 | sigma 0.0232 | elapsed 1698.1s
step   540000 | reward(last100)  0.9679 | sigma 0.0231 | elapsed 1715.5s
step   545000 | reward(last100)  0.9655 | sigma 0.0232 | elapsed 1733.1s
step   550000 | reward(last100)  0.9675 | sigma 0.0231 | elapsed 1751.5s
step   555000 | reward(last100)  0.9677 | sigma 0.0231 | elapsed 1768.0s
step   560000 | reward(last100)  0.9668 | sigma 0.0232 | elapsed 1784.2s
step   565000 | reward(last100)  0.9670 | sigma 0.0231 | elapsed 1800.3s
step   570000 | reward(last100)  0.9678 | sigma 0.0231 | elapsed 1816.3s
step   575000 | reward(last100)  0.9670 | sigma 0.0231 | elapsed 1832.4s
step   580000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 1848.5s
step   585000 | reward(last100)  0.9655 | sigma 0.0231 | elapsed 1864.6s
step   590000 | reward(last100)  0.9671 | sigma 0.0231 | elapsed 1880.8s
step   595000 | reward(last100)  0.9684 | sigma 0.0231 | elapsed 1901.1s
step   600000 | reward(last100)  0.9666 | sigma 0.0231 | elapsed 1925.9s
step   605000 | reward(last100)  0.9675 | sigma 0.0231 | elapsed 1943.2s
step   610000 | reward(last100)  0.9673 | sigma 0.0231 | elapsed 1959.9s
step   615000 | reward(last100)  0.9656 | sigma 0.0231 | elapsed 1976.5s
step   620000 | reward(last100)  0.9666 | sigma 0.0231 | elapsed 1993.1s
step   625000 | reward(last100)  0.9689 | sigma 0.0231 | elapsed 2009.7s
step   630000 | reward(last100)  0.9651 | sigma 0.0232 | elapsed 2026.3s
step   635000 | reward(last100)  0.9669 | sigma 0.0231 | elapsed 2042.9s
step   640000 | reward(last100)  0.9680 | sigma 0.0232 | elapsed 2059.5s
step   645000 | reward(last100)  0.9673 | sigma 0.0232 | elapsed 2076.1s
step   650000 | reward(last100)  0.9678 | sigma 0.0232 | elapsed 2092.6s
step   655000 | reward(last100)  0.9643 | sigma 0.0232 | elapsed 2109.7s
step   660000 | reward(last100)  0.9682 | sigma 0.0232 | elapsed 2126.2s
step   665000 | reward(last100)  0.9692 | sigma 0.0232 | elapsed 2143.2s
step   670000 | reward(last100)  0.9688 | sigma 0.0231 | elapsed 2159.9s
step   675000 | reward(last100)  0.9666 | sigma 0.0231 | elapsed 2176.5s
step   680000 | reward(last100)  0.9696 | sigma 0.0231 | elapsed 2193.0s
step   685000 | reward(last100)  0.9681 | sigma 0.0231 | elapsed 2209.6s
step   690000 | reward(last100)  0.9666 | sigma 0.0231 | elapsed 2226.1s
step   695000 | reward(last100)  0.9675 | sigma 0.0232 | elapsed 2242.6s
step   700000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 2259.1s
step   705000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 2276.0s
step   710000 | reward(last100)  0.9679 | sigma 0.0231 | elapsed 2292.5s
step   715000 | reward(last100)  0.9671 | sigma 0.0232 | elapsed 2309.1s
step   720000 | reward(last100)  0.9666 | sigma 0.0232 | elapsed 2325.6s
step   725000 | reward(last100)  0.9680 | sigma 0.0231 | elapsed 2342.1s
step   730000 | reward(last100)  0.9673 | sigma 0.0231 | elapsed 2358.7s
step   735000 | reward(last100)  0.9668 | sigma 0.0231 | elapsed 2375.2s
step   740000 | reward(last100)  0.9659 | sigma 0.0231 | elapsed 2391.7s
step   745000 | reward(last100)  0.9660 | sigma 0.0231 | elapsed 2408.2s
step   750000 | reward(last100)  0.9675 | sigma 0.0232 | elapsed 2424.7s
step   755000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 2448.4s
step   760000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 2471.7s
step   765000 | reward(last100)  0.9681 | sigma 0.0231 | elapsed 2495.0s
step   770000 | reward(last100)  0.9653 | sigma 0.0231 | elapsed 2518.4s
step   775000 | reward(last100)  0.9677 | sigma 0.0231 | elapsed 2535.7s
step   780000 | reward(last100)  0.9669 | sigma 0.0231 | elapsed 2551.8s
step   785000 | reward(last100)  0.9683 | sigma 0.0231 | elapsed 2568.0s
step   790000 | reward(last100)  0.9688 | sigma 0.0232 | elapsed 2584.2s
step   795000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 2600.4s
step   800000 | reward(last100)  0.9691 | sigma 0.0231 | elapsed 2618.3s
step   805000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 2635.1s
step   810000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 2651.5s
step   815000 | reward(last100)  0.9680 | sigma 0.0231 | elapsed 2667.7s
step   820000 | reward(last100)  0.9659 | sigma 0.0231 | elapsed 2684.0s
step   825000 | reward(last100)  0.9669 | sigma 0.0231 | elapsed 2700.2s
step   830000 | reward(last100)  0.9663 | sigma 0.0231 | elapsed 2716.5s
step   835000 | reward(last100)  0.9669 | sigma 0.0231 | elapsed 2732.8s
step   840000 | reward(last100)  0.9691 | sigma 0.0231 | elapsed 2749.1s
step   845000 | reward(last100)  0.9646 | sigma 0.0231 | elapsed 2765.4s
step   850000 | reward(last100)  0.9685 | sigma 0.0231 | elapsed 2781.7s
step   855000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 2798.2s
step   860000 | reward(last100)  0.9678 | sigma 0.0231 | elapsed 2814.4s
step   865000 | reward(last100)  0.9662 | sigma 0.0231 | elapsed 2830.6s
step   870000 | reward(last100)  0.9671 | sigma 0.0231 | elapsed 2846.8s
step   875000 | reward(last100)  0.9682 | sigma 0.0231 | elapsed 2863.0s
step   880000 | reward(last100)  0.9674 | sigma 0.0231 | elapsed 2879.3s
step   885000 | reward(last100)  0.9681 | sigma 0.0231 | elapsed 2895.5s
step   890000 | reward(last100)  0.9645 | sigma 0.0232 | elapsed 2911.8s
step   895000 | reward(last100)  0.9686 | sigma 0.0231 | elapsed 2928.0s
step   900000 | reward(last100)  0.9680 | sigma 0.0231 | elapsed 2944.3s
step   905000 | reward(last100)  0.9684 | sigma 0.0231 | elapsed 2961.0s
step   910000 | reward(last100)  0.9664 | sigma 0.0232 | elapsed 2977.4s
step   915000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 2996.2s
step   920000 | reward(last100)  0.9650 | sigma 0.0232 | elapsed 3014.5s
step   925000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 3032.7s
step   930000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 3051.2s
step   935000 | reward(last100)  0.9682 | sigma 0.0232 | elapsed 3071.0s
step   940000 | reward(last100)  0.9682 | sigma 0.0232 | elapsed 3093.4s
step   945000 | reward(last100)  0.9666 | sigma 0.0232 | elapsed 3116.4s
step   950000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 3139.8s
step   955000 | reward(last100)  0.9694 | sigma 0.0232 | elapsed 3156.4s
step   960000 | reward(last100)  0.9671 | sigma 0.0232 | elapsed 3172.6s
step   965000 | reward(last100)  0.9681 | sigma 0.0232 | elapsed 3188.9s
step   970000 | reward(last100)  0.9643 | sigma 0.0232 | elapsed 3205.2s
step   975000 | reward(last100)  0.9682 | sigma 0.0231 | elapsed 3221.5s
step   980000 | reward(last100)  0.9680 | sigma 0.0231 | elapsed 3237.8s
step   985000 | reward(last100)  0.9683 | sigma 0.0232 | elapsed 3254.1s
step   990000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 3270.4s
step   995000 | reward(last100)  0.9668 | sigma 0.0232 | elapsed 3286.7s
step  1000000 | reward(last100)  0.9673 | sigma 0.0232 | elapsed 3303.0s
step  1005000 | reward(last100)  0.9678 | sigma 0.0231 | elapsed 3319.8s
step  1010000 | reward(last100)  0.9684 | sigma 0.0231 | elapsed 3336.2s
step  1015000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 3352.7s
step  1020000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 3369.0s
step  1025000 | reward(last100)  0.9687 | sigma 0.0232 | elapsed 3385.4s
step  1030000 | reward(last100)  0.9683 | sigma 0.0232 | elapsed 3401.8s
step  1035000 | reward(last100)  0.9682 | sigma 0.0232 | elapsed 3418.1s
step  1040000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 3434.7s
step  1045000 | reward(last100)  0.9660 | sigma 0.0232 | elapsed 3452.9s
step  1050000 | reward(last100)  0.9692 | sigma 0.0231 | elapsed 3471.2s
step  1055000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 3489.7s
step  1060000 | reward(last100)  0.9672 | sigma 0.0232 | elapsed 3507.7s
step  1065000 | reward(last100)  0.9685 | sigma 0.0231 | elapsed 3526.3s
step  1070000 | reward(last100)  0.9691 | sigma 0.0232 | elapsed 3543.2s
step  1075000 | reward(last100)  0.9668 | sigma 0.0232 | elapsed 3559.4s
step  1080000 | reward(last100)  0.9692 | sigma 0.0232 | elapsed 3575.7s
step  1085000 | reward(last100)  0.9669 | sigma 0.0232 | elapsed 3592.1s
step  1090000 | reward(last100)  0.9677 | sigma 0.0231 | elapsed 3608.4s
step  1095000 | reward(last100)  0.9684 | sigma 0.0231 | elapsed 3624.7s
step  1100000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 3641.0s
step  1105000 | reward(last100)  0.9679 | sigma 0.0231 | elapsed 3659.9s
step  1110000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 3678.2s
step  1115000 | reward(last100)  0.9678 | sigma 0.0232 | elapsed 3695.7s
step  1120000 | reward(last100)  0.9682 | sigma 0.0231 | elapsed 3712.4s
step  1125000 | reward(last100)  0.9687 | sigma 0.0232 | elapsed 3730.5s
step  1130000 | reward(last100)  0.9682 | sigma 0.0231 | elapsed 3749.8s
step  1135000 | reward(last100)  0.9673 | sigma 0.0231 | elapsed 3769.1s
step  1140000 | reward(last100)  0.9683 | sigma 0.0231 | elapsed 3788.4s
step  1145000 | reward(last100)  0.9687 | sigma 0.0231 | elapsed 3807.7s
step  1150000 | reward(last100)  0.9691 | sigma 0.0231 | elapsed 3826.4s
step  1155000 | reward(last100)  0.9679 | sigma 0.0231 | elapsed 3843.2s
step  1160000 | reward(last100)  0.9674 | sigma 0.0231 | elapsed 3859.8s
step  1165000 | reward(last100)  0.9686 | sigma 0.0231 | elapsed 3876.3s
step  1170000 | reward(last100)  0.9693 | sigma 0.0232 | elapsed 3892.8s
step  1175000 | reward(last100)  0.9677 | sigma 0.0232 | elapsed 3909.3s
step  1180000 | reward(last100)  0.9688 | sigma 0.0232 | elapsed 3925.8s
step  1185000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 3942.3s
step  1190000 | reward(last100)  0.9675 | sigma 0.0232 | elapsed 3958.9s
step  1195000 | reward(last100)  0.9664 | sigma 0.0232 | elapsed 3976.2s
step  1200000 | reward(last100)  0.9678 | sigma 0.0232 | elapsed 3994.5s
step  1205000 | reward(last100)  0.9669 | sigma 0.0232 | elapsed 4011.8s
step  1210000 | reward(last100)  0.9690 | sigma 0.0232 | elapsed 4028.7s
step  1215000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 4045.4s
step  1220000 | reward(last100)  0.9683 | sigma 0.0232 | elapsed 4062.2s
step  1225000 | reward(last100)  0.9661 | sigma 0.0232 | elapsed 4078.9s
step  1230000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 4095.7s
step  1235000 | reward(last100)  0.9696 | sigma 0.0232 | elapsed 4114.0s
step  1240000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 4130.7s
step  1245000 | reward(last100)  0.9664 | sigma 0.0232 | elapsed 4147.3s
step  1250000 | reward(last100)  0.9691 | sigma 0.0232 | elapsed 4164.1s
step  1255000 | reward(last100)  0.9678 | sigma 0.0232 | elapsed 4184.1s
step  1260000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 4203.4s
step  1265000 | reward(last100)  0.9651 | sigma 0.0231 | elapsed 4222.4s
step  1270000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 4241.2s
step  1275000 | reward(last100)  0.9670 | sigma 0.0232 | elapsed 4260.1s
step  1280000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 4278.9s
step  1285000 | reward(last100)  0.9635 | sigma 0.0232 | elapsed 4297.7s
step  1290000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 4316.6s
step  1295000 | reward(last100)  0.9690 | sigma 0.0231 | elapsed 4336.9s
step  1300000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 4359.7s
step  1305000 | reward(last100)  0.9688 | sigma 0.0232 | elapsed 4376.8s
step  1310000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 4393.5s
step  1315000 | reward(last100)  0.9683 | sigma 0.0232 | elapsed 4410.2s
step  1320000 | reward(last100)  0.9681 | sigma 0.0232 | elapsed 4426.9s
step  1325000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 4443.7s
step  1330000 | reward(last100)  0.9675 | sigma 0.0232 | elapsed 4460.4s
step  1335000 | reward(last100)  0.9667 | sigma 0.0231 | elapsed 4477.2s
step  1340000 | reward(last100)  0.9682 | sigma 0.0231 | elapsed 4494.0s
step  1345000 | reward(last100)  0.9697 | sigma 0.0231 | elapsed 4510.7s
step  1350000 | reward(last100)  0.9689 | sigma 0.0231 | elapsed 4527.5s
step  1355000 | reward(last100)  0.9632 | sigma 0.0231 | elapsed 4546.7s
step  1360000 | reward(last100)  0.9630 | sigma 0.0231 | elapsed 4565.4s
step  1365000 | reward(last100)  0.9655 | sigma 0.0231 | elapsed 4584.0s
step  1370000 | reward(last100)  0.9690 | sigma 0.0231 | elapsed 4602.5s
step  1375000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 4621.1s
step  1380000 | reward(last100)  0.9664 | sigma 0.0232 | elapsed 4639.7s
step  1385000 | reward(last100)  0.9687 | sigma 0.0232 | elapsed 4658.3s
step  1390000 | reward(last100)  0.9696 | sigma 0.0232 | elapsed 4677.5s
step  1395000 | reward(last100)  0.9673 | sigma 0.0231 | elapsed 4697.1s
step  1400000 | reward(last100)  0.9669 | sigma 0.0232 | elapsed 4716.5s
step  1405000 | reward(last100)  0.9694 | sigma 0.0231 | elapsed 4734.2s
step  1410000 | reward(last100)  0.9672 | sigma 0.0231 | elapsed 4751.3s
step  1415000 | reward(last100)  0.9670 | sigma 0.0231 | elapsed 4768.2s
step  1420000 | reward(last100)  0.9648 | sigma 0.0231 | elapsed 4785.1s
step  1425000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 4802.0s
step  1430000 | reward(last100)  0.9674 | sigma 0.0231 | elapsed 4820.0s
step  1435000 | reward(last100)  0.9695 | sigma 0.0231 | elapsed 4838.8s
step  1440000 | reward(last100)  0.9675 | sigma 0.0232 | elapsed 4857.6s
step  1445000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 4876.2s
step  1450000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 4894.8s
step  1455000 | reward(last100)  0.9677 | sigma 0.0232 | elapsed 4914.2s
step  1460000 | reward(last100)  0.9682 | sigma 0.0232 | elapsed 4933.1s
step  1465000 | reward(last100)  0.9677 | sigma 0.0231 | elapsed 4956.6s
step  1470000 | reward(last100)  0.9678 | sigma 0.0232 | elapsed 4980.1s
step  1475000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 5003.5s
step  1480000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 5026.9s
step  1485000 | reward(last100)  0.9675 | sigma 0.0232 | elapsed 5050.4s
step  1490000 | reward(last100)  0.9673 | sigma 0.0232 | elapsed 5073.8s
step  1495000 | reward(last100)  0.9683 | sigma 0.0232 | elapsed 5092.6s
step  1500000 | reward(last100)  0.9681 | sigma 0.0232 | elapsed 5111.8s
step  1505000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 5130.6s
step  1510000 | reward(last100)  0.9664 | sigma 0.0232 | elapsed 5149.1s
step  1515000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 5167.5s
step  1520000 | reward(last100)  0.9677 | sigma 0.0232 | elapsed 5186.0s
step  1525000 | reward(last100)  0.9630 | sigma 0.0232 | elapsed 5204.6s
step  1530000 | reward(last100)  0.9690 | sigma 0.0232 | elapsed 5223.2s
step  1535000 | reward(last100)  0.9681 | sigma 0.0232 | elapsed 5241.7s
step  1540000 | reward(last100)  0.9677 | sigma 0.0232 | elapsed 5260.3s
step  1545000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 5278.8s
step  1550000 | reward(last100)  0.9693 | sigma 0.0232 | elapsed 5297.3s
step  1555000 | reward(last100)  0.9682 | sigma 0.0232 | elapsed 5314.4s
step  1560000 | reward(last100)  0.9694 | sigma 0.0232 | elapsed 5331.0s
step  1565000 | reward(last100)  0.9691 | sigma 0.0232 | elapsed 5348.2s
step  1570000 | reward(last100)  0.9689 | sigma 0.0232 | elapsed 5366.8s
step  1575000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 5385.4s
step  1580000 | reward(last100)  0.9696 | sigma 0.0232 | elapsed 5404.0s
step  1585000 | reward(last100)  0.9660 | sigma 0.0232 | elapsed 5421.1s
step  1590000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 5437.8s
step  1595000 | reward(last100)  0.9674 | sigma 0.0232 | elapsed 5454.4s
step  1600000 | reward(last100)  0.9672 | sigma 0.0232 | elapsed 5471.0s
step  1605000 | reward(last100)  0.9630 | sigma 0.0232 | elapsed 5488.0s
step  1610000 | reward(last100)  0.9685 | sigma 0.0232 | elapsed 5504.7s
step  1615000 | reward(last100)  0.9690 | sigma 0.0232 | elapsed 5521.3s
step  1620000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 5537.9s
step  1625000 | reward(last100)  0.9640 | sigma 0.0232 | elapsed 5554.7s
step  1630000 | reward(last100)  0.9663 | sigma 0.0232 | elapsed 5572.9s
step  1635000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 5591.1s
step  1640000 | reward(last100)  0.9666 | sigma 0.0232 | elapsed 5609.2s
step  1645000 | reward(last100)  0.9678 | sigma 0.0232 | elapsed 5627.3s
step  1650000 | reward(last100)  0.9687 | sigma 0.0232 | elapsed 5645.3s
step  1655000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 5665.7s
step  1660000 | reward(last100)  0.9676 | sigma 0.0232 | elapsed 5688.3s
step  1665000 | reward(last100)  0.9668 | sigma 0.0232 | elapsed 5710.9s
step  1670000 | reward(last100)  0.9686 | sigma 0.0232 | elapsed 5733.7s
step  1675000 | reward(last100)  0.9679 | sigma 0.0232 | elapsed 5754.9s
step  1680000 | reward(last100)  0.9689 | sigma 0.0232 | elapsed 5771.5s
step  1685000 | reward(last100)  0.9689 | sigma 0.0232 | elapsed 5788.1s
step  1690000 | reward(last100)  0.9684 | sigma 0.0232 | elapsed 5804.9s
step  1695000 | reward(last100)  0.9688 | sigma 0.0232 | elapsed 5821.6s
step  1700000 | reward(last100)  0.9683 | sigma 0.0232 | elapsed 5838.3s
step  1705000 | reward(last100)  0.9654 | sigma 0.0232 | elapsed 5864.0s
step  1710000 | reward(last100)  0.9671 | sigma 0.0232 | elapsed 5888.4s
step  1715000 | reward(last100)  0.9689 | sigma 0.0232 | elapsed 5911.5s
step  1720000 | reward(last100)  0.9687 | sigma 0.0232 | elapsed 5935.0s
step  1725000 | reward(last100)  0.9690 | sigma 0.0232 | elapsed 5952.5s
step  1730000 | reward(last100)  0.9697 | sigma 0.0232 | elapsed 5969.2s
