step     5000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed    6.2s
step    10000 | reward(last100)  0.0000 | sigma 0.0309 | elapsed   12.9s
step    15000 | reward(last100)  0.0173 | sigma 0.0299 | elapsed   33.9s
step    20000 | reward(last100)  0.0129 | sigma 0.0280 | elapsed   54.0s
step    25000 | reward(last100)  0.0104 | sigma 0.0266 | elapsed   74.0s
step    30000 | reward(last100)  0.0086 | sigma 0.0259 | elapsed   93.2s
step    35000 | reward(last100)  0.0075 | sigma 0.0256 | elapsed  105.9s
step    40000 | reward(last100)  0.0072 | sigma 0.0255 | elapsed  120.0s
step    45000 | reward(last100)  0.0072 | sigma 0.0254 | elapsed  139.2s
step    50000 | reward(last100)  0.0000 | sigma 0.0254 | elapsed  154.9s
step    55000 | reward(last100)  0.0000 | sigma 0.0253 | elapsed  172.0s
step    60000 | reward(last100)  0.0000 | sigma 0.0252 | elapsed  188.1s
step    65000 | reward(last100)  0.0066 | sigma 0.0252 | elapsed  203.2s
step    70000 | reward(last100)  0.0066 | sigma 0.0251 | elapsed  219.5s
step    75000 | reward(last100)  0.0066 | sigma 0.0250 | elapsed  240.2s
step    80000 | reward(last100)  0.0066 | sigma 0.0250 | elapsed  260.6s
step    85000 | reward(last100)  0.0066 | sigma 0.0250 | elapsed  281.4s
step    90000 | reward(last100)  0.0246 | sigma 0.0249 | elapsed  301.1s
step    95000 | reward(last100)  0.0246 | sigma 0.0249 | elapsed  319.2s
step   100000 | reward(last100)  0.0180 | sigma 0.0249 | elapsed  334.8s
step   105000 | reward(last100)  0.0252 | sigma 0.0248 | elapsed  354.2s
step   110000 | reward(last100)  0.0252 | sigma 0.0248 | elapsed  372.0s
step   115000 | reward(last100)  0.0252 | sigma 0.0248 | elapsed  390.9s
step   120000 | reward(last100)  0.0317 | sigma 0.0248 | elapsed  410.5s
step   125000 | reward(last100)  0.0174 | sigma 0.0248 | elapsed  431.4s
step   130000 | reward(last100)  0.0174 | sigma 0.0248 | elapsed  451.4s
step   135000 | reward(last100)  0.0174 | sigma 0.0248 | elapsed  467.7s
step   140000 | reward(last100)  0.0102 | sigma 0.0247 | elapsed  483.5s
step   145000 | reward(last100)  0.0124 | sigma 0.0247 | elapsed  502.6s
